prop_id,sl_price,living_area,MISC_Val,Appraisal_val,Assessed_val,Age,Effective_Yr_Blt,Actual_Yr_Blt,Quality_cd,quality_factors,Prev_Sl_Ratio,CENTROID_X,CENTROID_y,Sale_Year,imprv_val,strata,legal_acreage,TotalFCP,TotalFEP,TotalFOP,TotalFGR,TotalFSP,TotalFST,TotalFUS,TotalFOP_binary,TotalFCP_binary,TotalFEP_binary,TotalFGR_binary,TotalFSP_binary,TotalFST_binary,TotalFUS_binary,Highsprings_A1,Highsprings_B2,Highsprings_B3,Highsprings_B4,Highsprings_B5,Highsprings_B6,Highsprings_B7,Highsprings_B8,Highsprings_B9,Highsprings_B10,Highsprings_B11,Highsprings_B12,Highsprings_B13,Highsprings_B14,Highsprings_C1,Highsprings_D1,Highsprings_E1,Highsprings_F1,MidtownEast_A1,MidtownEast_B1,MidtownEast_C1,MidtownEast_D1,MidtownEast_E1,MidtownEast_F1,Springtree_A1,Springtree_B1,Springtree_C1,swNewberry_A1,swNewberry_B1,swNewberry_C1,Tioga_A1,Tioga_B1,WaldoRural_A1,WaldoRural_B1,WaldoRural_C1,SUBMKT
1719,223300,1165,2249,166634,166634,27,1998,1997,3,100,0.746233766,-82.60321978,29.83753633,2023,115385,B2_HighSprings,0.3,0,0,40,216,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1733,343400,1714,539,282282,236629,3,2022,2022,3,100,0.822020967,-82.60590577,29.83661315,2022,232743,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1734,307100,1522,451,270001,270001,3,2022,2022,4,110,0.879195702,-82.60566927,29.83661034,2022,220550,B2_HighSprings,0.17,0,0,266,538,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1736,310000,1531,896,256069,256069,7,2018,2018,3,100,0.826029032,-82.60520214,29.83663583,2024,206173,B2_HighSprings,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1741,265000,1620,629,269106,248136,2,2023,2023,3,100,1.01549434,-82.60502463,29.83836905,2023,219477,B2_HighSprings,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1742,274900,1209,573,219719,219719,3,2022,2022,3,100,0.799268825,-82.60504765,29.83860289,2022,170146,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1743,297100,1396,449,239236,239236,3,2022,2022,3,100,0.805237294,-82.60504984,29.83880906,2022,189787,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1744,313200,1602,539,265684,257588,3,2022,2022,3,100,0.848288633,-82.60505288,29.83901539,2022,216145,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1745,280600,1397,594,240450,240450,3,2022,2022,3,100,0.856913756,-82.60504556,29.83921931,2022,190856,B2_HighSprings,0.17,0,0,84,400,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1746,327300,1776,491,287766,145071,3,2022,2022,3,100,0.879211732,-82.60506052,29.83942731,2022,238275,B2_HighSprings,0.21,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1748,346100,1776,491,287766,287766,3,2022,2022,3,100,0.831453337,-82.60519811,29.83988504,2023,238275,B2_HighSprings,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1749,286000,1602,589,265734,265734,3,2022,2022,3,100,0.92913986,-82.60633966,29.83997608,2023,216145,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1750,264400,1384,589,240213,240213,3,2022,2022,3,100,0.90852118,-82.60657879,29.83997153,2022,190624,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1753,327300,1822,802,298609,298609,6,2019,2019,3,100,0.912340361,-82.60750689,29.83893532,2022,248807,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1757,321500,1328,734,243310,243310,3,2022,2022,3,100,0.756796267,-82.6075181,29.83809053,2022,193576,B2_HighSprings,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1761,355200,1717,490,284551,206936,3,2022,2022,3,100,0.801100788,-82.60674493,29.8378003,2022,235061,B2_HighSprings,0.19,0,0,144,477,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1764,378800,1734,911,296828,296828,5,2020,2020,3,100,0.783600845,-82.60643719,29.83734724,2022,246917,B2_HighSprings,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1776,342400,1671,571,284451,284451,4,2021,2021,3,100,0.830756425,-82.60587317,29.83720005,2022,234880,B2_HighSprings,0.17,0,0,388,465,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1777,329000,1759,490,295528,295528,3,2022,2022,3,100,0.898261398,-82.60587483,29.83699008,2024,246038,B2_HighSprings,0.18,0,0,306,484,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1778,259300,1397,566,240422,240422,3,2022,2022,3,100,0.927196298,-82.60590405,29.83826977,2022,190856,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1782,345000,1731,836,283403,283403,7,2018,2018,3,100,0.821457971,-82.60662216,29.83919829,2024,233567,B2_HighSprings,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1786,238500,1209,0,216915,216915,3,2022,2022,3,100,0.909496855,-82.60634364,29.83852828,2022,167915,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1788,244400,1202,0,217443,217443,2,2023,2023,3,100,0.889701309,-82.60690463,29.83823396,2023,168443,B2_HighSprings,0.17,0,0,76,380,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1789,255000,1209,893,219628,146011,2,2023,2023,3,100,0.861286275,-82.60703821,29.83835741,2023,169735,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1790,292500,1418,368,222621,108331,13,2012,2012,3,100,0.761097436,-82.60700483,29.83858194,2023,173253,B2_HighSprings,0.18,0,0,150,380,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1792,312000,1742,1371,280072,280072,8,2017,2017,3,100,0.897666667,-82.60700474,29.83901222,2023,229701,B2_HighSprings,0.18,0,0,312,462,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1793,315700,1602,539,265684,265684,3,2022,2022,3,100,0.841571112,-82.60700022,29.8392289,2022,216145,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1794,248900,1396,480,239267,239267,3,2022,2022,3,100,0.96129771,-82.60687579,29.83941781,2022,189787,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1795,302400,1776,491,287766,287766,3,2022,2022,3,100,0.951607143,-82.60666019,29.8395275,2022,238275,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1797,296400,1781,545,289522,289522,2,2023,2023,3,100,0.976794872,-82.60616911,29.83953468,2023,239977,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1798,251700,1396,480,239267,239267,3,2022,2022,3,100,0.950603894,-82.60592222,29.83953258,2023,189787,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1799,295500,1634,490,271516,271516,3,2022,2022,3,100,0.918835871,-82.60570471,29.8394259,2022,222026,B2_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1800,299000,1330,1896,235343,235343,7,2018,2018,3,100,0.787100334,-82.6055768,29.83923902,2024,184447,B12_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B12
1804,288300,1186,751,215666,215666,3,2022,2022,3,100,0.748061048,-82.60552189,29.83836628,2022,165915,B2_HighSprings,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1805,234000,1202,540,214084,214084,3,2022,2022,3,100,0.914888889,-82.60564927,29.8382385,2023,164544,B2_HighSprings,0.17,0,0,16,380,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1815,293700,1368,339,225066,225066,14,2011,2011,3,100,0.766312564,-82.60675077,29.84134347,2022,175727,B2_HighSprings,0.19,0,0,277,483,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1817,324200,1368,1219,224643,224643,11,2014,2014,3,100,0.692914867,-82.60695926,29.84160175,2022,174424,B2_HighSprings,0.12,0,0,149.5,420,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1818,302100,1366,552,237834,237834,5,2020,2020,3,100,0.787269116,-82.60704497,29.84171716,2022,188282,B2_HighSprings,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1819,237700,1264,958,210176,210176,13,2012,2012,3,100,0.884206984,-82.60713068,29.84183257,2023,160218,B2_HighSprings,0.12,0,0,244,380,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1827,297000,1391,1806,243961,243961,6,2019,2019,3,100,0.821417508,-82.60820861,29.84247565,2024,193155,B2_HighSprings,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1828,293000,1433,472,245499,245499,7,2018,2018,3,100,0.837880546,-82.60821578,29.84227032,2024,196027,B12_HighSprings,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B12
1830,295900,1421,370,237333,237333,8,2017,2017,3,100,0.802071646,-82.60820934,29.84185761,2023,187963,B2_HighSprings,0.18,0,0,120,460,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1846,275100,1264,368,205689,205689,15,2010,2010,3,100,0.747688113,-82.60620123,29.84059125,2022,156321,B2_HighSprings,0.12,0,0,244,380,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1859,293600,1361,478,232669,232669,7,2018,2018,3,100,0.792469346,-82.60760564,29.84067497,2023,183191,B2_HighSprings,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1862,295500,1606,1546,249845,249845,7,2018,2018,3,100,0.845499154,-82.60713256,29.84066949,2023,199299,B2_HighSprings,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1866,228300,1200,487,160826,160826,17,2008,1975,3,100,0.704450285,-82.60390759,29.84036753,2023,121135,B2_HighSprings,0.36,0,0,96,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1875,456000,2739,20687,427068,403646,31,1994,1960,3,100,0.936552632,-82.60110638,29.84380333,2022,222181,B2_HighSprings,9.21,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B2
1887,375000,3169,5286,390541,390541,24,2001,1991,3,100,1.041442667,-82.57691626,29.83690376,2024,378710,B12_HighSprings,1.19,0,0,18,621,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Highsprings_B12
