prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,total_porch_area,total_garage_area,effective_age
52340,0.76,2305,3,ST. JOHN'S,28300,384900,4041,357,598,30
52343,0.76,3086,3,ST. JOHN'S,28300,398600,5751,266,0,30
52347,0.77,2548,3,ST. JOHN'S,28300,502900,33797,20,720,23
52348,1.22,2688,3,ST. JOHN'S,28300,638600,30256,96,1344,12
52351,0.77,2030,3,ST. JOHN'S,28300,373600,13699,18,576,30
52366,0.76,2596,3,ST. JOHN'S,28300,400000,8274,120,1100,30
52368,0.76,2016,3,ST. JOHN'S,28300,349500,7394,48,440,30
52397,1.91,1946,3,ST. JOHN'S,28400,524900,37158,204,462,24
52398,2.05,1962,3,ST. JOHN'S,28400,482600,18093,286.5,675,14
52399,0.24,3014,3,ST. JOHN'S,28400,506300,7096,125,500,26
52405,1.31,1809,3,ST. JOHN'S,28400,430800,34719,610,418,24
52413,0.5,1688,3,ST. JOHN'S,28400,351400,16730,52,594,30
52415,0.5,1556,3,ST. JOHN'S,28400,273900,22308,0,568,30
52425,0.47,1752,3,ST. JOHN'S,28400,328500,10464,56,1120,30
52426,0.47,1581,3,ST. JOHN'S,28400,314000,3234,25,500,30
52437,0.84,2013,3,ST. JOHN'S,28400,369000,10355,220,462,30
52438,0.56,1673,3,ST. JOHN'S,28400,373700,5520,16,462,16
52443,0.47,2036,3,ST. JOHN'S,28400,261800,5560,60,560,30
52462,0.98,5024,4,ST. JOHN'S,188400,605000,7585,512,633,30
52469,1.1,1787,3,ST. JOHN'S,188400,251000,4060,8,584,30
52474,1,3074,3,ST. JOHN'S,188400,470300,29819,735,602,28
52476,1.09,2285,3,ST. JOHN'S,188400,440000,8301,146,462,30
52481,1.04,3542,4,ST. JOHN'S,188400,490000,12147,1066,800,30
52527,1,3178,4,ST. JOHN'S,188400,555500,8527,196,552,16
52542,2.05,1914,3,ST. JOHN'S,188400,391600,5609,72,672,24
52556,1.05,2970,3,ST. JOHN'S,188700,363000,21304,524,0,30
52559,0.46,2084,3,ST. JOHN'S,188700,405000,3707,380,651,29
52560,0.96,2010,3,ST. JOHN'S,188400,374600,10300,281,650,29
52571,1.01,2855,3,ST. JOHN'S,188400,360900,6680,132,0,30
52572,1.18,2250,3,ST. JOHN'S,188400,380200,3719,435,648,26
52597,0.35,1428,3,ST. JOHN'S,214800,294000,8428,0,644,25
52600,0.49,2335,3,ST. JOHN'S,214800,438100,4600,519,1180,28
52604,0.28,1436,3,ST. JOHN'S,214800,304000,3120,252,348,26
52610,0.28,1838,3,ST. JOHN'S,214800,329200,3018,16,0,26
52620,0.32,1330,3,ST. JOHN'S,214800,269400,15774,200,364,26
52623,0.43,1413,3,ST. JOHN'S,214800,313600,2800,45,598,25
52643,0.31,1450,3,ST. JOHN'S,214800,272400,7840,0,364,26
52646,0.29,2222,3,ST. JOHN'S,214800,340900,3963,280,0,24
52648,0.29,1420,3,ST. JOHN'S,214800,316800,10392,170,300,19
52649,0.67,2024,3,ST. JOHN'S,214800,363500,6500,544,0,24
52650,0.43,1382,3,ST. JOHN'S,214800,286600,5380,16,460,21
52653,0.29,1643,3,ST. JOHN'S,214800,269800,6298,338,0,26
52654,0.29,1257,3,ST. JOHN'S,214800,231100,3100,120,516,30
52657,0.3,1898,3,ST. JOHN'S,214800,284000,4219,0,0,30
52670,0.4,1898,3,ST. JOHN'S,214800,285700,3865,198,0,30
52675,0.35,1964,3,ST. JOHN'S,214800,341400,5703,30,0,25
52701,6.52,2796,3,ST. JOHN'S,0,369900,7420,0,744,30
52702,6,2476,3,ST. JOHN'S,0,494200,11918,0,0,30
52703,3,1976,3,ST. JOHN'S,0,266200,11311,144,0,30
52709,0.73,2026,3,ST. JOHN'S,84200,360000,7119,0,506,24
52712,0.86,1561,3,ST. JOHN'S,84200,332000,7135,52,513,29
52736,0.36,1389,3,ST. JOHN'S,84200,289000,6550,15,440,19
52738,0.41,1584,3,ST. JOHN'S,84200,212600,5216,80,680,30
52739,0.37,2182,3,ST. JOHN'S,84200,317600,9756,336,426,30
52743,0.37,1632,3,ST. JOHN'S,84200,274500,4495,0,294,30
52744,0.37,1433,3,ST. JOHN'S,84200,311900,6446,28,525,24
52746,0.43,1430,3,ST. JOHN'S,84200,279300,581,20,638,24
52749,0.39,1569,3,ST. JOHN'S,84200,335100,8058,20,576,19
52750,0.38,2432,3,ST. JOHN'S,84200,460800,17373,0,0,14
52753,0.37,1744,3,ST. JOHN'S,84200,322200,2927,246,450,19
52764,0.44,1422,3,ST. JOHN'S,84300,285300,3911,18,0,30
52768,0.46,1499,3,ST. JOHN'S,84300,301900,1942,12,400,20
52785,0.41,1631,3,ST. JOHN'S,83900,369300,11544,84,441,24
52795,0.35,1972,3,ST. JOHN'S,83900,358200,18209,260,484,24
52797,0.35,2345,3,ST. JOHN'S,83900,270400,5533,240,0,30
52802,0.32,1823,3,ST. JOHN'S,83900,303400,4250,6,484,29
52812,0.35,1982,3,ST. JOHN'S,83900,343700,23601,50,650,30
52814,0.32,1806,3,ST. JOHN'S,83900,372800,15437,182,510,21
52816,0.39,1776,3,ST. JOHN'S,83900,340800,17557,42,516,24
52817,0.37,1624,3,ST. JOHN'S,83900,351600,10755,144,480,30
52822,0.39,1946,3,ST. JOHN'S,83900,354800,19109,48,400,29
52827,0.32,1398,3,ST. JOHN'S,83900,281900,2793,0,540,29
52852,0.38,1854,3,ST. JOHN'S,84000,338000,18760,50,0,19
52857,0.37,1308,3,ST. JOHN'S,84000,232900,3156,0,440,30
52863,0.32,2158,3,ST. JOHN'S,84100,366000,7831,144,0,24
52870,0.32,1685,3,ST. JOHN'S,84100,323600,4689,43,440,19
52871,0.31,1571,3,ST. JOHN'S,84100,372400,10047,204,352,12
52873,0.48,1404,3,ST. JOHN'S,84100,279500,3476,14,546,30
52881,0.23,1712,3,ST. JOHN'S,84500,349500,558,36,420,25
52882,0.23,1496,3,ST. JOHN'S,84500,307500,568,10,441,18
52885,0.23,1702,3,ST. JOHN'S,84500,416900,26224,10,420,8
52894,0.27,1689,3,ST. JOHN'S,84500,380900,676,16,800,16
52905,0.23,1631,3,ST. JOHN'S,84500,337400,539,38,479,23
52911,0.27,1687,3,ST. JOHN'S,84500,251000,527,45,460,21
52915,0.23,1792,3,ST. JOHN'S,84500,425200,554,40,420,6
52916,0.25,1575,3,ST. JOHN'S,84500,289200,582,34,506,16
52917,0.25,1702,3,ST. JOHN'S,84500,321500,1110,10,420,14
52921,0.25,1628,3,ST. JOHN'S,84500,349300,503,12,400,11
52944,6.81,5978,6,ST. JOHN'S,197100,2280400,60284,211.5,828,3
52947,5.6,4843,5,ST. JOHN'S,197100,981800,79475,1024,1116,23
52955,6.41,3459,5,ST. JOHN'S,197200,875500,15904,778,648,23
52960,2.87,4327,5,ST. JOHN'S,0,895400,35631,524,892,13
52973,1.57,2411,4,ST. JOHN'S,62200,562900,14370,42,489,13
53055,1,1908,3,ST. JOHN'S,0,386100,900,408,0,11
53058,2.25,3387,2,ST. JOHN'S,0,435600,14041,12,656,30
53059,2.18,2800,2,ST. JOHN'S,0,357200,10857,453,440,30
53071,1.06,2018,3,ST. JOHN'S,162600,466800,14746,312,506,14
53086,1.05,2023,3,ST. JOHN'S,162600,547800,28947,367,420,19
53110,1.25,1511,3,ST. JOHN'S,0,314800,5162,25,484,30
53133,1.73,2150,3,ST. JOHN'S,127200,504400,3480,490,0,15
53145,0.92,2306,4,ST. JOHN'S,224300,535900,8803,506,601,19
53154,0.92,3652,4,ST. JOHN'S,224300,773200,31961,762.5,651,15
53155,0.93,3490,4,ST. JOHN'S,224300,707900,31358,349,763,23
53161,0.93,2470,4,ST. JOHN'S,224300,650000,1965,1094,1136,9
53168,0.92,3511,4,ST. JOHN'S,224300,765000,30043,413.5,744,9
53171,0.93,2472,4,ST. JOHN'S,224300,578200,3874,560,1100,11
53176,0.4,2009,4,ST. JOHN'S,224300,450500,3642,639,468,24
53185,0.38,3286,4,ST. JOHN'S,224300,621200,4440,488,548,15
53192,0.39,3316,4,ST. JOHN'S,224300,709100,23927,688,552,13
53213,0.99,1966,3,ST. JOHN'S,171400,472100,24429,379,483,30
53214,1.04,2786,3,ST. JOHN'S,171400,468700,4874,124,484,30
53216,1,1913,3,ST. JOHN'S,171400,466700,5061,250,462,16
53220,1.01,2771,3,ST. JOHN'S,171400,361200,13008,77,600,30
53225,1.09,2048,3,ST. JOHN'S,171400,369000,6144,384,968,30
53231,1.1,1984,3,ST. JOHN'S,171400,457900,27393,174,504,24
53239,0.62,4463,5,ST. JOHN'S,30401,877500,30259,266,568,24
53240,0.35,1872,4,ST. JOHN'S,30401,388100,920,162,418,24
53246,0.74,2673,4,ST. JOHN'S,30401,710500,39485,434,604,15
53260,1.1,3081,4,ST. JOHN'S,30402,639900,39739,291,621,30
53264,1.02,3661,5,ST. JOHN'S,30402,785400,30132,610,922,26
53303,0.57,2716,4,ST. JOHN'S,30404,698500,28599,508,541,22
53305,0.59,2337,4,ST. JOHN'S,30404,628700,30844,447,506,19
53307,0.53,2534,4,ST. JOHN'S,30404,713500,24241,394,704,14
53310,0.59,2681,4,ST. JOHN'S,30404,590200,4370,47,484,21
53323,0.71,2957,4,ST. JOHN'S,30300,595400,21153,484,484,23
53333,0.5,3125,4,ST. JOHN'S,30405,635400,4227,777,703,24
53336,0.53,2688,4,ST. JOHN'S,30405,762300,25696,396,484,13
53339,1.59,3561,5,ST. JOHN'S,30406,960700,26671,327.5,864,16
53343,1.2,3668,5,ST. JOHN'S,30406,740500,29085,584,911,24
53378,1.5,1922,3,ST. JOHN'S,176800,453500,53488,222,572,24
53409,1.58,1887,3,ST. JOHN'S,176800,435600,7176,393,0,24
53447,0.81,2348,4,ST. JOHN'S,163300,858400,12687,448.5,648,9
53449,0.54,2186,4,ST. JOHN'S,163300,531100,15312,346,462,26
53455,0.52,2422,4,ST. JOHN'S,163300,437000,8974,230,600,30
53472,0.7,2437,3,ST. JOHN'S,72400,414800,1515,354,851,26
53486,0.57,2977,3,ST. JOHN'S,8801,450000,44871,566,638,30
53489,0.43,2448,4,ST. JOHN'S,8801,389300,5178,538,572,30
53491,0.43,2338,4,ST. JOHN'S,8801,583700,36745,622.5,568,24
53501,0.45,2112,4,ST. JOHN'S,8801,525400,24555,430.5,575,18
53505,0.56,2053,4,ST. JOHN'S,8801,404000,6879,72,462,28
53507,0.67,2999,4,ST. JOHN'S,8801,489300,3715,564.5,529,30
53523,0.43,3222,4,ST. JOHN'S,8801,663500,26362,792,506,24
53546,0.71,2900,4,ST. JOHN'S,8801,579000,9255,746,667,30
53567,0.2,1185,3,ST. JOHN'S,216000,260100,246,50,317,21
53581,0.21,1232,3,ST. JOHN'S,216000,303800,3013,0,365,19
53583,0.27,1339,3,ST. JOHN'S,216000,261000,335,168,528,30
53588,0.21,1675,3,ST. JOHN'S,216000,308700,5987,0,524,30
53596,0.22,1489,3,ST. JOHN'S,216000,221500,3003,168,534,30
53612,0.24,1184,3,ST. JOHN'S,216000,268300,4693,0,496,24
53617,0.22,1229,3,ST. JOHN'S,216000,251900,5901,32,504,30
53621,0.22,1208,3,ST. JOHN'S,216000,230700,2974,32,525,29
53626,0.57,1468,3,ST. JOHN'S,216000,314500,1202,72,462,8
53629,0.26,1185,3,ST. JOHN'S,216000,235700,2981,222,525,30
53643,0.22,1192,3,ST. JOHN'S,216000,217900,3420,0,530,30
53650,0.22,1359,3,ST. JOHN'S,216000,260400,3191,69,483,30
53652,0.21,1317,3,ST. JOHN'S,216000,195100,2897,28,479,29
53659,0.46,2747,4,ST. JOHN'S,8802,681900,26586,916,1196,16
53678,0.44,2778,4,ST. JOHN'S,8802,569300,24323,470,484,20
53689,0.24,1626,3,ST. JOHN'S,222100,286400,23796,511,0,27
53709,0.24,1475,3,ST. JOHN'S,222100,285400,4308,30,429,24
53713,0.24,1277,3,ST. JOHN'S,222100,257300,24040,298,334,30
53720,0.23,1104,3,ST. JOHN'S,222400,229000,2747,204,336,30
53721,0.27,1120,3,ST. JOHN'S,222400,240100,2947,152,560,19
53727,0.5,3128,4,ST. JOHN'S,8803,743400,25431,453.5,768,14
53734,0.45,2318,4,ST. JOHN'S,8803,483400,33039,282,742,28
53795,0.26,1399,3,ST. JOHN'S,NULL,329000,12963,44,504,12
53799,0.24,2211,3,ST. JOHN'S,222300,324600,2802,674,0,24
53823,0.12,1124,3,ST. JOHN'S,229301,303800,378,60,400,13
53839,1.17,2596,3,ST. JOHN'S,146500,349500,3282,408,0,30
53844,5.3,2668,4,ST. JOHN'S,0,703100,4006,95,900,30
53869,0.2,1454,3,ST. JOHN'S,56201,310600,4544,202,506,30
53885,0.2,1618,3,ST. JOHN'S,56201,312100,12729,158,441,26
53886,0.2,1624,3,ST. JOHN'S,56201,333900,2968,176,528,19
53888,0.2,1635,3,ST. JOHN'S,56201,297000,3198,28,550,22
53892,0.26,1526,3,ST. JOHN'S,56201,321900,4508,44,380,14
53893,0.22,1563,3,ST. JOHN'S,56201,262000,5658,20,399,30
53907,0.46,1992,4,ST. JOHN'S,56202,442400,28372,109,546,14
53909,0.31,2094,4,ST. JOHN'S,56202,426100,11587,109,492,18
53910,0.24,2015,4,ST. JOHN'S,56202,407800,3572,184,509,18
53912,0.2,2162,4,ST. JOHN'S,56202,476200,25578,566,960,17
53919,0.25,1707,4,ST. JOHN'S,56202,392700,5345,131.5,430,19
53925,0.19,1886,4,ST. JOHN'S,56202,379800,2787,317,492,26
53928,0.19,1807,4,ST. JOHN'S,56202,360700,3157,299,525,27
53935,0.2,1796,3,ST. JOHN'S,56202,313700,9777,262,546,24
53940,0.21,2198,4,ST. JOHN'S,56202,421800,2955,304,484,19
53943,0.22,2024,4,ST. JOHN'S,56202,399700,3735,378,594,22
53950,0.41,2190,4,ST. JOHN'S,193500,312000,7984,378,504,28
53951,0.41,2093,4,ST. JOHN'S,193500,315200,4032,240,480,30
53956,0.33,2333,4,ST. JOHN'S,193500,398300,3295,425,484,28
53970,0.34,1794,4,ST. JOHN'S,193500,320600,6032,127,502,30
53974,0.32,2276,4,ST. JOHN'S,193500,435000,13650,349,462,14
53977,0.46,2272,4,ST. JOHN'S,193500,466700,24524,246,464,19
53988,0.35,2429,4,ST. JOHN'S,193500,493000,3696,189,483,17
53989,0.33,2493,4,ST. JOHN'S,193500,516600,26014,393.5,468,17
53993,0.4,2312,4,ST. JOHN'S,193500,362700,3017,278,546,27
54002,0.66,2205,4,ST. JOHN'S,193500,407800,4985,420,483,22
54026,2.3,1979,3,ST. JOHN'S,177000,388200,55862,456,0,14
54044,0.18,2134,4,ST. JOHN'S,228500,377600,883,117,474,20
54047,0.16,1765,4,ST. JOHN'S,228500,382700,2677,172.5,483,21
54048,0.16,1944,4,ST. JOHN'S,228500,384300,3580,212.5,420,16
54061,0.16,1944,4,ST. JOHN'S,228500,398300,7191,212.5,420,21
54062,0.16,2241,4,ST. JOHN'S,228500,428600,3404,233,480,15
54064,0.16,1944,4,ST. JOHN'S,228501,389200,426,212.5,420,20
54068,0.17,2135,4,ST. JOHN'S,228501,364000,804,213.5,440,19
54070,0.18,2135,4,ST. JOHN'S,228501,435700,740,213.5,440,18
54074,0.25,2000,4,ST. JOHN'S,228501,466900,21481,386.5,460,12
54077,0.16,1944,3,ST. JOHN'S,228501,317800,7191,212.5,420,21
54085,0.27,2530,4,ST. JOHN'S,228501,573600,11802,504.5,484,19
54090,0.26,2397,4,ST. JOHN'S,228501,483500,7715,415.5,616,16
54092,0.3,2450,4,ST. JOHN'S,228501,445500,3600,306,550,21
54095,0.26,2644,4,ST. JOHN'S,228501,547300,3568,684.5,484,17
54100,0.26,3161,5,ST. JOHN'S,228501,742400,23177,406,558,17
54102,0.26,3153,4,ST. JOHN'S,228501,652100,7869,350,528,14
54107,0.26,3133,5,ST. JOHN'S,228502,644700,8465,369,528,18
54110,0.26,2323,4,ST. JOHN'S,228502,465900,9156,339.5,493,21
54129,0.82,4106,4,ST. JOHN'S,233900,857900,27708,527.5,933,14
54141,0.46,2922,5,ST. JOHN'S,233900,637000,9076,335,480,16
54144,0.38,3124,5,ST. JOHN'S,233900,618800,22218,361,528,21
54148,0.56,4113,5,ST. JOHN'S,233900,841800,28428,516,867,16
54154,0.43,3595,5,ST. JOHN'S,237300,834200,38526,462,816,14
54176,0.43,3120,5,ST. JOHN'S,237300,702800,30813,242.5,816,19
54178,0.39,3593,5,ST. JOHN'S,237300,772200,26959,437.5,456,20
54179,0.39,2975,4,ST. JOHN'S,237300,714900,33037,948,1610,9
54195,0.51,3341,5,ST. JOHN'S,237300,780800,25608,332,576,17
54199,0.27,2644,4,ST. JOHN'S,228503,619300,25328,388.5,484,14
54205,0.24,2443,4,ST. JOHN'S,228503,464400,1100,217.5,493,19
54220,0.4,2567,4,ST. JOHN'S,228503,466000,1219,286,484,19
54221,0.25,2339,4,ST. JOHN'S,228503,430300,1020,217.5,483,18
54229,0.36,2507,4,ST. JOHN'S,228503,499800,3956,415.5,506,19
54230,0.31,2655,4,ST. JOHN'S,228503,570600,8235,388.5,484,19
54238,0.34,2931,4,ST. JOHN'S,228503,668000,11907,435,1680,12
54239,0.39,2680,4,ST. JOHN'S,228503,554300,1168,388.5,814,14
54244,0.15,2135,4,ST. JOHN'S,228503,426000,807,213.5,440,19
54245,0.15,1944,4,ST. JOHN'S,228503,393400,4447,212.5,420,14
54251,0.15,1995,4,ST. JOHN'S,228503,420500,8966,751,920,19
54257,0.29,2332,4,ST. JOHN'S,237200,503900,8976,341.5,506,15
54260,0.27,3093,4,ST. JOHN'S,237200,637800,5300,361,528,14
54262,0.29,2533,4,ST. JOHN'S,237200,614800,29530,361,528,12
54266,0.26,2326,4,ST. JOHN'S,237200,469800,3956,366.5,560,14
54270,0.26,2640,4,ST. JOHN'S,237200,619500,8359,468.5,484,14
54272,0.27,2507,4,ST. JOHN'S,237200,527900,3788,415.5,506,20
54280,0.26,2505,4,ST. JOHN'S,237200,496500,21239,421.5,418,21
54285,0.27,2507,4,ST. JOHN'S,237200,514500,25619,415.5,506,15
54299,0.68,3386,4,ST. JOHN'S,228504,837600,31567,529,805,9
54310,0.68,3318,5,ST. JOHN'S,228504,728100,22190,542,506,17
54311,0.68,3410,5,ST. JOHN'S,228504,750000,21800,266,805,18
54473,0.19,1261,3,ST. JOHN'S,215600,248200,312,129,294,21
54491,0.2,1420,3,ST. JOHN'S,215600,279100,6339,251,440,21
54492,0.2,1361,3,ST. JOHN'S,215600,273200,2994,21,484,26
54499,0.05,1012,3,ST. JOHN'S,33300,183200,2840,12,0,25
54503,0.02,1132,3,ST. JOHN'S,33300,171900,2400,126,0,24
54506,0.03,1118,3,ST. JOHN'S,33300,175000,2400,152,0,25
54509,0.03,1212,3,ST. JOHN'S,33300,164800,4200,60,0,30
54515,0.07,1030,3,ST. JOHN'S,33300,191900,4560,0,0,10
54519,0.04,1016,3,ST. JOHN'S,33300,189500,2400,12,0,25
54522,0.06,1016,3,ST. JOHN'S,33300,174400,3648,12,0,24
54524,0.03,1160,3,ST. JOHN'S,33300,163800,2400,52,0,22
54525,0.03,1098,3,ST. JOHN'S,33300,154400,2400,70,0,29
54527,0.03,1142,3,ST. JOHN'S,33300,166500,3480,12,0,23
54530,0.03,1150,3,ST. JOHN'S,33300,185600,2400,84,0,20
54534,0.02,1130,3,ST. JOHN'S,33300,187700,2400,52,0,5
54535,0.04,1030,3,ST. JOHN'S,33300,163200,2400,0,0,20
54542,0.09,1185,3,ST. JOHN'S,197500,108800,509,15,0,28
54546,0.08,806,3,ST. JOHN'S,197500,102400,320,54,0,30
54547,0.08,806,3,ST. JOHN'S,197500,102400,320,54,0,30
54553,0.05,916,3,ST. JOHN'S,197500,121200,602,42,0,16
54578,0.26,2007,4,GAINESVILLE,241000,368100,256,419,420,18
54580,0.17,1967,4,GAINESVILLE,241000,349500,256,419,420,19
54587,0.17,1786,4,GAINESVILLE,241000,361600,382,162,420,19
54593,0.2,2849,4,GAINESVILLE,241000,488200,256,195,462,18
54594,0.19,1919,4,GAINESVILLE,241000,450800,19793,220.5,462,17
54596,0.18,1919,4,GAINESVILLE,241000,388100,256,220.5,462,18
54598,0.18,2233,4,GAINESVILLE,241000,355500,226,254,420,18
54607,0.18,1767,4,GAINESVILLE,241001,357000,3370,347,400,17
54633,0.17,1793,4,GAINESVILLE,241001,372800,702,294.5,529,17
54636,0.28,2714,4,GAINESVILLE,241001,493500,759,270,462,17
54645,0.17,1754,4,GAINESVILLE,241001,370700,1023,152,420,9
54647,0.21,1532,4,GAINESVILLE,241001,331700,410,189,462,10
54648,0.2,1626,4,GAINESVILLE,241001,330200,154,262,456,10
54679,0.24,1338,3,ST. JOHN'S,155900,290000,2679,24,460,19
54681,0.23,1287,3,ST. JOHN'S,155900,275600,2927,0,312,26
54685,0.26,2099,3,ST. JOHN'S,155900,328000,27700,741,0,30
54686,0.25,1279,3,ST. JOHN'S,155900,246600,2984,15,548,19
54709,0.23,1321,3,ST. JOHN'S,155900,281100,6529,88,249,25
54727,0.13,1158,3,ST. JOHN'S,153700,250900,428,126,264,30
54728,0.16,1158,3,ST. JOHN'S,153700,232700,785,90,264,22
54729,0.13,1430,3,ST. JOHN'S,153700,297000,378,20,572,15
54735,0.12,1075,3,ST. JOHN'S,153700,242300,967,60,317,14
54740,0.12,1002,3,ST. JOHN'S,153700,227000,2146,32,308,24
54752,0.13,1108,3,ST. JOHN'S,153700,241300,260,50,264,30
54758,0.13,1108,3,ST. JOHN'S,153700,227700,363,100,528,18
54765,0.13,1152,3,ST. JOHN'S,153700,245300,3382,112,264,22
54769,0.12,1074,3,ST. JOHN'S,153700,209500,6560,114,276,26
54770,0.12,1050,3,ST. JOHN'S,153700,213600,510,60,580,30
54772,0.12,1100,3,ST. JOHN'S,153700,216800,378,40,672,26
54777,0.13,1008,3,ST. JOHN'S,153700,227900,2140,20,352,30
54780,0.13,976,3,ST. JOHN'S,153700,211200,2857,0,340,29
54782,0.12,1350,3,ST. JOHN'S,153700,254300,338,304,0,25
54784,0.13,1071,3,ST. JOHN'S,153700,213700,3438,25,279,26
54787,0.12,1044,3,ST. JOHN'S,153700,217500,1260,24,296,30
54790,0.13,982,3,ST. JOHN'S,153700,220500,2903,54,308,14
54794,0.12,1158,3,ST. JOHN'S,153700,257500,634,126,264,26
54809,0.05,788,3,ST. JOHN'S,197900,78400,452,54,0,30
54810,0.06,788,3,ST. JOHN'S,197900,78400,452,54,0,30
54816,0.05,788,3,ST. JOHN'S,197900,77800,400,54,0,30
54818,0.06,923,3,ST. JOHN'S,198000,107100,400,96,0,17
54819,0.07,1200,3,ST. JOHN'S,198000,143600,492,112,0,17
54823,0.05,1200,3,ST. JOHN'S,198000,104400,492,56,0,30
54825,0.07,790,3,ST. JOHN'S,198000,91200,337,10,0,30
54826,0.05,790,3,ST. JOHN'S,197900,77800,337,10,0,30
54827,0.06,790,3,ST. JOHN'S,197900,79100,337,10,0,30
54839,0.09,742,3,ST. JOHN'S,198000,168300,400,10,0,10
54845,0.08,868,3,ST. JOHN'S,0,133300,400,108,0,16
54859,0.07,1044,3,ST. JOHN'S,0,104300,547,52,0,30
54865,0.07,943,3,ST. JOHN'S,0,49000,525,24,0,30
54871,0.07,814,3,ST. JOHN'S,0,65500,400,0,0,30
54881,0.09,790,3,ST. JOHN'S,0,126300,604,10,0,14
54884,0.04,1407,3,ST. JOHN'S,0,89100,256,141,0,30
54885,0.09,1296,3,ST. JOHN'S,0,124900,556,152,0,30
54888,0.04,1280,3,ST. JOHN'S,0,141000,566,0,0,30
54899,0.05,788,3,ST. JOHN'S,197900,79500,1360,12,0,30
54908,0.05,790,3,ST. JOHN'S,197900,34100,537,10,0,30
54918,0.05,790,3,ST. JOHN'S,197900,31800,537,20,0,30
54951,0.09,976,3,ST. JOHN'S,198200,162000,1739,0,0,14
54953,0.1,958,3,ST. JOHN'S,198200,108800,867,98,0,30
54990,0.09,954,3,ST. JOHN'S,198300,122900,2307,6,0,30
55026,0.07,981,3,ST. JOHN'S,198400,91200,355,0,0,39
55032,0.06,890,3,ST. JOHN'S,198400,85900,558,0,0,30
55033,0.05,1150,3,ST. JOHN'S,198400,100200,558,0,0,30
55034,0.05,1150,3,ST. JOHN'S,198400,128100,558,0,0,29
55039,0.07,890,3,ST. JOHN'S,198400,92200,558,0,0,26
55045,0.05,1136,3,ST. JOHN'S,198400,92500,648,0,0,30
55046,0.08,1136,3,ST. JOHN'S,198400,86200,589,0,0,30
55048,0.05,809,3,ST. JOHN'S,198400,85000,648,0,0,30
55049,0.05,809,3,ST. JOHN'S,198400,54500,648,0,0,30
55055,0.07,1115,3,ST. JOHN'S,198400,90400,496,85,0,30
55058,0.09,875,3,ST. JOHN'S,198400,79600,432,0,0,30
55061,0.1,875,3,ST. JOHN'S,198400,86100,467,0,0,30
55064,0.06,878,3,ST. JOHN'S,198400,124900,384,50,0,15
55094,0.12,1130,3,ST. JOHN'S,198500,70800,544,0,0,30
55100,0.07,868,3,ST. JOHN'S,198100,129600,400,51,0,24
55209,0.03,1370,3,GAINESVILLE,169300,183400,0,0,0,26
55211,0.02,1370,3,GAINESVILLE,169300,225400,840,0,0,12
55214,0.02,1370,3,GAINESVILLE,169300,168600,840,0,0,30
55217,0.03,1106,3,GAINESVILLE,169300,177300,1400,0,0,30
55222,0.02,1106,3,GAINESVILLE,169300,196800,338,0,0,16
55224,0.03,1106,3,GAINESVILLE,169300,209900,338,0,0,19
55227,0.02,1106,3,GAINESVILLE,169300,172200,1400,0,0,30
55229,0.03,1106,3,GAINESVILLE,169300,160400,840,0,0,30
55230,0.02,1106,3,GAINESVILLE,169300,181900,0,0,0,22
55233,0.02,1106,3,GAINESVILLE,169300,192000,1680,0,0,16
55234,0.03,1106,3,GAINESVILLE,169300,179900,840,0,0,24
55244,0.02,1106,3,GAINESVILLE,169300,185500,0,0,0,19
55245,0.03,1370,3,GAINESVILLE,169300,202500,1300,0,0,24
55251,0.03,1370,3,GAINESVILLE,169300,188800,0,0,0,24
55252,0.03,1370,3,GAINESVILLE,169300,183600,507,0,0,22
55266,0.02,1370,3,GAINESVILLE,169300,208500,1400,0,0,16
55270,0.02,1106,3,GAINESVILLE,169300,177800,420,0,0,24
55271,0.02,1106,3,GAINESVILLE,169300,183000,1400,0,0,24
55276,0.02,1106,3,GAINESVILLE,169300,168900,560,0,0,25
55277,0.02,1106,3,GAINESVILLE,169300,153900,560,0,0,30
55281,0.02,1106,3,GAINESVILLE,169300,168000,840,0,0,30
55288,0.03,1370,3,GAINESVILLE,169300,207400,840,0,0,26
55291,0.03,1106,3,GAINESVILLE,169300,163100,1400,0,0,29
55294,0.03,1106,3,GAINESVILLE,169300,175100,1400,0,0,30
55295,0.03,1106,3,GAINESVILLE,169300,174200,1400,0,0,26
55300,0.03,1370,3,GAINESVILLE,169300,199700,846,0,0,30
55306,0.03,1370,3,GAINESVILLE,169300,179100,1400,0,0,30
55308,0.03,1370,3,GAINESVILLE,169300,210200,1400,0,0,30
55314,0.03,1106,3,GAINESVILLE,169301,172900,1400,0,0,26
55316,0.03,1106,3,GAINESVILLE,169301,170200,69,0,0,30
55318,0.03,1106,3,GAINESVILLE,169301,169200,846,0,0,24
55320,0.03,1510,3,GAINESVILLE,169301,230000,338,0,0,24
55321,0.03,1370,3,GAINESVILLE,169301,207800,1400,0,0,17
55326,0.03,1106,3,GAINESVILLE,169301,189000,69,0,0,17
55332,0.03,1106,3,GAINESVILLE,169301,110700,846,0,0,30
55338,0.03,1106,3,GAINESVILLE,169301,169400,507,0,0,30
55339,0.03,1106,3,GAINESVILLE,169301,181400,909,0,0,26
55341,0.03,1370,3,GAINESVILLE,169301,213600,846,0,0,22
