OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Name
99,1,99,38790,0.200000000000000,1152,3,GAINESVILLE,183700,282200,2012,100,1152,1978,2024,0,-82.365177799999998,29.693315599999998,0,0,0,11,45,0,0,2.000000000000000,2240,Turkey_Creek
100,1,100,38795,0.210000000000000,1623,3,GAINESVILLE,183700,219900,1994,100,1623,1979,2024,0,-82.364630390000002,29.694166849999998,0,68,0,29,44,0,0,2.000000000000000,2980,Turkey_Creek
101,1,101,38802,0.200000000000000,1501,3,GAINESVILLE,183700,300900,2008,100,1292,1978,2024,0,-82.364962000000006,29.694168390000002,0,272,0,15,45,0,0,2.000000000000000,5820,Turkey_Creek
102,1,102,38872,0.470000000000000,960,3,GAINESVILLE,183500,227000,2013,100,960,1977,2024,0,-82.366454270000006,29.690074289999998,0,0,0,10,46,0,0,1.000000000000000,3540,Turkey_Creek
103,1,103,38877,0.340000000000000,1632,3,GAINESVILLE,183500,298700,2007,100,984,1976,2024,0,-82.366948120000004,29.691009900000001,648,60,0,16,47,0,0,2.000000000000000,14801,Turkey_Creek
104,1,104,38882,0.480000000000000,1509,3,GAINESVILLE,183500,282700,1994,100,990,1976,2024,0,-82.367221990000004,29.690077609999999,0,519,0,29,47,0,0,1.500000000000000,2220,Turkey_Creek
105,1,105,38909,0.340000000000000,1500,3,GAINESVILLE,183500,267700,2015,100,1212,1976,2024,0,-82.367334740000004,29.692424299999999,0,304,0,8,47,0,0,2.000000000000000,10120,Turkey_Creek
106,1,106,38931,0.240000000000000,1074,3,GAINESVILLE,253800,240100,1999,100,1074,1976,2024,0,-82.365371969999998,29.701661630000000,0,120,0,24,47,0,0,2.000000000000000,2760,Turkey_Creek
107,1,107,38943,0.230000000000000,1512,3,GAINESVILLE,253800,202000,1994,100,1512,1976,2024,0,-82.364082719999999,29.700024740000000,0,28,0,29,47,0,0,2.000000000000000,463,Turkey_Creek
108,1,108,38948,0.230000000000000,1093,3,GAINESVILLE,253800,225400,2003,100,1093,1976,2024,0,-82.364073529999999,29.701325040000000,0,40,425,20,47,0,0,2.000000000000000,1187,Turkey_Creek
109,1,109,39006,0.230000000000000,1400,3,GAINESVILLE,143300,284200,2007,100,1400,1967,2024,0,-82.369460169999996,29.702161740000001,0,126,264,16,56,0,0,2.000000000000000,288,Turkey_Creek
110,1,110,39073,0.250000000000000,1750,3,GAINESVILLE,141500,257600,1994,100,1750,1971,2024,0,-82.367992090000001,29.701160720000001,0,35,0,29,52,0,0,2.000000000000000,3376,Turkey_Creek
111,1,111,39096,0.240000000000000,1167,3,GAINESVILLE,144200,285000,2010,100,1167,1971,2024,0,-82.366080060000002,29.698125560000001,0,0,286,13,52,0,0,2.000000000000000,527,Turkey_Creek
112,1,112,39164,0.240000000000000,1323,3,GAINESVILLE,143900,275000,1994,100,1323,1973,2024,0,-82.367353640000005,29.696684420000000,0,0,525,29,50,0,0,2.000000000000000,1306,Turkey_Creek
113,1,113,39193,0.240000000000000,1315,3,GAINESVILLE,143900,290000,1994,100,1315,1972,2024,0,-82.370330580000001,29.695665670000000,0,143,0,29,51,0,0,2.000000000000000,883,Turkey_Creek
114,1,114,39199,0.300000000000000,1473,3,GAINESVILLE,,266400,1996,100,1473,1971,2024,0,-82.369383049999996,29.695675059999999,0,30,572,27,52,0,0,2.000000000000000,940,Turkey_Creek
115,1,115,39209,0.300000000000000,1502,3,GAINESVILLE,143900,308700,1994,100,1502,1971,2024,0,-82.366986720000000,29.695664019999999,0,10,560,29,52,0,0,2.000000000000000,699,Turkey_Creek
116,1,116,39230,0.250000000000000,984,3,GAINESVILLE,144300,222000,1994,100,984,1971,2024,0,-82.370879149999993,29.694847559999999,0,60,0,29,52,0,0,2.000000000000000,2199,Turkey_Creek
117,1,117,39273,0.260000000000000,1445,3,GAINESVILLE,143400,297400,1994,100,1445,1972,2024,0,-82.368933260000006,29.696538700000001,0,36,433,29,51,0,0,2.000000000000000,3184,Turkey_Creek
118,1,118,39397,0.430000000000000,2066,4,GAINESVILLE,171305,484800,2007,100,1844,1989,2024,0,-82.363708200000005,29.679159290000001,0,282,492,16,34,0,0,2.000000000000000,9532,Turkey_Creek
119,1,119,39409,0.350000000000000,2102,4,GAINESVILLE,171305,409100,1996,100,2102,1988,2024,0,-82.362760089999995,29.679669140000001,0,102,460,27,35,0,0,2.000000000000000,5032,Turkey_Creek
120,1,120,39423,1.050000000000000,3912,4,GAINESVILLE,63400,704600,2014,100,3026,1984,2024,0,-82.363511570000000,29.676121930000001,0,1042,480,9,39,0,0,3.500000000000000,11105,Turkey_Creek
121,1,121,39453,0.500000000000000,2494,3,GAINESVILLE,43900,595000,2014,100,2494,1987,2024,0,-82.358678209999994,29.678207940000000,0,317,575,9,36,0,0,3.000000000000000,30831,Turkey_Creek
122,1,122,39468,0.320000000000000,2473,3,GAINESVILLE,43900,528200,2012,100,2473,1988,2024,0,-82.357018210000007,29.679881659999999,0,307,608,11,35,0,0,3.000000000000000,24110,Turkey_Creek
123,1,123,52527,1.000000000000000,3178,4,ST. JOHN'S,188400,555500,2008,100,1897,1971,2024,0,-82.428136510000002,29.658437259999999,1281,196,552,15,52,0,0,3.000000000000000,8527,Turkey_Creek
124,1,124,52604,0.280000000000000,1436,3,ST. JOHN'S,214800,304000,1998,100,1436,1980,2024,0,-82.423851569999997,29.649297600000001,0,252,348,25,43,0,0,2.000000000000000,3120,Turkey_Creek
125,1,125,52657,0.300000000000000,1898,3,ST. JOHN'S,214800,284000,1994,100,1898,1981,2024,0,-82.425094099999995,29.646365769999999,0,0,0,29,42,0,0,2.000000000000000,4219,Turkey_Creek
126,1,126,52744,0.370000000000000,1433,3,ST. JOHN'S,84200,311900,2000,100,1433,1979,2024,0,-82.450664219999993,29.658141050000001,0,28,525,23,44,0,0,2.000000000000000,6446,Turkey_Creek
127,1,127,52746,0.430000000000000,1430,3,ST. JOHN'S,84200,279300,2000,100,1430,1976,2024,0,-82.451167150000003,29.658461209999999,0,20,638,23,47,0,0,2.000000000000000,581,Turkey_Creek
128,1,128,52797,0.350000000000000,2345,3,ST. JOHN'S,83900,270400,1994,100,2105,1973,2024,0,-82.447797449999996,29.656405240000002,0,240,0,29,50,0,0,2.000000000000000,5533,Turkey_Creek
129,1,129,52812,0.350000000000000,1982,3,ST. JOHN'S,83900,343700,1994,100,1982,1986,2024,0,-82.447879099999994,29.657242660000001,0,50,650,29,37,0,0,2.000000000000000,23601,Turkey_Creek
130,1,130,52852,0.380000000000000,1854,3,ST. JOHN'S,84000,338000,2005,100,1854,1979,2024,0,-82.445865249999997,29.656928319999999,0,50,0,18,44,0,0,2.000000000000000,18760,Turkey_Creek
131,1,131,52881,0.230000000000000,1712,3,ST. JOHN'S,84500,349500,1999,100,1712,1999,2024,0,-82.445325969999999,29.656405329999998,0,36,420,24,24,0,0,2.000000000000000,558,Turkey_Creek
