OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,ARCHER_1,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,West_Outer_Gainesville,West_of_Waldo_rd,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
2460,35399,0.210000000000000,1254,1.000000000000000,ST. JOHN'S,288800,2880,2000,100,1254.000000000000000,0.000000000000000,176.000000000000000,420.000000000000000,24,242600.000000000000000,0.271916319843150,-82.407919000000007,29.693650999999999,06048-040-004,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.278330045730703,214986.399233700358309,217866.399233700358309,-70933.600766299641691,-27613.600766299641691,70933.600766299641691,27613.600766299641691,0.754385038897854
2461,35409,0.190000000000000,1465,1.000000000000000,ST. JOHN'S,335000,12803,2000,100,781.000000000000000,684.000000000000000,36.000000000000000,420.000000000000000,24,271947.000000000000000,0.246019527477136,-82.406159000000002,29.694279999999999,06048-040-014,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.351284097185466,231256.808518973382888,244059.808518973382888,-90940.191481026617112,-40690.191481026617112,90940.191481026617112,40690.191481026617112,0.728536741847682
2462,35413,0.170000000000000,1286,1.000000000000000,ST. JOHN'S,302000,2871,1994,100,2572.000000000000000,0.000000000000000,388.000000000000000,840.000000000000000,30,253828.999999999970896,0.220122735111122,-82.406391999999997,29.693701999999998,06048-040-018,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.196925505112750,198178.913481100637000,201049.913481100637000,-100950.086518899363000,-55650.086518899333896,100950.086518899363000,55650.086518899333896,0.665728190334770
2463,35416,0.230000000000000,1334,1.000000000000000,ST. JOHN'S,340000,2866,2012,100,2668.000000000000000,0.000000000000000,308.000000000000000,800.000000000000000,12,286134.000000000000000,0.297813112209165,-82.407038999999997,29.693536999999999,06048-040-021,Gainesvilleish_Region,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.514430687736251,272237.652909690514207,275103.652909690514207,-64896.347090309485793,-13896.347090309485793,64896.347090309485793,13896.347090309485793,0.809128390910854
2464,35433,0.280000000000000,1717,1.000000000000000,ST. JOHN'S,357700,2866,2003,100,1717.000000000000000,0.000000000000000,158.000000000000000,400.000000000000000,21,301179.000000000000000,0.362555093124200,-82.408309000000003,29.692475000000002,06048-040-038,Gainesvilleish_Region,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.533642664624951,277518.441169353842270,280384.441169353842270,-77315.558830646157730,-23660.558830646157730,77315.558830646157730,23660.558830646157730,0.783853623621341
2465,35436,0.200000000000000,1623,1.000000000000000,ST. JOHN'S,321400,2765,1994,100,1469.000000000000000,0.000000000000000,194.000000000000000,400.000000000000000,30,270425.000000000000000,0.258967923660143,-82.406567999999993,29.691920000000000,06048-050-002,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.328531017806702,226054.413688315718900,228819.413688315718900,-92580.586311684281100,-44370.586311684281100,92580.586311684281100,44370.586311684281100,0.711945904444044
2466,35441,0.260000000000000,2009,1.150000000000000,ST. JOHN'S,388000,3181,1996,100,4018.000000000000000,0.000000000000000,172.000000000000000,1104.000000000000000,28,326619.000000000000000,0.336658300758186,-82.405834999999996,29.691174000000000,06048-050-007,Gainesvilleish_Region,True,False,False,0.720000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.665568172114918,316655.012663114292081,319836.012663114292081,-68163.987336885707919,-9963.987336885707919,68163.987336885707919,9963.987336885707919,0.824319620265758
2467,35443,0.180000000000000,1522,1.000000000000000,ST. JOHN'S,336300,2803,2005,100,1522.000000000000000,0.000000000000000,234.000000000000000,420.000000000000000,19,283052.000000000000000,0.233071131294129,-82.406271000000004,29.691036000000000,06048-050-009,Gainesvilleish_Region,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.457031095278325,257051.336096593266120,259854.336096593266120,-76445.663903406733880,-26000.663903406733880,76445.663903406733880,26000.663903406733880,0.772686101982139
2468,35444,0.200000000000000,1492,1.000000000000000,ST. JOHN'S,291000,3053,1994,100,1491.500000000000000,0.000000000000000,156.500000000000000,420.000000000000000,30,244297.000000000000000,0.258967923660143,-82.406442999999996,29.691158999999999,06048-050-010,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.278371343793099,214995.277938765531871,218048.277938765531871,-72951.722061234468129,-29301.722061234468129,72951.722061234468129,29301.722061234468129,0.749306797040431
2469,35448,0.220000000000000,1364,1.000000000000000,ST. JOHN'S,233000,2890,1994,100,1364.000000000000000,0.000000000000000,169.000000000000000,440.000000000000000,30,195160.000000000000000,0.284864716026157,-82.407127000000003,29.691531999999999,06048-050-014,Gainesvilleish_Region,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.235125417341695,205895.784101847064449,208785.784101847064449,-24214.215898152935551,10735.784101847064449,24214.215898152935551,10735.784101847064449,0.896076326617369
2470,35450,0.150000000000000,1399,1.000000000000000,ST. JOHN'S,311400,5306,2000,100,1398.500000000000000,0.000000000000000,221.500000000000000,420.000000000000000,24,259384.000000000000000,0.194225942745107,-82.407348999999996,29.691223999999998,06048-050-016,Gainesvilleish_Region,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.315164605422995,223052.981053412164329,228358.981053412164329,-83041.018946587835671,-36331.018946587835671,83041.018946587835671,36331.018946587835671,0.733330061186295
2471,35462,0.180000000000000,2890,1.150000000000000,ST. JOHN'S,628400,11680,2007,100,2604.000000000000000,286.000000000000000,507.000000000000000,592.000000000000000,17,522460.000000000000000,0.233071131294129,-82.410774000000004,29.689496999999999,06048-100-001,Gainesvilleish_Region,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.011377788418827,447475.822998623072635,459155.822998623072635,-169244.177001376927365,-74984.177001376927365,169244.177001376927365,74984.177001376927365,0.730674447801755
2472,35464,0.190000000000000,3212,1.150000000000000,ST. JOHN'S,659300,8592,2008,100,2792.000000000000000,420.000000000000000,238.000000000000000,568.000000000000000,16,551813.000000000000000,0.246019527477136,-82.410758999999999,29.689910000000001,06048-100-003,Gainesvilleish_Region,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.086988848926321,482621.918622852303088,491213.918622852303088,-168086.081377147696912,-69191.081377147696912,168086.081377147696912,69191.081377147696912,0.745053721557489
2473,35483,0.190000000000000,2596,1.150000000000000,ST. JOHN'S,633600,15484,2015,100,2596.000000000000000,0.000000000000000,311.000000000000000,576.000000000000000,9,523076.000000000000000,0.246019527477136,-82.408874999999995,29.689986000000001,06048-100-022,Gainesvilleish_Region,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.058200839445664,468926.275251300598029,484410.275251300598029,-149189.724748699401971,-54149.724748699401971,149189.724748699401971,54149.724748699401971,0.764536419272886
2474,35501,0.300000000000000,3195,1.400000000000000,ST. JOHN'S,927500,61948,2017,100,2886.500000000000000,308.000000000000000,464.500000000000000,532.000000000000000,7,726427.000000000000000,0.388451885490215,-82.409779999999998,29.690673000000000,06048-100-040,Gainesvilleish_Region,True,False,False,0.930000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.435839028516257,684086.074442856130190,746034.074442856130190,-181465.925557143869810,-42340.925557143869810,181465.925557143869810,42340.925557143869810,0.804349406407392
2475,35503,0.250000000000000,3111,1.150000000000000,ST. JOHN'S,749700,58577,2016,100,2690.500000000000000,420.000000000000000,392.000000000000000,566.000000000000000,8,578668.000000000000000,0.323709904575179,-82.410042000000004,29.690234000000000,06048-100-042,Gainesvilleish_Region,True,False,False,0.920000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.203382219579597,542195.664332870393991,600772.664332870393991,-148927.335667129606009,-36472.335667129606009,148927.335667129606009,36472.335667129606009,0.801350759414260
