prop_id,legal_acreage,living_area,condition_cd,tax_area_description,actual_age,abs_subdv_cd,Aessessment_Val
8265,1.73,1924,3,SUWANNEE,52,0,336020
8266,10.29,2518,4,SUWANNEE,22,0,656843
8323,5,2544,3,NEWBERRY,17,0,477131
8335,0.18,3004,2,NEWBERRY,11,249400,388032
8345,0.18,2336,2,NEWBERRY,12,249400,415068
8349,0.17,2200,2,NEWBERRY,16,249400,335809
8362,0.16,2348,2,NEWBERRY,11,249400,348385
8363,0.22,3896,2,NEWBERRY,16,249400,420788
8367,0.18,1874,2,NEWBERRY,16,249400,272893
8368,0.18,2200,2,NEWBERRY,15,249400,338027
8402,0.18,2859,2,NEWBERRY,15,249400,312468
8405,0.18,3420,2,NEWBERRY,13,249400,415046
8407,0.18,3002,2,NEWBERRY,12,249400,351368
8411,0.18,3064,2,NEWBERRY,12,249400,395186
8419,0.21,3070,2,NEWBERRY,16,249400,372108
8421,0.19,3440,2,NEWBERRY,14,249400,354903
8422,0.18,3908,2,NEWBERRY,9,249400,481640
8426,0.18,3920,2,NEWBERRY,12,249400,471401
8429,0.18,3920,2,NEWBERRY,11,249400,381833
8506,0.36,1628,3,NEWBERRY,48,34700,214104
8516,0.21,1156,3,NEWBERRY,48,34700,211992
8547,0.41,1544,3,NEWBERRY,66,192200,265653
8550,0.54,1080,3,NEWBERRY,32,192200,194944
8586,0.54,960,3,NEWBERRY,60,0,190379
8595,0.22,1516,3,NEWBERRY,50,124000,227250
8602,0.24,1248,3,NEWBERRY,50,124000,235836
8612,0.23,1392,3,NEWBERRY,49,124000,198360
8619,0.26,1236,3,NEWBERRY,49,124000,192350
8632,0.23,1014,3,NEWBERRY,52,124000,201540
8634,0.23,1358,3,NEWBERRY,31,124000,247248
8636,0.23,1056,3,NEWBERRY,49,124000,200980
8648,0.18,1056,3,NEWBERRY,49,123900,226846
8651,0.17,1236,3,NEWBERRY,49,123900,235585
8652,0.17,1248,3,NEWBERRY,49,123900,216941
8705,0.32,1732,3,NEWBERRY,21,7900,298916
8719,0.72,2290,3,NEWBERRY,54,0,383140
8725,0.22,1056,3,NEWBERRY,40,21100,208016
8729,0.22,1056,3,NEWBERRY,45,21100,185599
8734,0.21,1075,3,NEWBERRY,38,21100,246421
8742,0.8,1000,3,NEWBERRY,49,0,143816
8748,0.26,1248,3,NEWBERRY,45,7600,227602
8749,0.24,1450,3,NEWBERRY,45,7600,149846
8750,0.23,1219,3,NEWBERRY,46,7600,169683
8767,0.21,1296,3,NEWBERRY,45,7600,203440
8779,0.17,1656,3,NEWBERRY,47,7600,223673
8815,0.46,1949,3,NEWBERRY,70,36800,218704
8830,0.22,1191,3,NEWBERRY,20,36800,215649
8841,0.24,1184,3,NEWBERRY,49,138300,194056
8894,0.23,725,2,NEWBERRY,72,138300,77620
8913,0.29,1333,3,NEWBERRY,43,138300,205405
8948,0.44,2240,3,NEWBERRY,124,138300,204582
9012,0.28,1303,3,NEWBERRY,54,138300,214415
9031,0.28,2028,3,NEWBERRY,95,138300,189225
9051,0.3,1085,3,NEWBERRY,72,138300,182037
9056,0.37,1686,3,NEWBERRY,18,138300,291956
9061,0.24,1450,3,NEWBERRY,68,138300,229014
9064,0.24,3172,3,NEWBERRY,107,138300,282226
9065,0.42,1342,3,NEWBERRY,69,138300,233768
9073,0.77,820,3,NEWBERRY,68,138300,146484
9092,0.48,1977,3,NEWBERRY,36,138300,329012
9095,0.48,1236,3,NEWBERRY,68,138300,252885
9103,0.24,1380,3,NEWBERRY,77,138300,193600
9107,0.28,1700,3,NEWBERRY,27,138400,327968
9113,0.42,1472,3,NEWBERRY,28,138400,266564
9115,0.42,1532,3,NEWBERRY,25,138400,333433
9116,0.42,2162,3,NEWBERRY,90,138400,359456
9134,0.24,816,3,NEWBERRY,66,138300,117455
9135,0.48,520,2,NEWBERRY,67,138300,72900
9236,0.24,936,3,NEWBERRY,41,241900,215520
9250,0.24,1344,3,NEWBERRY,21,99600,227657
9257,0.23,1330,3,NEWBERRY,21,99600,230075
9263,0.34,1056,3,NEWBERRY,48,99600,176001
9289,0.56,992,2,NEWBERRY,65,12000,96600
9328,0.17,1092,3,NEWBERRY,49,124200,201400
9353,0.29,1460,3,NEWBERRY,17,246200,251064
9356,0.16,1221,3,NEWBERRY,9,246200,228132
9396,0.24,768,3,NEWBERRY,63,139000,165768
9429,0.47,1162,3,NEWBERRY,46,139000,197478
9460,0.44,1356,3,NEWBERRY,70,123200,164303
9464,0.95,2548,4,NEWBERRY,34,123200,447427
9469,0.16,1146,3,NEWBERRY,20,123200,202631
9470,0.28,1452,3,NEWBERRY,42,123200,172772
9478,0.55,1677,3,NEWBERRY,31,123200,292289
9492,0.36,1344,3,NEWBERRY,32,20700,200240
9500,0.24,1025,3,NEWBERRY,29,20800,223426
9502,0.24,1152,3,NEWBERRY,30,20800,201860
9503,0.35,864,3,NEWBERRY,32,20700,182104
9513,0.24,1629,3,NEWBERRY,21,20800,296718
9684,0.22,2062,3,NEWBERRY,17,247100,274600
9688,0.25,1477,3,NEWBERRY,16,247100,301558
9702,0.18,1170,4,NEWBERRY,16,247100,242184
9705,0.27,1633,3,NEWBERRY,17,247100,307686
9706,0.2,1501,3,NEWBERRY,17,247100,303836
9709,0.19,1248,3,NEWBERRY,15,247100,277116
9720,0.23,1635,3,NEWBERRY,14,247101,291189
9721,0.23,1907,4,NEWBERRY,16,247101,319594
9736,0.23,1583,3,NEWBERRY,13,247101,329170
9744,0.24,1794,3,NEWBERRY,12,247101,346075
9749,0.24,1419,3,NEWBERRY,12,247101,283920
9751,0.35,1252,3,NEWBERRY,15,247101,250545
9752,0.27,1823,3,NEWBERRY,14,247101,334204
9754,0.29,2349,3,NEWBERRY,10,0,435513
9766,6.64,1752,3,NEWBERRY,15,0,458243
9791,0.34,2636,3,NEWBERRY,22,165300,382749
9793,0.31,1643,3,NEWBERRY,23,165300,289132
9794,0.38,1720,3,NEWBERRY,24,165300,316326
9798,0.28,1491,3,NEWBERRY,32,165300,302682
9812,0.34,1567,3,NEWBERRY,28,165300,290436
9815,0.33,2214,3,NEWBERRY,30,165300,362616
9829,0.31,1368,3,NEWBERRY,39,165300,239739
9831,0.32,1408,3,NEWBERRY,40,165300,242546
9842,0.32,1848,3,NEWBERRY,40,165300,200312
9846,0.41,1647,3,NEWBERRY,34,165300,246307
9853,0.32,1240,4,NEWBERRY,39,165300,260511
9855,0.32,1394,3,NEWBERRY,40,165300,202479
9858,0.32,1144,3,NEWBERRY,34,165300,216182
9864,0.3,1720,4,NEWBERRY,27,165300,319869
9865,0.3,1594,3,NEWBERRY,26,165300,296392
9868,0.3,1580,3,NEWBERRY,26,165300,286672
9869,0.3,1673,4,NEWBERRY,26,165300,313892
9874,0.3,2294,3,NEWBERRY,26,165300,398152
9875,0.3,1520,3,NEWBERRY,27,165300,290297
9882,0.3,1768,3,NEWBERRY,24,165300,332735
9887,0.3,1617,3,NEWBERRY,20,165300,322294
9893,0.32,1963,3,NEWBERRY,45,165300,293477
9897,0.31,1743,3,NEWBERRY,20,165300,318308
9922,0.32,1747,3,NEWBERRY,21,165300,328640
9928,0.32,1639,3,NEWBERRY,20,165300,261881
9953,0.3,1770,3,NEWBERRY,19,165300,249856
9956,0.3,1776,3,NEWBERRY,19,165300,332701
9967,0.32,1630,3,NEWBERRY,20,165300,281493
9977,0.32,1591,3,NEWBERRY,19,165300,304140
9984,0.3,1687,3,NEWBERRY,17,165300,304507
9986,0.32,1963,3,NEWBERRY,18,165300,345736
10001,0.4,1681,3,NEWBERRY,18,165300,379541
10019,0.31,1611,3,NEWBERRY,18,165300,299744
10020,0.31,1663,3,NEWBERRY,18,165300,287694
10021,0.32,1839,3,NEWBERRY,18,165300,317492
10032,0.28,1360,3,NEWBERRY,11,251200,296999
10044,8.83,1860,3,NEWBERRY,23,0,453218
10161,4.6,1664,3,SUWANNEE,27,0,392779
10172,10.86,2051,3,NEWBERRY,9,0,837136
10193,2.43,1176,3,SUWANNEE,58,0,264609
10206,160,1353,3,NEWBERRY,84,0,1854397
10217,5,2064,3,NEWBERRY,29,0,194015
10281,5.03,1800,2,NEWBERRY,22,0,397020
10286,7.39,1908,3,NEWBERRY,18,0,411400
10297,5,1791,3,NEWBERRY,22,0,400052
10304,5.07,1772,3,SUWANNEE,34,0,220246
10359,1,1248,3,NEWBERRY,44,0,241161
10490,0.82,2565,3,SUWANNEE,25,0,313489
10552,2.99,2485,4,NEWBERRY,6,249600,503343
10632,5,2110,3,NEWBERRY,23,0,421481
10722,10.67,1026,5,NEWBERRY,42,0,498901
10757,9.8,2105,3,SUWANNEE,17,0,511984
10771,5,2192,4,NEWBERRY,28,0,456716
10775,12.97,1645,3,SUWANNEE,28,0,455812
10799,5,1628,3,SUWANNEE,49,0,243392
11009,9.68,2300,4,SUWANNEE,33,0,437207
11174,5.84,2112,3,SUWANNEE,21,150600,405834
11208,5,2400,3,SUWANNEE,21,170300,410480
11213,5,1672,3,SUWANNEE,20,170300,267396
11362,5.01,3146,3,SUWANNEE,36,16600,580916
11368,32.76,2276,3,SUWANNEE,33,16600,494102
11480,5.5,1756,3,SUWANNEE,8,0,362172
11560,1.11,1566,3,SUWANNEE,38,13000,182066
11573,5.01,2119,4,SUWANNEE,28,12800,558795
11578,5.01,1847,3,SUWANNEE,29,12800,487329
11582,5.36,1200,3,SUWANNEE,30,0,300396
11587,3.03,1508,3,SUWANNEE,44,0,185719
11603,2.84,1696,4,SUWANNEE,17,0,349384
11608,5.69,1832,3,SUWANNEE,16,0,291429
11617,6.74,2655,4,SUWANNEE,21,0,629627
11633,5.14,1200,3,SUWANNEE,29,0,381193
11634,6.28,2582,4,SUWANNEE,18,0,578318
11701,21.69,1665,3,SUWANNEE,20,0,503708
11802,1.27,1954,3,SUWANNEE,17,1700,404470
11804,1.32,1947,3,SUWANNEE,19,1700,372406
11847,5,6483,4,SUWANNEE,16,0,1082384
11958,5.01,2505,2,SUWANNEE,124,0,475920
11975,1.09,2208,3,SUWANNEE,124,0,235276
12001,5.2,2072,3,SUWANNEE,25,138200,315477
12007,5.63,1467,3,SUWANNEE,24,0,377399
12021,2.71,1597,3,SUWANNEE,29,0,333598
12115,2.98,2502,3,SUWANNEE,28,0,604307
12134,6.94,2236,4,ALACHUA,29,48800,524062
12151,2,2748,4,ALACHUA,28,48900,532533
12210,1.05,1750,4,ALACHUA,27,123801,396051
12230,1.07,2645,4,ALACHUA,24,123801,484949
12247,1.03,1609,3,ALACHUA,20,123802,399680
12252,1.52,2433,4,ALACHUA,20,123802,530640
12254,1.05,2694,4,ALACHUA,24,123802,513669
12259,1.05,2209,4,ALACHUA,21,123802,489985
12264,1.04,2148,4,ALACHUA,23,123802,438524
12275,1.11,1841,4,ALACHUA,27,123803,404047
12279,1.06,1850,4,ALACHUA,24,125000,334199
12342,0.15,1446,3,HIGH SPRINGS,8,246700,292045
12344,0.15,1435,3,HIGH SPRINGS,8,246700,290331
12349,0.15,1482,3,HIGH SPRINGS,13,246700,288761
12359,0.14,1609,3,HIGH SPRINGS,17,246700,299643
12366,0.17,1369,3,HIGH SPRINGS,8,246700,287382
12368,0.16,1739,3,HIGH SPRINGS,7,246700,353850
12375,0.15,1826,3,HIGH SPRINGS,9,246700,361154
12377,0.22,1504,3,HIGH SPRINGS,8,246700,339004
12379,0.14,1462,3,HIGH SPRINGS,14,246700,292700
12380,0.14,1787,3,HIGH SPRINGS,7,246700,314002
12382,0.14,1724,3,HIGH SPRINGS,7,246700,336025
12386,0.14,1402,3,HIGH SPRINGS,8,246700,306956
12387,0.15,1878,3,HIGH SPRINGS,10,246700,318532
12393,0.21,1699,3,HIGH SPRINGS,10,246700,367144
12394,0.14,1615,3,HIGH SPRINGS,9,246700,329863
12395,0.14,1742,3,HIGH SPRINGS,8,246700,369898
12399,0.14,1482,3,HIGH SPRINGS,13,246700,306261
12406,0.2,1786,3,HIGH SPRINGS,11,246700,345235
12408,0.16,1732,3,HIGH SPRINGS,16,246700,301088
12410,0.16,1607,3,HIGH SPRINGS,12,246700,312529
12413,0.18,1554,3,HIGH SPRINGS,13,246700,312730
12415,0.2,1467,3,HIGH SPRINGS,11,246700,323780
12465,0.28,1935,3,SUWANNEE,66,147000,206695
12494,0.4,1877,3,SUWANNEE,18,172900,309408
12500,0.23,1477,3,SUWANNEE,18,172900,217192
12506,0.23,1432,3,SUWANNEE,58,172900,209740
12509,0.23,1620,3,SUWANNEE,46,172900,246580
12544,0.23,2268,3,SUWANNEE,48,172900,278448
12558,0.23,1476,3,SUWANNEE,48,172900,254552
12559,0.23,2108,3,SUWANNEE,48,172900,289760
12562,0.23,1844,3,SUWANNEE,56,172900,207760
12580,0.6,1508,3,SUWANNEE,51,0,250461
12639,5.3,1812,3,ALACHUA,40,0,488701
12641,5.3,3090,4,ALACHUA,40,0,725820
12642,5.3,1838,3,ALACHUA,34,0,529605
12643,5.75,3993,4,ALACHUA,18,0,703180
12647,5.85,2182,3,ALACHUA,45,0,420249
12667,0.25,2640,4,ALACHUA,20,238900,471228
12673,0.25,1503,3,ALACHUA,11,238900,348314
12676,0.23,2600,4,ALACHUA,19,238900,527935
12682,0.26,2600,3,ALACHUA,18,238900,395575
12688,0.19,1525,3,ALACHUA,18,238900,328356
12689,0.19,1902,3,ALACHUA,9,238900,429627
12691,0.21,2076,3,ALACHUA,18,238900,430904
12698,0.2,2166,3,ALACHUA,10,238900,420156
12704,0.19,1562,3,ALACHUA,10,238900,334676
12708,0.2,1869,3,ALACHUA,9,238900,398454
12710,0.2,2150,3,ALACHUA,11,238900,419455
12717,0.18,1922,3,ALACHUA,19,238900,347568
12718,0.18,1496,3,ALACHUA,9,238900,338444
12772,0.41,1238,3,ALACHUA,48,2800,205648
12796,0.17,2734,2,ALACHUA,16,248200,393576
12803,0.17,1868,2,ALACHUA,16,248200,279392
12805,0.17,3554,2,ALACHUA,15,248200,386291
12810,0.19,3172,3,ALACHUA,10,248200,453933
12814,0.17,2224,2,ALACHUA,16,248200,352135
12817,0.18,3554,2,ALACHUA,16,248200,470548
12823,0.17,2216,2,ALACHUA,16,248200,344788
12850,0.18,3908,3,ALACHUA,11,248201,517479
12853,0.3,2958,3,ALACHUA,11,248201,477314
12855,0.18,2804,2,ALACHUA,13,248201,410539
12857,0.18,3084,3,ALACHUA,13,248201,414375
12858,0.18,2814,2,ALACHUA,13,248201,409387
12891,0.43,1512,3,ALACHUA,44,2800,210900
12968,20.68,4691,4,ALACHUA,39,0,1463229
13226,2,1768,3,ALACHUA,39,29100,391722
13350,0.29,1188,3,ALACHUA,48,2300,165629
13382,0.19,1025,3,ALACHUA,35,2300,197451
13384,0.21,1292,3,ALACHUA,34,2300,219612
13388,0.17,867,3,ALACHUA,33,2300,142676
13393,0.21,1050,3,ALACHUA,33,2300,190584
13408,0.2,966,3,ALACHUA,33,2300,182608
13424,0.21,1006,3,ALACHUA,20,2300,248489
13444,0.29,1032,3,ALACHUA,40,2300,177840
13445,0.29,1291,3,ALACHUA,40,2300,246124
13465,0.21,1320,3,ALACHUA,41,2300,255345
13549,2,2433,3,ALACHUA,67,0,214780
13686,0.19,1351,3,ALACHUA,3,245700,262210
13693,0.18,1233,3,ALACHUA,7,245700,200694
13694,0.18,1523,3,ALACHUA,7,245700,277398
13701,0.18,1288,3,ALACHUA,8,245700,284176
13704,0.19,1369,3,ALACHUA,8,245700,247796
13705,0.19,1510,3,ALACHUA,9,245700,269666
13707,0.2,1500,3,ALACHUA,10,245700,248213
13720,0.19,1516,3,ALACHUA,10,245700,235497
13721,0.18,1220,3,ALACHUA,9,245700,225440
13728,0.17,1188,3,ALACHUA,11,245700,224992
13733,0.19,1113,3,ALACHUA,15,245700,216547
13738,0.19,1337,3,ALACHUA,15,245700,214647
13739,0.24,1218,3,ALACHUA,9,245700,243566
13749,0.22,1056,3,ALACHUA,39,199400,160762
13771,0.17,1080,3,ALACHUA,39,2500,175624
13776,0.29,1107,3,ALACHUA,40,2500,204384
13780,0.17,1107,3,ALACHUA,39,2500,208100
13796,0.17,1260,3,ALACHUA,41,2500,170300
13830,0.25,1242,3,ALACHUA,58,51800,262700
13834,0.24,1786,3,ALACHUA,20,51800,278324
13836,0.25,1301,3,ALACHUA,52,51800,212371
13894,0.39,888,3,ALACHUA,71,40400,63611
13966,0.13,852,3,ALACHUA,82,212900,37300
13979,0.31,1352,3,ALACHUA,48,212900,243102
13986,0.26,672,3,ALACHUA,33,212900,162279
13991,0.18,1052,3,ALACHUA,48,212900,187352
14015,0.26,2866,3,ALACHUA,47,212900,298730
14016,0.28,1386,3,ALACHUA,7,212900,239418
14017,0.26,1435,3,ALACHUA,19,212900,277821
14043,0.12,716,2,ALACHUA,64,2400,31200
14073,0.49,2806,3,ALACHUA,45,2400,211322
14112,0.23,780,3,ALACHUA,69,50400,177392
14137,0.35,1762,3,ALACHUA,72,38600,278630
14140,0.28,960,3,ALACHUA,33,38600,170080
14159,0.26,1364,2,ALACHUA,66,38600,120746
14170,0.21,1056,3,ALACHUA,49,38600,204265
14177,0.1,768,3,ALACHUA,74,38600,102568
14192,0.16,1040,3,ALACHUA,44,38700,217689
14214,0.17,1056,3,ALACHUA,49,197300,203541
14222,0.2,1052,3,ALACHUA,87,197300,184100
14232,0.15,1200,3,ALACHUA,3,197300,218975
14235,0.29,1056,3,ALACHUA,49,197300,160000
14239,0.18,1272,3,ALACHUA,47,197300,175348
14250,0.17,768,3,ALACHUA,65,3100,167600
14254,0.33,780,3,ALACHUA,68,3100,176200
14255,0.21,1040,3,ALACHUA,67,3100,147600
14318,0.29,976,2,ALACHUA,87,3200,81406
14383,0.19,1008,3,ALACHUA,47,98700,184837
14386,0.17,1000,3,ALACHUA,49,98700,146300
14400,0.17,1232,3,ALACHUA,49,98700,168000
14426,0.11,800,3,ALACHUA,89,76600,42900
14435,0.34,692,3,ALACHUA,91,76600,60600
14462,0.23,1188,3,ALACHUA,61,76600,193100
14521,1,1360,3,ALACHUA,23,29400,296325
14523,0.5,1323,3,ALACHUA,25,29400,253989
14542,0.29,1528,3,ALACHUA,21,232200,262536
14543,0.25,1619,3,ALACHUA,21,232200,283010
14552,0.23,1532,3,ALACHUA,19,232201,289694
14555,0.23,1532,3,ALACHUA,19,232201,293414
14601,0.5,2564,3,ALACHUA,104,147800,496915
14607,0.49,1929,3,ALACHUA,104,147800,273742
14608,0.26,2408,3,ALACHUA,86,147800,364794
14609,0.14,1152,3,ALACHUA,104,147800,193628
14621,0.18,890,3,ALACHUA,74,147800,157044
14660,0.38,1688,3,ALACHUA,67,147800,104432
14714,0.13,1120,3,ALACHUA,19,197300,222231
14718,0.21,1166,3,ALACHUA,19,197400,235002
14750,0.69,1622,3,ALACHUA,66,197400,151598
14755,0.35,1905,3,ALACHUA,52,197400,229616
14763,0.25,616,3,ALACHUA,59,197400,58920
14781,0.46,1350,3,ALACHUA,104,29400,209598
14789,0.46,1675,3,ALACHUA,124,29400,161812
14795,0.23,1970,3,ALACHUA,60,29400,166220
14801,0.23,1216,3,ALACHUA,65,29400,223679
14802,0.46,1066,3,ALACHUA,50,29400,116820
14816,0.16,1315,3,ALACHUA,49,29400,131812
14829,0.2,1305,3,ALACHUA,12,29400,246001
14834,0.29,2311,3,ALACHUA,44,29400,330583
14835,0.29,1362,3,ALACHUA,59,29400,144824
14859,0.21,1096,3,ALACHUA,89,50300,130900
14862,0.21,912,3,ALACHUA,62,50300,145369
14875,0.23,1104,3,ALACHUA,64,50300,227122
14892,0.21,1282,3,ALACHUA,28,50300,264944
14898,0.23,1100,3,ALACHUA,39,0,189652
14912,0.44,2174,3,ALACHUA,9,244300,417594
14923,0.42,2579,3,ALACHUA,17,244300,510548
14938,0.28,2555,3,ALACHUA,4,244300,546574
14943,0.34,2094,3,ALACHUA,12,244300,481968
14950,0.45,2072,3,ALACHUA,9,244300,469980
14952,0.32,2401,4,ALACHUA,3,244300,519568
14963,0.3,2016,3,ALACHUA,9,244300,436595
14965,0.43,2161,3,ALACHUA,10,244300,482460
14995,1.1,2029,3,ALACHUA,62,39401,190199
14997,0.62,1974,4,ALACHUA,20,39402,430026
15013,2.46,1963,4,ALACHUA,34,39401,422974
15021,5.14,2277,4,ALACHUA,12,0,400600
15089,13.01,5130,4,ALACHUA,43,0,4998740
15155,5,1881,4,SUWANNEE,26,0,398782
15241,6.85,1455,4,SUWANNEE,37,0,365939
15285,5.35,1687,4,ALACHUA,27,0,353920
15349,5.01,2893,4,ALACHUA,16,0,558087
15367,5,1916,4,ALACHUA,27,19500,551702
15369,5.71,1828,3,ALACHUA,26,19500,451292
15374,5,2233,4,ALACHUA,20,19500,503744
15396,0.89,1503,3,ALACHUA,58,0,241300
15442,2.76,2212,3,ALACHUA,24,146200,429741
15443,2.76,2362,3,ALACHUA,21,146200,508528
15450,3.15,2700,4,ALACHUA,8,146200,600285
15467,0.31,1232,3,ALACHUA,47,42800,206334
15537,0.23,1976,3,ALACHUA,29,101200,341902
15542,0.21,1359,3,ALACHUA,28,101200,285686
15543,0.27,1812,3,ALACHUA,27,101200,308203
15546,0.25,1228,3,ALACHUA,27,101200,260212
15558,0.22,1327,3,ALACHUA,25,101200,294138
15564,0.25,1320,3,ALACHUA,23,101200,264548
15567,0.23,1254,3,ALACHUA,25,101200,260847
15571,0.24,1327,3,ALACHUA,26,101200,266040
15577,0.24,1343,3,ALACHUA,23,101200,239794
15584,0.2,1205,3,ALACHUA,24,101200,268861
15586,0.27,1350,3,ALACHUA,25,101200,263849
15593,0.25,1452,3,ALACHUA,29,101200,281178
15594,0.33,1710,3,ALACHUA,27,101200,312414
15597,0.26,1492,3,ALACHUA,26,101200,262336
15599,0.32,1392,3,ALACHUA,27,101200,260204
15601,0.26,1492,3,ALACHUA,26,101200,268981
15605,0.41,1484,3,ALACHUA,27,101200,272608
15640,0.18,1316,3,ALACHUA,47,159500,207523
15641,0.19,1316,3,ALACHUA,47,159500,183235
15649,0.19,1032,3,ALACHUA,47,159500,171305
15650,0.19,1344,3,ALACHUA,47,159500,187597
15763,5.25,3006,4,ALACHUA,28,2000,1107757
15764,4.67,3096,5,ALACHUA,9,2000,1042162
15768,4.87,2121,3,ALACHUA,43,2000,482998
15776,5.58,2977,3,ALACHUA,37,2000,669070
15786,4.62,3183,3,ALACHUA,29,2000,536473
15794,3.21,3178,4,ALACHUA,11,2000,750365
15799,5.51,2339,3,ALACHUA,38,2000,655592
15860,7.53,2962,3,ALACHUA,39,177300,530192
15890,5,1910,3,ALACHUA,33,252900,540530
15894,5,2589,3,ALACHUA,30,252900,596563
15898,5,1385,3,ALACHUA,60,0,407848
15919,2.5,1144,3,ALACHUA,44,0,216043
15961,1,2361,4,ALACHUA,43,0,365543
15970,0.59,1106,3,ALACHUA,45,154700,213972
15976,0.51,1118,3,ALACHUA,44,154700,145753
15977,0.51,1092,3,ALACHUA,34,154700,228415
15981,0.51,1037,3,ALACHUA,41,154700,212383
16000,0.51,984,3,ALACHUA,29,154700,213696
16028,0.55,1580,3,ALACHUA,28,154800,256219
16033,0.55,1350,3,ALACHUA,28,154800,260490
16039,0.51,1204,3,ALACHUA,30,154800,264042
16040,0.51,1909,3,ALACHUA,28,154800,267071
16046,0.51,1392,3,ALACHUA,30,154800,247620
16049,0.51,1413,3,ALACHUA,29,154800,288009
16062,0.23,1397,3,ALACHUA,7,246000,282985
16065,0.16,1702,3,ALACHUA,17,246000,321757
16073,0.16,1771,4,ALACHUA,8,246000,355303
16074,0.16,1398,3,ALACHUA,8,246000,293309
16080,0.49,1276,3,ALACHUA,10,246000,271587
16093,0.61,1752,3,ALACHUA,14,246000,345501
16103,0.18,1554,3,ALACHUA,17,246000,253512
16104,0.22,1397,3,ALACHUA,9,246000,283779
16113,0.19,1623,3,ALACHUA,9,246000,326282
16114,0.21,1799,3,ALACHUA,16,246000,334313
16125,0.09,1158,3,ALACHUA,16,246000,223508
16131,0.09,1470,3,ALACHUA,17,246000,269569
16139,0.09,1448,3,ALACHUA,11,246000,258444
16142,0.09,1440,3,ALACHUA,8,246000,290796
16145,0.1,1398,3,ALACHUA,11,246000,272720
16151,0.09,1496,3,ALACHUA,17,246000,284228
16153,0.09,1475,3,ALACHUA,16,246000,294820
16154,0.09,1440,3,ALACHUA,9,246000,277579
16159,0.09,1303,3,ALACHUA,12,246000,261024
16161,0.09,1398,3,ALACHUA,8,246000,279291
16162,0.09,1178,3,ALACHUA,17,246000,225961
16167,0.1,1496,3,ALACHUA,17,246000,264108
16168,0.51,1310,3,ALACHUA,27,0,267448
16179,1.17,1184,3,SUWANNEE,49,30200,270173
16197,5,2108,3,SUWANNEE,16,0,265517
16218,0.54,1792,3,ALACHUA,46,163100,205203
16340,5.96,2239,4,SUWANNEE,27,0,552262
16372,7,1539,4,SUWANNEE,53,0,427937
16376,8,2438,4,SUWANNEE,38,0,315801
16425,2.5,1920,3,SUWANNEE,34,92100,463172
16499,6.71,3598,4,ALACHUA,15,244700,853586
16538,10,4910,4,ALACHUA,20,253000,1009558
16603,7.84,2850,4,ALACHUA,25,185500,521382
16604,5.3,3739,4,ALACHUA,22,185500,869074
16612,6.24,2958,4,ALACHUA,21,185500,706151
16626,5,1144,3,SUWANNEE,32,0,321518
16750,5,1722,4,SUWANNEE,45,30000,433863
16751,5,2370,4,SUWANNEE,45,30000,513921
16818,6,2128,4,SUWANNEE,33,0,612031
16841,3.02,1056,3,SUWANNEE,45,0,163681
16887,5.31,1845,4,SUWANNEE,47,29900,512168
16896,7.1,1527,3,SUWANNEE,43,29900,242500
16934,10,1364,3,SUWANNEE,13,173900,402165
16944,5.77,3599,4,SUWANNEE,19,232300,726781
16946,5.77,3164,5,SUWANNEE,18,232300,824290
16953,5,3338,4,SUWANNEE,16,232300,800714
16997,5.31,1879,4,SUWANNEE,16,40700,487389
17028,2.42,2072,3,SUWANNEE,31,180200,448013
17046,21,1882,3,SUWANNEE,41,0,721669
17084,5.35,1108,3,SUWANNEE,46,204000,427371
17085,5.36,1638,4,SUWANNEE,35,204000,346628
17093,5.3,2334,3,SUWANNEE,44,204000,457180
17106,5.43,1300,3,SUWANNEE,28,204000,300839
17113,5.34,1532,3,SUWANNEE,41,204000,307796
17122,10.68,3224,4,SUWANNEE,24,204000,840245
17186,5,2370,5,SUWANNEE,25,120000,819903
17249,5,1928,3,SUWANNEE,48,130700,417518
17274,5.75,2973,3,SUWANNEE,45,130700,704104
17277,5.3,2480,4,SUWANNEE,49,130700,711246
17281,5.31,3232,4,SUWANNEE,20,130700,914136
17298,5.34,2082,3,SUWANNEE,38,130700,403252
17309,5.31,2448,4,SUWANNEE,34,130700,521500
17319,8.7,3036,3,SUWANNEE,46,130700,402107
17322,5.71,2180,3,SUWANNEE,48,130700,400815
17333,5,2385,4,SUWANNEE,28,130700,562761
17355,5,1353,3,SUWANNEE,41,0,345500
17384,1.99,4433,4,SUWANNEE,33,103600,767638
17414,2.02,960,3,SUWANNEE,56,0,85753
17443,5.01,3361,5,SUWANNEE,17,236900,826883
17511,5.5,1802,3,SUWANNEE,31,219400,434627
17512,5.5,1520,3,SUWANNEE,34,219400,350214
17522,2.06,1672,3,SUWANNEE,13,219600,336799
17531,7.34,1861,3,SUWANNEE,30,0,514433
17624,1.68,1092,3,SUWANNEE,44,56600,279593
17672,5.1,1735,3,SUWANNEE,25,0,415024
17692,7,1741,3,SUWANNEE,17,0,439560
17753,1.25,2610,4,SUWANNEE,20,176600,516657
17796,8.29,2878,4,SUWANNEE,11,130900,765297
17806,5.01,621,3,SUWANNEE,35,0,231168
17835,1.78,2973,4,SUWANNEE,27,184200,682090
17842,5,4663,5,SUWANNEE,21,184200,1431165
17845,10,5018,5,SUWANNEE,27,184200,1471482
17854,1.81,2704,4,SUWANNEE,20,184200,649578
