prop_id,legal_acreage,living_area,condition_cd,tax_area_description,actual_age,abs_subdv_cd,Aessessment_Val
52572,1.18,2250,3,ST. JOHN'S,51,188400,376481
52597,0.35,1428,3,ST. JOHN'S,44,214800,285572
52600,0.49,2335,3,ST. JOHN'S,43,214800,433500
52604,0.28,1436,3,ST. JOHN'S,44,214800,300880
52610,0.28,1838,3,ST. JOHN'S,42,214800,326182
52620,0.32,1330,3,ST. JOHN'S,43,214800,253626
52623,0.43,1413,3,ST. JOHN'S,42,214800,310800
52643,0.31,1450,3,ST. JOHN'S,44,214800,264560
52646,0.29,2222,3,ST. JOHN'S,43,214800,336937
52648,0.29,1420,3,ST. JOHN'S,43,214800,306408
52649,0.67,2024,3,ST. JOHN'S,43,214800,357000
52650,0.43,1382,3,ST. JOHN'S,42,214800,281220
52653,0.29,1643,3,ST. JOHN'S,43,214800,263502
52654,0.29,1257,3,ST. JOHN'S,42,214800,228000
52657,0.3,1898,3,ST. JOHN'S,43,214800,279781
52670,0.4,1898,3,ST. JOHN'S,43,214800,281835
52675,0.35,1964,3,ST. JOHN'S,44,214800,335697
52701,6.52,2796,3,ST. JOHN'S,63,0,362480
52702,6,2476,3,ST. JOHN'S,63,0,482282
52703,3,1976,3,ST. JOHN'S,61,0,254889
52709,0.73,2026,3,ST. JOHN'S,48,84200,352881
52712,0.86,1561,3,ST. JOHN'S,39,84200,324865
52736,0.36,1389,3,ST. JOHN'S,46,84200,282450
52738,0.41,1584,3,ST. JOHN'S,48,84200,207384
52739,0.37,2182,3,ST. JOHN'S,48,84200,307844
52743,0.37,1632,3,ST. JOHN'S,46,84200,270005
52744,0.37,1433,3,ST. JOHN'S,45,84200,305454
52746,0.43,1430,3,ST. JOHN'S,48,84200,278719
52749,0.39,1569,3,ST. JOHN'S,48,84200,327042
52750,0.38,2432,3,ST. JOHN'S,48,84200,443427
52753,0.37,1744,3,ST. JOHN'S,48,84200,319273
52764,0.44,1422,3,ST. JOHN'S,44,84300,281389
52768,0.46,1499,3,ST. JOHN'S,29,84300,299958
52785,0.41,1631,3,ST. JOHN'S,50,83900,357756
52795,0.35,1972,3,ST. JOHN'S,51,83900,339991
52797,0.35,2345,3,ST. JOHN'S,51,83900,264867
52802,0.32,1823,3,ST. JOHN'S,34,83900,299150
52812,0.35,1982,3,ST. JOHN'S,38,83900,320099
52814,0.32,1806,3,ST. JOHN'S,44,83900,357363
52816,0.39,1776,3,ST. JOHN'S,49,83900,323243
52817,0.37,1624,3,ST. JOHN'S,49,83900,340845
52822,0.39,1946,3,ST. JOHN'S,50,83900,335691
52827,0.32,1398,3,ST. JOHN'S,47,83900,279107
52852,0.38,1854,3,ST. JOHN'S,45,84000,319240
52857,0.37,1308,3,ST. JOHN'S,46,84000,229744
52863,0.32,2158,3,ST. JOHN'S,45,84100,358169
52870,0.32,1685,3,ST. JOHN'S,45,84100,318911
52871,0.31,1571,3,ST. JOHN'S,45,84100,362353
52873,0.48,1404,3,ST. JOHN'S,44,84100,276024
52881,0.23,1712,3,ST. JOHN'S,25,84500,348942
52882,0.23,1496,3,ST. JOHN'S,24,84500,306932
52885,0.23,1702,3,ST. JOHN'S,23,84500,390676
52894,0.27,1689,3,ST. JOHN'S,22,84500,380224
52905,0.23,1631,3,ST. JOHN'S,23,84500,336861
52911,0.27,1687,3,ST. JOHN'S,21,84500,250473
52915,0.23,1792,3,ST. JOHN'S,24,84500,424646
52916,0.25,1575,3,ST. JOHN'S,24,84500,288618
52917,0.25,1702,3,ST. JOHN'S,24,84500,320390
52921,0.25,1628,3,ST. JOHN'S,22,84500,348797
52944,6.81,5978,6,ST. JOHN'S,36,197100,2220116
52947,5.6,4843,5,ST. JOHN'S,39,197100,902325
52955,6.41,3459,5,ST. JOHN'S,34,197200,859596
52960,2.87,4327,5,ST. JOHN'S,23,0,859769
52973,1.57,2411,4,ST. JOHN'S,44,62200,548530
53055,1,1908,3,ST. JOHN'S,57,0,385200
53058,2.25,3387,2,ST. JOHN'S,51,0,421559
53059,2.18,2800,2,ST. JOHN'S,49,0,346343
53071,1.06,2018,3,ST. JOHN'S,36,162600,452054
53086,1.05,2023,3,ST. JOHN'S,34,162600,518853
53110,1.25,1511,3,ST. JOHN'S,41,0,309638
53133,1.73,2150,3,ST. JOHN'S,15,127200,500920
53145,0.92,2306,4,ST. JOHN'S,24,224300,527097
53154,0.92,3652,5,ST. JOHN'S,22,224300,741239
53155,0.93,3490,5,ST. JOHN'S,23,224300,676542
53161,0.93,2470,4,ST. JOHN'S,11,224300,648035
53168,0.92,3511,4,ST. JOHN'S,20,224300,734957
53171,0.93,2472,4,ST. JOHN'S,11,224300,574326
53176,0.4,2009,4,ST. JOHN'S,24,224300,446858
53185,0.38,3286,4,ST. JOHN'S,19,224300,616760
53192,0.39,3316,4,ST. JOHN'S,19,224300,685173
53213,0.99,1966,3,ST. JOHN'S,34,171400,447671
53214,1.04,2786,3,ST. JOHN'S,38,171400,463826
53216,1,1913,3,ST. JOHN'S,35,171400,461639
53220,1.01,2771,3,ST. JOHN'S,39,171400,348192
53225,1.09,2048,3,ST. JOHN'S,43,171400,362856
53231,1.1,1984,3,ST. JOHN'S,32,171400,430507
53239,0.62,4463,5,ST. JOHN'S,29,30401,847241
53240,0.35,1872,4,ST. JOHN'S,29,30401,387180
53246,0.74,2673,4,ST. JOHN'S,32,30401,671015
53260,1.1,3081,4,ST. JOHN'S,31,30402,600161
53264,1.02,3661,5,ST. JOHN'S,26,30402,755268
53303,0.57,2716,4,ST. JOHN'S,24,30404,669901
53305,0.59,2337,4,ST. JOHN'S,24,30404,597856
53307,0.53,2534,4,ST. JOHN'S,26,30404,689259
53310,0.59,2681,4,ST. JOHN'S,26,30404,585830
53323,0.71,2957,4,ST. JOHN'S,23,30300,574247
53333,0.5,3125,4,ST. JOHN'S,24,30405,631173
53336,0.53,2688,4,ST. JOHN'S,23,30405,736604
53339,1.59,3561,5,ST. JOHN'S,21,30406,934029
53343,1.2,3668,5,ST. JOHN'S,24,30406,711415
53378,1.5,1922,3,ST. JOHN'S,33,176800,400012
53409,1.58,1887,3,ST. JOHN'S,52,176800,428424
53447,0.81,2348,4,ST. JOHN'S,23,163300,845713
53449,0.54,2186,4,ST. JOHN'S,33,163300,515788
53455,0.52,2422,4,ST. JOHN'S,36,163300,428026
53472,0.7,2437,3,ST. JOHN'S,54,72400,413285
53486,0.57,2977,3,ST. JOHN'S,36,8801,405129
53489,0.43,2448,4,ST. JOHN'S,36,8801,384122
53491,0.43,2338,4,ST. JOHN'S,31,8801,546955
53501,0.45,2112,4,ST. JOHN'S,32,8801,500845
53505,0.56,2053,4,ST. JOHN'S,35,8801,397121
53507,0.67,2999,4,ST. JOHN'S,35,8801,485585
53523,0.43,3222,4,ST. JOHN'S,37,8801,637138
53546,0.71,2900,4,ST. JOHN'S,35,8801,569745
53567,0.2,1185,3,ST. JOHN'S,47,216000,259854
53581,0.21,1232,3,ST. JOHN'S,48,216000,300787
53583,0.27,1339,3,ST. JOHN'S,46,216000,260665
53588,0.21,1675,3,ST. JOHN'S,47,216000,302713
53596,0.22,1489,3,ST. JOHN'S,47,216000,218497
53612,0.24,1184,3,ST. JOHN'S,45,216000,263607
53617,0.22,1229,3,ST. JOHN'S,45,216000,245999
53621,0.22,1208,3,ST. JOHN'S,45,216000,227726
53626,0.57,1468,3,ST. JOHN'S,47,216000,313298
53629,0.26,1185,3,ST. JOHN'S,45,216000,232719
53643,0.22,1192,3,ST. JOHN'S,46,216000,214480
53650,0.22,1359,3,ST. JOHN'S,46,216000,257209
53652,0.21,1317,3,ST. JOHN'S,46,216000,192203
53659,0.46,2747,4,ST. JOHN'S,33,8802,655314
53678,0.44,2778,4,ST. JOHN'S,32,8802,544977
53689,0.24,1626,3,ST. JOHN'S,43,222100,262604
53709,0.24,1475,3,ST. JOHN'S,43,222100,281092
53713,0.24,1277,3,ST. JOHN'S,41,222100,233260
53720,0.23,1104,3,ST. JOHN'S,42,222400,226253
53721,0.27,1120,3,ST. JOHN'S,42,222400,237153
53727,0.5,3128,4,ST. JOHN'S,29,8803,717969
53734,0.45,2318,4,ST. JOHN'S,28,8803,450361
53795,0.26,1399,3,ST. JOHN'S,40,NULL,316037
53799,0.24,2211,3,ST. JOHN'S,40,222300,321798
53823,0.12,1124,3,ST. JOHN'S,23,229301,303422
53839,1.17,2596,3,ST. JOHN'S,57,146500,346218
53844,5.3,2668,4,ST. JOHN'S,60,0,699094
53869,0.2,1454,3,ST. JOHN'S,37,56201,306056
53885,0.2,1618,3,ST. JOHN'S,36,56201,299371
53886,0.2,1624,3,ST. JOHN'S,37,56201,330932
53888,0.2,1635,3,ST. JOHN'S,38,56201,293802
53892,0.26,1526,3,ST. JOHN'S,38,56201,317392
53893,0.22,1563,3,ST. JOHN'S,37,56201,256342
53907,0.46,1992,4,ST. JOHN'S,33,56202,414028
53909,0.31,2094,4,ST. JOHN'S,34,56202,414513
53910,0.24,2015,4,ST. JOHN'S,33,56202,404228
53912,0.2,2162,4,ST. JOHN'S,34,56202,450622
53919,0.25,1707,4,ST. JOHN'S,34,56202,387355
53925,0.19,1886,4,ST. JOHN'S,34,56202,377013
53928,0.19,1807,4,ST. JOHN'S,32,56202,357543
53935,0.2,1796,4,ST. JOHN'S,32,56202,303923
53940,0.21,2198,4,ST. JOHN'S,29,56202,418845
53943,0.22,2024,4,ST. JOHN'S,31,56202,395965
53950,0.41,2190,4,ST. JOHN'S,32,193500,304016
53951,0.41,2093,4,ST. JOHN'S,32,193500,311168
53956,0.33,2333,4,ST. JOHN'S,31,193500,395005
53970,0.34,1794,4,ST. JOHN'S,34,193500,314568
53974,0.32,2276,4,ST. JOHN'S,32,193500,421350
53977,0.46,2272,4,ST. JOHN'S,34,193500,442176
53988,0.35,2429,4,ST. JOHN'S,31,193500,489304
53989,0.33,2493,4,ST. JOHN'S,34,193500,490586
53993,0.4,2312,4,ST. JOHN'S,30,193500,359683
54002,0.66,2205,4,ST. JOHN'S,29,193500,402815
54026,2.3,1979,3,ST. JOHN'S,45,177000,332338
54044,0.18,2134,4,ST. JOHN'S,20,228500,376717
54047,0.16,1765,4,ST. JOHN'S,21,228500,380023
54048,0.16,1944,4,ST. JOHN'S,21,228500,380720
54061,0.16,1944,4,ST. JOHN'S,21,228500,391109
54062,0.16,2241,4,ST. JOHN'S,20,228500,425196
54064,0.16,1944,4,ST. JOHN'S,20,228501,388774
54068,0.17,2135,4,ST. JOHN'S,19,228501,363196
54070,0.18,2135,4,ST. JOHN'S,18,228501,434960
54074,0.25,2000,4,ST. JOHN'S,21,228501,445419
54077,0.16,1944,3,ST. JOHN'S,21,228501,310609
54085,0.27,2530,4,ST. JOHN'S,22,228501,561798
54090,0.26,2397,4,ST. JOHN'S,22,228501,475785
54092,0.3,2450,4,ST. JOHN'S,21,228501,441900
54095,0.26,2644,4,ST. JOHN'S,22,228501,543732
54100,0.26,3161,5,ST. JOHN'S,22,228501,719223
54102,0.26,3153,4,ST. JOHN'S,21,228501,644231
54107,0.26,3133,5,ST. JOHN'S,22,228502,636235
54110,0.26,2323,4,ST. JOHN'S,21,228502,456744
54129,0.82,4106,4,ST. JOHN'S,20,233900,830192
54141,0.46,2922,5,ST. JOHN'S,21,233900,627924
54144,0.38,3124,5,ST. JOHN'S,21,233900,596582
54148,0.56,4113,5,ST. JOHN'S,21,233900,813372
54154,0.43,3595,5,ST. JOHN'S,19,237300,795674
54176,0.43,3120,5,ST. JOHN'S,19,237300,671987
54178,0.39,3593,5,ST. JOHN'S,20,237300,745241
54179,0.39,2975,4,ST. JOHN'S,20,237300,681863
54195,0.51,3341,5,ST. JOHN'S,17,237300,755192
54199,0.27,2644,4,ST. JOHN'S,18,228503,593972
54205,0.24,2443,4,ST. JOHN'S,19,228503,463300
54220,0.4,2567,4,ST. JOHN'S,19,228503,464781
54221,0.25,2339,4,ST. JOHN'S,18,228503,429280
54229,0.36,2507,4,ST. JOHN'S,19,228503,495844
54230,0.31,2655,4,ST. JOHN'S,19,228503,562365
54238,0.34,2931,4,ST. JOHN'S,18,228503,656093
54239,0.39,2680,4,ST. JOHN'S,19,228503,553132
54244,0.15,2135,4,ST. JOHN'S,19,228503,425193
54245,0.15,1944,4,ST. JOHN'S,19,228503,388953
54251,0.15,1995,4,ST. JOHN'S,19,228503,411534
54257,0.29,2332,4,ST. JOHN'S,21,237200,494924
54260,0.27,3093,4,ST. JOHN'S,20,237200,632500
54262,0.29,2533,4,ST. JOHN'S,20,237200,585270
54266,0.26,2326,4,ST. JOHN'S,18,237200,465844
54270,0.26,2640,4,ST. JOHN'S,20,237200,611141
54272,0.27,2507,4,ST. JOHN'S,20,237200,524112
54280,0.26,2505,4,ST. JOHN'S,21,237200,475261
54285,0.27,2507,4,ST. JOHN'S,20,237200,488881
54299,0.68,3386,4,ST. JOHN'S,19,228504,806033
54310,0.68,3318,5,ST. JOHN'S,17,228504,705910
54311,0.68,3410,5,ST. JOHN'S,18,228504,728200
54473,0.19,1261,3,ST. JOHN'S,24,215600,247888
54491,0.2,1420,3,ST. JOHN'S,21,215600,272761
54492,0.2,1361,3,ST. JOHN'S,43,215600,270206
54499,0.05,1012,3,ST. JOHN'S,40,33300,180360
54503,0.02,1132,3,ST. JOHN'S,41,33300,169500
54506,0.03,1118,3,ST. JOHN'S,41,33300,172600
54509,0.03,1212,3,ST. JOHN'S,40,33300,160600
54515,0.07,1030,3,ST. JOHN'S,40,33300,187340
54519,0.04,1016,3,ST. JOHN'S,40,33300,187100
54522,0.06,1016,3,ST. JOHN'S,40,33300,170752
54524,0.03,1160,3,ST. JOHN'S,40,33300,161400
54525,0.03,1098,3,ST. JOHN'S,40,33300,152000
54527,0.03,1142,3,ST. JOHN'S,40,33300,163020
54530,0.03,1150,3,ST. JOHN'S,39,33300,183200
54534,0.02,1130,3,ST. JOHN'S,39,33300,185300
54535,0.04,1030,3,ST. JOHN'S,39,33300,160800
54542,0.09,1185,3,ST. JOHN'S,42,197500,108291
54546,0.08,806,3,ST. JOHN'S,42,197500,102080
54547,0.08,806,3,ST. JOHN'S,42,197500,102080
54553,0.05,916,3,ST. JOHN'S,41,197500,120598
54578,0.26,2007,4,GAINESVILLE,18,241000,367844
54580,0.17,1967,4,GAINESVILLE,19,241000,349244
54587,0.17,1786,4,GAINESVILLE,19,241000,361218
54593,0.2,2849,4,GAINESVILLE,18,241000,487944
54594,0.19,1919,4,GAINESVILLE,18,241000,431007
54596,0.18,1919,4,GAINESVILLE,18,241000,387844
54598,0.18,2233,4,GAINESVILLE,18,241000,355274
54607,0.18,1767,4,GAINESVILLE,17,241001,353630
54633,0.17,1793,4,GAINESVILLE,17,241001,372098
54636,0.28,2714,4,GAINESVILLE,17,241001,492741
54645,0.17,1754,4,GAINESVILLE,9,241001,369677
54647,0.21,1532,4,GAINESVILLE,10,241001,331290
54648,0.2,1626,4,GAINESVILLE,10,241001,330046
54679,0.24,1338,3,ST. JOHN'S,41,155900,287321
54681,0.23,1287,3,ST. JOHN'S,41,155900,272673
54685,0.26,2099,3,ST. JOHN'S,43,155900,300300
54686,0.25,1279,3,ST. JOHN'S,43,155900,243616
54709,0.23,1321,3,ST. JOHN'S,42,155900,274571
54727,0.13,1158,3,ST. JOHN'S,30,153700,250472
54728,0.16,1158,3,ST. JOHN'S,30,153700,231915
54729,0.13,1430,3,ST. JOHN'S,36,153700,296622
54735,0.12,1075,3,ST. JOHN'S,38,153700,241333
54740,0.12,1002,3,ST. JOHN'S,39,153700,224854
54752,0.13,1108,3,ST. JOHN'S,38,153700,241040
54758,0.13,1108,3,ST. JOHN'S,38,153700,227337
54765,0.13,1152,3,ST. JOHN'S,29,153700,241918
54769,0.12,1074,3,ST. JOHN'S,39,153700,202940
54770,0.12,1050,3,ST. JOHN'S,38,153700,213090
54772,0.12,1100,3,ST. JOHN'S,39,153700,216422
54777,0.13,1008,3,ST. JOHN'S,39,153700,225760
54780,0.13,976,3,ST. JOHN'S,39,153700,208343
54782,0.12,1350,3,ST. JOHN'S,39,153700,253962
54784,0.13,1071,3,ST. JOHN'S,38,153700,210262
54787,0.12,1044,3,ST. JOHN'S,38,153700,216240
54790,0.13,982,3,ST. JOHN'S,38,153700,217597
54794,0.12,1158,3,ST. JOHN'S,29,153700,256866
54809,0.05,788,3,ST. JOHN'S,41,197900,77948
54810,0.06,788,3,ST. JOHN'S,41,197900,77948
54816,0.05,788,3,ST. JOHN'S,41,197900,77400
54818,0.06,923,3,ST. JOHN'S,40,198000,106700
54819,0.07,1200,3,ST. JOHN'S,38,198000,143108
54823,0.05,1200,3,ST. JOHN'S,38,198000,103908
54825,0.07,790,3,ST. JOHN'S,38,198000,90863
54826,0.05,790,3,ST. JOHN'S,38,197900,77463
54827,0.06,790,3,ST. JOHN'S,38,197900,78763
54839,0.09,742,3,ST. JOHN'S,41,198000,167900
54845,0.08,868,3,ST. JOHN'S,41,0,132900
54859,0.07,1044,3,ST. JOHN'S,41,0,103753
54865,0.07,943,3,ST. JOHN'S,41,0,48475
54871,0.07,814,3,ST. JOHN'S,41,0,65100
54881,0.09,790,3,ST. JOHN'S,41,0,125696
54884,0.04,1407,3,ST. JOHN'S,41,0,88844
54885,0.09,1296,3,ST. JOHN'S,41,0,124344
54888,0.04,1280,3,ST. JOHN'S,40,0,140434
54899,0.05,788,3,ST. JOHN'S,41,197900,78140
54908,0.05,790,3,ST. JOHN'S,41,197900,33563
54918,0.05,790,3,ST. JOHN'S,41,197900,31263
54951,0.09,976,3,ST. JOHN'S,39,198200,160261
54953,0.1,958,3,ST. JOHN'S,40,198200,107933
54990,0.09,954,3,ST. JOHN'S,42,198300,120593
55026,0.07,981,3,ST. JOHN'S,43,198400,90845
55032,0.06,890,3,ST. JOHN'S,43,198400,85342
55033,0.05,1150,3,ST. JOHN'S,43,198400,99642
55034,0.05,1150,3,ST. JOHN'S,43,198400,127542
55039,0.07,890,3,ST. JOHN'S,43,198400,91642
55045,0.05,1136,3,ST. JOHN'S,43,198400,91852
55046,0.08,1136,3,ST. JOHN'S,43,198400,85611
55048,0.05,809,3,ST. JOHN'S,43,198400,84352
55049,0.05,809,3,ST. JOHN'S,43,198400,53852
55055,0.07,1115,3,ST. JOHN'S,42,198400,89904
55058,0.09,875,3,ST. JOHN'S,43,198400,79168
55061,0.1,875,3,ST. JOHN'S,43,198400,85633
55064,0.06,878,3,ST. JOHN'S,43,198400,124516
55094,0.12,1130,3,ST. JOHN'S,41,198500,70256
55100,0.07,868,3,ST. JOHN'S,41,198100,129200
55209,0.03,1370,3,GAINESVILLE,37,169300,183400
55211,0.02,1370,3,GAINESVILLE,37,169300,224560
55214,0.02,1370,3,GAINESVILLE,37,169300,167760
55217,0.03,1106,3,GAINESVILLE,37,169300,175900
55222,0.02,1106,3,GAINESVILLE,37,169300,196462
55224,0.03,1106,3,GAINESVILLE,37,169300,209562
55227,0.02,1106,3,GAINESVILLE,37,169300,170800
55229,0.03,1106,3,GAINESVILLE,37,169300,159560
55230,0.02,1106,3,GAINESVILLE,37,169300,181900
55233,0.02,1106,3,GAINESVILLE,37,169300,190320
55234,0.03,1106,3,GAINESVILLE,37,169300,179060
55244,0.02,1106,3,GAINESVILLE,37,169300,185500
55245,0.03,1370,3,GAINESVILLE,37,169300,201200
55251,0.03,1370,3,GAINESVILLE,37,169300,188800
55252,0.03,1370,3,GAINESVILLE,37,169300,183093
55266,0.02,1370,3,GAINESVILLE,37,169300,207100
55270,0.02,1106,3,GAINESVILLE,37,169300,177380
55271,0.02,1106,3,GAINESVILLE,37,169300,181600
55276,0.02,1106,3,GAINESVILLE,37,169300,168340
55277,0.02,1106,3,GAINESVILLE,37,169300,153340
55281,0.02,1106,3,GAINESVILLE,37,169300,167160
55288,0.03,1370,3,GAINESVILLE,37,169300,206560
55291,0.03,1106,3,GAINESVILLE,37,169300,161700
55294,0.03,1106,3,GAINESVILLE,37,169300,173700
55295,0.03,1106,3,GAINESVILLE,37,169300,172800
55300,0.03,1370,3,GAINESVILLE,37,169300,198854
55306,0.03,1370,3,GAINESVILLE,37,169300,177700
55308,0.03,1370,3,GAINESVILLE,37,169300,208800
55314,0.03,1106,3,GAINESVILLE,37,169301,171500
55316,0.03,1106,3,GAINESVILLE,37,169301,170131
55318,0.03,1106,3,GAINESVILLE,37,169301,168354
55320,0.03,1510,3,GAINESVILLE,37,169301,229662
55321,0.03,1370,3,GAINESVILLE,37,169301,206400
55326,0.03,1106,3,GAINESVILLE,37,169301,188931
55332,0.03,1106,3,GAINESVILLE,37,169301,109854
55338,0.03,1106,3,GAINESVILLE,37,169301,168893
55339,0.03,1106,3,GAINESVILLE,37,169301,180491
55341,0.03,1370,3,GAINESVILLE,37,169301,212754
55344,0.03,1370,3,GAINESVILLE,37,169301,199091
55346,0.03,1370,3,GAINESVILLE,37,169301,183224
55347,0.03,1370,3,GAINESVILLE,37,169301,180024
55366,0.03,1106,3,GAINESVILLE,37,169301,168660
55375,0.03,1370,3,GAINESVILLE,37,169301,147400
55376,0.03,1370,3,GAINESVILLE,37,169301,193200
55378,0.03,1370,3,GAINESVILLE,37,169301,135600
55381,0.03,1106,3,GAINESVILLE,37,169301,185460
55382,0.03,1106,3,GAINESVILLE,37,169301,174600
55384,0.03,1106,3,GAINESVILLE,37,169301,189600
55386,0.03,1370,3,GAINESVILLE,37,169301,195500
55388,0.03,1370,3,GAINESVILLE,37,169301,183800
55390,0.03,1370,3,GAINESVILLE,37,169301,198054
55394,0.03,1370,3,GAINESVILLE,37,169301,201400
55396,0.03,1370,3,GAINESVILLE,37,169301,193800
55403,0.03,1106,3,GAINESVILLE,37,169301,178100
55407,0.03,1106,3,GAINESVILLE,37,169301,152700
55411,0.03,1106,3,GAINESVILLE,37,169301,172660
55419,0.03,1106,3,GAINESVILLE,37,169301,181540
55420,0.03,1106,3,GAINESVILLE,37,169301,179300
55434,0.03,1370,3,GAINESVILLE,37,169302,234600
55437,0.03,1370,3,GAINESVILLE,37,169302,185960
55438,0.02,1370,3,GAINESVILLE,37,169302,208160
55442,0.03,1370,3,GAINESVILLE,37,169302,189460
55445,0.03,1370,3,GAINESVILLE,37,169302,188685
55446,0.03,1370,3,GAINESVILLE,37,169302,168882
55449,0.03,1370,3,GAINESVILLE,37,169302,189900
55454,0.13,1683,3,GAINESVILLE,39,207702,272500
55457,0.08,1683,3,GAINESVILLE,39,207702,207880
55459,0.07,1240,3,GAINESVILLE,39,207702,163712
55460,0.08,1240,3,GAINESVILLE,39,207702,195312
55462,0.06,1240,3,GAINESVILLE,39,207702,265500
55465,0.05,1240,3,GAINESVILLE,39,207702,189200
55477,0.07,1500,3,GAINESVILLE,39,207702,157390
55478,0.09,1683,3,GAINESVILLE,39,207702,261580
55482,0.04,1020,3,GAINESVILLE,39,207702,207140
55490,0.05,1250,3,GAINESVILLE,39,207702,256500
55491,0.08,1685,3,GAINESVILLE,39,207702,283160
55502,0.04,1250,3,GAINESVILLE,39,207702,210180
55505,0.05,1683,3,GAINESVILLE,39,207702,228412
55506,0.04,1683,3,GAINESVILLE,39,207702,247180
55508,0.05,1683,3,GAINESVILLE,39,207702,219560
55516,0.04,1250,3,GAINESVILLE,39,207702,228780
55530,0.1,1685,3,GAINESVILLE,39,207703,304050
55532,0.08,1420,3,GAINESVILLE,39,207703,254080
55549,0.08,1420,3,GAINESVILLE,39,207703,271680
55551,0.07,1420,3,GAINESVILLE,39,207704,259380
55553,0.11,1685,3,GAINESVILLE,39,207704,320500
55556,0.05,1420,3,GAINESVILLE,39,207704,204780
55565,0.04,1250,3,GAINESVILLE,39,207703,223280
55566,0.05,1250,3,GAINESVILLE,39,207703,262200
55567,0.05,1322,3,GAINESVILLE,39,207703,232600
55581,0.06,1685,3,GAINESVILLE,39,207704,277200
55590,0.35,1700,3,ST. JOHN'S,34,189100,319254
55595,0.35,1920,3,ST. JOHN'S,44,189100,362155
55597,0.45,1862,4,ST. JOHN'S,45,189100,405478
55601,0.35,1398,3,ST. JOHN'S,37,189100,317957
55602,0.4,2242,3,ST. JOHN'S,46,189100,410719
55604,0.35,1904,4,ST. JOHN'S,47,189100,314168
55610,0.37,1902,3,ST. JOHN'S,47,189100,355142
55613,0.36,1772,3,ST. JOHN'S,44,189100,347700
55617,0.36,2838,3,ST. JOHN'S,49,189100,361342
55618,0.35,2330,3,ST. JOHN'S,46,189100,339051
55626,0.35,1531,3,ST. JOHN'S,49,189100,301834
55637,0.35,1920,4,ST. JOHN'S,45,189100,345857
55640,0.35,1615,3,ST. JOHN'S,49,189100,366396
55642,0.34,2238,4,ST. JOHN'S,44,189100,387263
55647,0.39,2608,4,ST. JOHN'S,44,189100,388048
55648,0.44,1822,3,ST. JOHN'S,46,189100,410732
55660,0.39,1746,3,ST. JOHN'S,49,189100,345576
55662,0.48,1728,3,ST. JOHN'S,46,189100,362830
55664,0.35,2171,4,ST. JOHN'S,45,189100,356417
55667,0.35,2020,3,ST. JOHN'S,43,189100,346459
55672,0.46,1773,3,ST. JOHN'S,45,189100,403709
55685,0.35,1692,3,ST. JOHN'S,38,189100,251284
55691,0.39,1914,3,ST. JOHN'S,38,189100,388216
55801,0.03,1208,3,GAINESVILLE,39,121000,189500
55809,0.02,1361,3,GAINESVILLE,39,121000,209900
55814,0.02,1361,3,GAINESVILLE,39,121000,177000
55817,0.02,1361,3,GAINESVILLE,39,121000,215000
55820,0.02,1361,3,GAINESVILLE,39,121000,182802
55828,0.03,1208,3,GAINESVILLE,39,121000,188500
55830,0.03,1361,3,GAINESVILLE,39,121000,196000
55836,0.03,1208,3,GAINESVILLE,39,121000,166700
55838,0.03,1321,3,GAINESVILLE,39,121000,183700
55841,0.03,1321,3,GAINESVILLE,39,121000,207220
55854,0.03,1321,3,GAINESVILLE,39,121000,194000
55863,0.03,1208,3,GAINESVILLE,39,121000,150800
55864,0.03,1321,3,GAINESVILLE,39,121000,155200
55866,0.03,1321,3,GAINESVILLE,39,121000,183900
55867,0.03,1321,3,GAINESVILLE,39,121000,182938
55873,0.03,880,3,GAINESVILLE,39,121000,120000
55878,0.03,880,3,GAINESVILLE,39,121000,157500
55879,0.03,1361,3,GAINESVILLE,39,121000,207000
55882,0.03,1208,3,GAINESVILLE,39,121000,186300
55884,0.03,1361,3,GAINESVILLE,39,121000,183400
55887,0.03,1361,3,GAINESVILLE,39,121000,165100
55889,0.03,1208,3,GAINESVILLE,39,121302,192300
55892,0.03,1208,3,GAINESVILLE,39,121000,186200
55893,0.03,1208,3,GAINESVILLE,39,121000,197800
55895,0.03,1321,3,GAINESVILLE,39,121000,198800
55896,0.03,1321,3,GAINESVILLE,39,121000,187300
55897,0.03,1208,3,GAINESVILLE,39,121000,181212
55899,0.03,1361,3,GAINESVILLE,39,121000,185097
55900,0.03,1361,3,GAINESVILLE,39,121000,192153
55905,0.03,1361,3,GAINESVILLE,39,121000,217100
55906,0.03,1361,3,GAINESVILLE,39,121000,185940
55908,0.03,1208,3,GAINESVILLE,39,121000,172800
56423,0.01,1046,3,GAINESVILLE,39,130301,150364
56428,0.01,900,3,GAINESVILLE,41,130302,105264
56429,0.02,900,3,GAINESVILLE,41,130302,113164
56431,0.01,900,3,GAINESVILLE,41,130302,125964
56433,0.01,900,3,GAINESVILLE,41,130302,121064
56437,0.02,1046,3,GAINESVILLE,40,130301,189064
56439,0.01,1094,3,GAINESVILLE,40,130301,166664
56443,0.01,1046,3,GAINESVILLE,40,130301,142164
56447,0.01,1046,3,GAINESVILLE,40,130301,141764
56451,0.02,1094,3,GAINESVILLE,39,130301,178364
56452,0.01,1046,3,GAINESVILLE,39,130301,139764
56458,0.01,1094,3,GAINESVILLE,39,130301,166264
56459,0.02,1094,3,GAINESVILLE,39,130301,174264
