prop_id,legal_acreage,city_id,yr_blt,living_area,land_type_cd,condition_cd,land_total_acres,sl_price
4848,1.02,1019,2005,1873,LT,3,1.02,443500
4848,1.02,1019,2005,1873,LT,3,1.02,478000
4848,1.02,1019,2005,1873,LT,3,1.02,410400
4871,1.03,1019,2003,1828,LT,3,1.03,367500
4891,2.26,1019,2002,3148,LT,3,2.26,580400
4905,1.01,1019,2014,1984,LT,3,1.01,426100
4911,1,1019,2014,1984,LT,4,1,479300
4936,1.1,1019,2014,1850,LT,4,1.1,417500
4936,1.1,1019,2014,1850,LT,4,1.1,415000
4951,1.03,1019,2014,1850,LT,3,1.03,400000
4999,0.28,1019,1993,1152,LT,3,0.28,198500
5056,0.23,1019,1976,1232,LT,3,0.23,239900
5057,0.23,1019,1973,1050,LT,3,0.23,225000
5094,0.7,1019,1967,1520,LT,3,0.7,262400
5117,0.34,1019,1973,1289,LT,3,0.34,220000
5119,0.35,1019,1965,1360,LT,3,0.35,230600
5140,0.3,1019,1983,1140,LT,3,0.3,247000
5165,5,1019,2005,1284,AC,4,5,387100
5197,0.68,1019,1990,1586,SF,3,0.68,241300
5243,1.01,1019,2002,1995,LT,3,1.01,454000
5245,1.14,1019,2005,1997,LT,3,1.14,367400
5266,1.21,1019,2003,1843,LT,3,1.21,394200
5303,1.24,1019,2004,2178,LT,3,1.24,500100
5331,1.03,1019,2003,2207,LT,3,1.03,510000
5368,0.4,1019,2008,1881,LT,3,0.4,471800
5374,0.32,1019,2021,2018,LT,NULL,0.32,446700
5417,0.37,1019,2007,2020,LT,3,0.37,422300
5446,0.38,1019,2018,2090,LT,NULL,0.38,476500
5681,2,0,1962,616,AC,2,2,80800
5849,4.14,0,1959,1274,AC,3,4.14,207100
5849,4.14,0,1959,1274,AC,3,4.14,259700
5909,3,0,1991,2592,AC,3,3,486600
5935,6.64,0,1979,1878,AC,3,6.64,465300
5952,5.1,0,1985,1712,AC,3,5.1,341900
6041,2.05,1019,1997,1873,AC,3,2.05,445500
6056,6.03,0,2005,2516,AC,4,6.03,498900
6119,6,0,2002,1775,AC,3,6,390300
6196,8.09,0,1981,1200,AC,3,8.09,330000
6307,5,0,2011,2512,AC,4,5,779600
6353,7.5,0,1995,2166,AC,4,7.5,577500
6700,10.03,0,1994,1496,AC,3,10.03,463900
6740,20,0,1996,4529,AC,5,20,1542300
6909,3.88,0,2007,2462,AC,4,3.88,657900
7032,4.89,0,1976,1118,AC,3,4.89,329800
7103,9.64,1022,2021,2428,AC,NULL,9.64,607800
7103,9.64,1022,2021,2428,AC,NULL,9.64,625000
7309,2.25,1022,2002,2354,AC,3,2.25,596100
7404,1.53,1022,1994,1188,LT,3,1.53,301000
7412,1.53,1022,1996,1169,LT,3,1.53,294000
7475,1.05,1022,1999,2178,LT,3,1.05,404200
7487,1,1022,2000,1553,LT,3,1,297400
7664,0.2,1022,2005,1207,LT,3,0.2,257300
7664,0.2,1022,2005,1207,LT,3,0.2,301500
7684,0.19,1022,2006,1897,LT,3,0.19,315300
7696,0.18,1022,2005,1479,LT,3,0.18,282200
7716,0.24,1022,2006,1555,LT,3,0.24,300300
7721,0.24,1022,2006,2315,LT,3,0.24,362600
7722,0.25,1022,2006,1663,LT,3,0.25,335200
7739,0.32,1022,2006,1707,LT,3,0.32,360400
7741,0.22,1022,2006,1852,LT,3,0.22,332600
7741,0.22,1022,2006,1852,LT,3,0.22,325200
7744,0.17,1022,2007,1692,LT,3,0.17,170000
7756,0.18,1022,2007,1631,LT,3,0.18,295200
7782,0.33,1022,2015,1677,LT,3,0.33,359600
7804,0.2,1022,2009,1626,LT,3,0.2,312100
7807,0.19,1022,2015,1509,LT,3,0.19,326200
7948,0.24,1022,2004,1811,LT,3,0.24,314600
8016,0.23,1022,2006,1639,LT,3,0.23,327500
8031,0.23,1022,2007,1747,LT,3,0.23,317400
8031,0.23,1022,2007,1747,LT,3,0.23,334300
8074,0.23,1022,2015,2052,LT,3,0.23,393300
8074,0.23,1022,2015,2052,LT,3,0.23,402000
8099,0.23,1022,2010,1896,LT,3,0.23,357800
8265,1.73,0,1972,1924,AC,3,1.73,338100
8323,5,1022,2007,2544,AC,3,5,492000
8345,0.18,1022,2012,2336,LT,2,0.18,416900
8346,0.18,1022,2011,1874,LT,2,0.18,332900
8363,0.22,1022,2008,3896,LT,2,0.22,424900
8368,0.18,1022,2009,2200,LT,2,0.18,339300
8411,0.18,1022,2012,3064,LT,2,0.18,398200
8423,0.18,1022,2012,3920,LT,2,0.18,465000
8426,0.18,1022,2012,3920,LT,2,0.18,473000
8429,0.18,1022,2013,3920,LT,2,0.18,387600
8506,0.36,1022,1976,1628,UN,3,0.36,217800
8595,0.22,1022,1974,1516,UN,3,0.22,231300
8612,0.23,1022,1975,1392,UN,3,0.23,200000
8632,0.23,1022,1972,1014,UN,3,0.23,202300
8652,0.17,1022,1975,1248,UN,3,0.17,217600
8841,0.24,1022,1975,1184,UN,3,0.24,194100
8944,0.31,1022,1937,1394,UN,3,0.31,184000
9012,0.28,1022,1970,1303,LT,3,0.28,195000
9012,0.28,1022,1970,1303,LT,3,0.28,215600
9052,0.48,1022,1945,700,LT,3,0.48,130000
9073,0.77,1022,1956,820,LT,3,0.77,147900
9095,0.48,1022,1956,1236,LT,3,0.48,259700
9113,0.42,1022,1996,1472,UN,3,0.42,285100
9115,0.42,1022,1999,1532,UN,3,0.42,346500
9116,0.42,1022,1934,2162,UN,3,0.42,369300
9135,0.48,1022,1957,520,LT,2,0.48,73500
9236,0.24,1022,1983,936,UN,3,0.24,215600
9236,0.24,1022,1983,936,UN,3,0.24,118100
9236,0.24,1022,1983,936,UN,3,0.24,131800
9350,0.14,1022,2022,1318,LT,NULL,0.14,243600
9470,0.28,1022,1982,1452,UN,3,0.28,178500
9513,0.24,1022,2003,1629,LT,3,0.24,303600
9702,0.18,1022,2008,1170,LT,4,0.18,242500
9754,0.29,1022,2014,2349,LT,3,0.29,438900
9865,0.3,1022,1998,1594,LT,3,0.3,297000
9868,0.3,1022,1998,1580,LT,3,0.3,288400
9928,0.32,1022,2004,1639,LT,3,0.32,263400
9986,0.32,1022,2006,1963,LT,3,0.32,348800
10032,0.28,1022,2013,1360,LT,3,0.28,298000
10034,0.27,1022,2015,1456,LT,3,0.27,335000
10172,10.86,1022,2015,2051,AC,3,10.86,888800
10217,5,1022,1995,2064,AC,3,5,203300
10281,5.03,1022,2002,1800,AC,2,5.03,440300
10286,7.39,1022,2006,1908,AC,3,7.39,411400
10358,1,1022,2006,1865,AC,NULL,1,260300
10547,3.07,1022,2020,3363,AC,NULL,3.07,590300
10552,2.99,1022,2018,2485,AC,4,2.99,525500
10799,5,0,1975,1628,AC,3,5,251200
11131,5.79,0,1972,2470,AC,3,5.79,395000
11174,5.84,0,2003,2112,AC,3,5.84,450500
11362,5.01,0,1988,3146,AC,3,5.01,613600
11368,32.76,0,1991,2276,AC,3,32.76,507300
11368,32.76,0,1991,2276,AC,3,32.76,675000
11617,6.74,0,2003,2655,AC,4,6.74,697500
11634,6.28,0,2006,2582,AC,4,6.28,580700
12007,5.63,0,2000,1467,LT,3,5.63,377400
12115,2.98,0,1996,2502,AC,3,2.98,638400
12135,6.94,1014,1995,3273,AC,4,6.94,646900
12210,1.05,1014,1997,1750,LT,4,1.05,403800
12236,1.07,1014,2002,2651,LT,4,1.07,462200
12264,1.04,1014,2001,2148,LT,4,1.04,447900
12279,1.06,1014,2000,1850,LT,4,1.06,336300
12342,0.15,1019,2016,1446,LT,3,0.15,295200
12344,0.15,1019,2016,1435,LT,3,0.15,291500
12359,0.14,1019,2007,1609,LT,3,0.14,300400
12364,0.17,1019,2019,1660,LT,NULL,0.17,365000
12379,0.14,1019,2010,1462,LT,3,0.14,293600
12382,0.14,1019,2017,1724,LT,3,0.14,337400
12384,0.14,1019,2018,1724,LT,NULL,0.14,336600
12387,0.15,1019,2014,1878,LT,3,0.15,319800
12399,0.14,1019,2011,1482,LT,3,0.14,307200
12450,3.62,0,2018,3572,AC,NULL,3.62,829500
12465,0.28,0,1958,1935,UN,3,0.28,208300
12522,0.23,0,1970,1664,LT,3,0.23,149500
12522,0.23,0,1970,1664,LT,3,0.23,250000
12673,0.25,1014,2013,1503,LT,3,0.25,349600
12676,0.23,1014,2005,2600,LT,4,0.23,530100
12691,0.21,1014,2006,2076,LT,3,0.21,431700
12711,0.19,1014,2015,1565,LT,3,0.19,349900
12805,0.17,1014,2009,3554,LT,2,0.17,387200
12814,0.17,1014,2008,2224,LT,2,0.17,353200
12817,0.18,1014,2008,3554,LT,2,0.18,471700
12857,0.18,1014,2011,3084,LT,3,0.18,416300
12857,0.18,1014,2011,3084,LT,3,0.18,415800
12883,0.71,1014,1967,825,UN,3,0.71,120000
12905,0.82,1014,2019,1976,UN,NULL,0.82,397000
12968,20.68,1014,1985,4691,AC,4,20.68,1568000
13424,0.21,1014,2004,1006,UN,3,0.21,250500
13444,0.29,1014,1984,1032,UN,3,0.29,178200
13549,2,1014,1957,2433,AC,3,2,216300
13687,0.19,1014,2020,1419,LT,NULL,0.19,261400
13693,0.18,1014,2017,1233,LT,3,0.18,201500
13733,0.19,1014,2009,1113,LT,3,0.19,216800
13738,0.19,1014,2009,1337,LT,3,0.19,214900
13776,0.29,1014,1984,1107,UN,3,0.29,204800
13796,0.17,1014,1983,1260,UN,3,0.17,173600
13836,0.25,1014,1972,1301,UN,3,0.25,214600
13979,0.31,1014,1976,1352,UN,3,0.31,244600
14073,0.49,1014,1979,2806,LT,3,0.49,202900
14073,0.49,1014,1979,2806,LT,3,0.49,218400
14214,0.17,1014,1975,1056,UN,3,0.17,203800
14239,0.18,1014,1977,1272,UN,3,0.18,177500
14254,0.33,1014,1956,780,UN,3,0.33,177000
14400,0.17,1014,1975,1232,UN,3,0.17,168000
14523,0.5,1014,1999,1323,LT,3,0.5,263100
14543,0.25,1014,2003,1619,LT,3,0.25,284100
14543,0.25,1014,2003,1619,LT,3,0.25,315000
14608,0.26,1014,1938,2408,LT,3,0.26,367400
14608,0.26,1014,1938,2408,LT,3,0.26,374900
14609,0.14,1014,1920,1152,LT,3,0.14,197800
14714,0.13,1014,2005,1120,LT,3,0.13,225000
14755,0.35,1014,1972,1905,LT,3,0.35,230000
14795,0.23,1014,1964,1970,LT,3,0.23,180400
14835,0.29,1014,1965,1362,LT,3,0.29,145600
14875,0.23,1014,1960,1104,LT,3,0.23,227700
14898,0.23,1014,1985,1100,LT,3,0.23,189900
14923,0.42,1014,2007,2579,LT,3,0.42,511900
14938,0.28,1014,2020,2555,LT,3,0.28,548500
14943,0.34,1014,2012,2094,LT,3,0.34,483800
14958,0.3,1014,2020,2586,LT,NULL,0.3,539600
14963,0.3,1014,2015,2016,LT,3,0.3,440400
15021,5.14,1014,2012,2277,AC,4,5.14,401400
15089,13.01,1014,1981,5130,AC,4,13.01,5202800
15155,5,0,1998,1881,AC,4,5,405600
15396,0.89,1014,1966,1503,AC,3,0.89,241300
15442,2.76,1014,2000,2212,AC,3,2.76,437100
15462,5,1014,2003,2256,AC,4,5,610000
15467,0.31,1014,1977,1232,LT,3,0.31,209900
15542,0.21,1014,1996,1359,LT,3,0.21,291100
15567,0.23,1014,1999,1254,LT,3,0.23,265500
15593,0.25,1014,1995,1452,LT,3,0.25,284100
15605,0.41,1014,1997,1484,LT,3,0.41,276700
15650,0.19,1014,1977,1344,UN,3,0.19,187900
15776,5.58,1014,1987,2977,AC,3,5.58,705000
15794,3.21,1014,2013,3178,AC,4,3.21,780800
15799,5.51,1014,1986,2339,AC,3,5.51,658200
15819,3.7,1014,1983,2086,AC,3,3.7,514000
15894,5,1014,1994,2589,AC,3,5,604500
15919,2.5,1014,1980,1144,AC,3,2.5,217800
15977,0.51,1014,1990,1092,UN,3,0.51,230600
16000,0.51,1014,1995,984,UN,3,0.51,214600
16028,0.55,1014,1996,1580,LT,3,0.55,259400
16040,0.51,1014,1996,1909,LT,3,0.51,270300
16046,0.51,1014,1994,1392,LT,3,0.51,256300
16065,0.16,1014,2007,1702,LT,3,0.16,322200
16088,0.46,1014,2019,1722,LT,NULL,0.46,337700
16103,0.18,1014,2007,1554,LT,3,0.18,255000
16131,0.09,1014,2007,1470,LT,3,0.09,270500
16134,0.09,1014,2015,1364,LT,3,0.09,285000
16151,0.09,1014,2007,1496,LT,3,0.09,285000
16154,0.09,1014,2015,1440,LT,3,0.09,277900
16197,5,0,2008,2108,AC,3,5,268300
16340,5.96,0,1997,2239,AC,4,5.96,578200
16372,7,0,1971,1539,AC,4,7,450000
16604,5.3,1014,2002,3739,AC,4,5.3,975600
16612,6.24,1014,2003,2958,AC,4,6.24,734000
16750,5,0,1979,1722,AC,4,5,458600
16818,6,0,1991,2128,AC,4,6,639600
16841,3.02,0,1979,1056,AC,3,3.02,165400
16896,7.1,0,1981,1527,AC,3,7.1,245000
16944,5.77,0,2005,3599,AC,4,5.77,733900
17085,5.36,0,1989,1638,AC,4,5.36,358800
17122,10.68,0,2000,3224,AC,4,10.68,878100
17274,5.75,0,1979,2973,AC,3,5.75,759200
17319,8.7,0,1978,3036,AC,3,8.7,411000
17414,2.02,0,1968,960,AC,3,2.02,116800
17520,5,0,2010,768,AC,3,5,285000
17522,2.06,0,2011,1672,UN,3,2.06,337900
17835,1.78,0,1997,2973,LT,4,1.78,713200
18066,0.25,0,1983,1696,UN,3,0.25,320100
18109,0.21,0,1985,1224,UN,3,0.21,285300
18126,0.23,0,1985,1362,UN,3,0.23,251800
18149,0.21,0,1987,1582,UN,3,0.21,297000
18187,0.2,0,1987,1332,UN,3,0.2,222200
18210,0.35,0,1986,1533,UN,3,0.35,296600
18215,0.36,0,1985,1428,UN,3,0.36,305800
18224,0.38,0,1987,1770,UN,3,0.38,372800
18255,1,0,1988,1878,UN,3,1,294800
18278,0.2,0,1990,1603,UN,3,0.2,322200
18278,0.2,0,1990,1603,UN,3,0.2,321400
18293,0.2,0,1993,2063,UN,3,0.2,400400
18295,0.25,0,1996,1675,LT,4,0.25,324200
18330,0.19,0,1995,2097,LT,4,0.19,369200
18338,0.19,0,1997,1436,LT,3,0.19,354500
18353,0.19,0,1997,1846,LT,4,0.19,373500
18378,0.19,0,1997,1809,LT,4,0.19,351700
18436,0.19,0,2006,2012,LT,4,0.19,400000
18441,0.2,0,2003,1885,LT,4,0.2,363400
18456,0.19,0,2006,1851,LT,4,0.19,379000
18476,0.2,0,2016,2194,LT,4,0.2,431100
18479,0.3,0,2004,2075,LT,4,0.3,382800
18481,0.2,0,2005,1828,LT,4,0.2,365700
18527,2.5,0,1978,2222,AC,3,2.5,229500
18559,1.44,0,1987,2879,AC,4,1.44,582800
18599,0.5,0,2018,2730,LT,5,0.5,727200
18622,0.5,0,2014,3107,LT,4,0.5,752600
18630,0.33,0,2006,2353,LT,4,0.33,559700
18645,0.4,0,2005,2794,LT,4,0.4,624300
18705,0.38,0,2014,2262,LT,4,0.38,570600
18776,0.25,0,2013,2068,LT,3,0.25,425000
18793,0.2,0,2005,2351,LT,3,0.2,431200
18813,0.18,0,2005,1631,LT,3,0.18,359500
18814,0.18,0,2005,1807,LT,3,0.18,368700
18836,0.17,0,2005,2137,LT,3,0.17,435300
18848,0.17,0,2005,1802,LT,3,0.17,363000
18851,0.2,0,2005,1521,LT,3,0.2,336000
18859,0.18,0,2006,1865,LT,3,0.18,408500
18876,0.2,0,2005,1794,LT,3,0.2,311900
18902,0.16,0,2008,1472,LT,3,0.16,326300
18902,0.16,0,2008,1472,LT,3,0.16,330000
18917,0.16,0,2007,1837,LT,3,0.16,333200
18934,0.22,0,2009,1527,LT,3,0.22,343000
18937,0.26,0,2014,2281,LT,3,0.26,455700
18962,0.14,0,2009,1608,LT,3,0.14,349500
19249,9.45,1022,1950,1340,AC,3,9.45,509300
19349,5,0,1988,480,AC,3,5,248300
19349,5,0,1988,480,AC,3,5,292100
19380,1,0,2007,3341,LT,4,1,735000
19420,1,0,2003,3056,LT,4,1,621200
19498,0.35,0,2007,1878,LT,3,0.35,330200
19521,0.16,0,2007,1664,LT,3,0.16,335400
19523,0.17,0,2007,1518,LT,3,0.17,330000
19540,0.19,0,2008,1721,LT,3,0.19,325900
19541,0.15,0,2008,1432,LT,3,0.15,316800
19543,0.16,0,2008,1355,LT,3,0.16,310000
19546,0.17,0,2009,1692,LT,3,0.17,343100
19604,5.03,0,2015,6871,AC,6,5.03,1792900
19604,5.03,0,2015,6871,AC,6,5.03,1804300
19709,0.05,0,1989,1080,LT,3,0.05,161500
19769,0.06,0,2007,1550,LT,3,0.06,318800
19787,0.05,0,2007,1177,LT,3,0.05,264600
19810,0.05,0,2016,1251,LT,3,0.05,267800
19818,0.06,0,2015,1696,LT,3,0.06,337500
19830,0.05,0,2008,1177,LT,3,0.05,275000
19833,0.06,0,2008,1376,LT,3,0.06,263200
19835,0.05,0,2008,1177,LT,3,0.05,259400
19847,0.06,0,2013,1867,LT,3,0.06,343000
19853,0.06,0,2016,1696,LT,3,0.06,320000
19896,0.04,0,1989,1406,UN,3,0.04,219300
19898,0.04,0,1989,1255,UN,3,0.04,202500
19910,0.16,0,1994,1880,LT,4,0.16,292000
19978,0.14,0,1991,1544,UN,3,0.14,267800
20024,0.91,0,1965,2264,UN,4,0.91,583100
20104,1.63,0,1997,3477,LT,4,1.63,702800
20124,1.23,0,1998,3181,LT,4,1.23,765000
20145,0.14,0,2016,2448,LT,4,0.14,495000
20185,0.06,0,2022,1868,LT,3,0.06,376900
20213,0.07,0,2009,1294,LT,3,0.07,300000
20230,0.08,0,2008,1294,LT,3,0.08,277300
20253,0.4,0,2008,3057,LT,4,0.4,598000
20291,0.29,0,2012,2092,LT,4,0.29,497700
20291,0.29,0,2012,2092,LT,4,0.29,480200
20293,0.23,0,2010,2028,LT,4,0.23,453900
20296,0.24,0,2014,1872,LT,3,0.24,471000
20368,0.3,0,1999,2031,LT,4,0.3,400300
20379,0.23,0,2000,1652,LT,4,0.23,326100
20396,0.24,0,2003,2213,LT,4,0.24,369300
20399,0.29,0,2002,2153,LT,4,0.29,376200
20414,0.23,0,2003,1952,LT,4,0.23,372200
20502,0.2,0,2014,1743,LT,4,0.2,381300
20539,1,0,2003,3250,LT,4,1,711600
20565,0.06,0,2005,1554,LT,4,0.06,291000
20565,0.06,0,2005,1554,LT,4,0.06,322500
20577,0.2,0,1996,1758,LT,4,0.2,375000
20605,0.22,0,1996,1557,LT,4,0.22,358600
20625,0.2,0,2000,2183,LT,4,0.2,391100
20688,0.45,0,2004,2309,LT,4,0.45,467500
20706,0.12,0,2004,1400,LT,3,0.12,314000
20711,0.07,0,2005,1743,LT,3,0.07,317500
20723,0.07,0,2003,1641,LT,3,0.07,268000
20731,0.07,0,2004,2094,LT,3,0.07,340500
20771,2.8,0,1988,6459,AC,5,2.8,1377200
20811,4.62,0,1983,3597,AC,3,4.62,375600
20811,4.62,0,1983,3597,AC,3,4.62,486400
20874,0.41,0,2006,2111,LT,4,0.41,465600
20877,0.42,0,2012,2539,LT,4,0.42,589700
20889,0.34,0,2006,2414,LT,4,0.34,502900
20894,0.38,0,2014,2398,LT,4,0.38,615200
20912,1.44,0,1974,1534,UN,3,1.44,210000
20960,2,0,1986,1884,AC,3,2,381500
20972,1.08,0,1990,2627,UN,4,1.08,620000
21038,0.37,0,1997,2665,LT,4,0.37,654800
21043,0.41,0,2004,3474,LT,5,0.41,857400
21043,0.41,0,2004,3474,LT,5,0.41,741800
21055,0.29,0,2000,2784,LT,4,0.29,696200
21078,0.19,0,1999,1991,LT,4,0.19,540400
21086,0.28,0,2002,2837,LT,4,0.28,729100
21098,0.27,0,2000,2580,LT,4,0.27,691900
21103,0.37,0,2002,2858,LT,4,0.37,773100
21106,0.29,0,2001,2614,LT,4,0.29,612500
21124,0.19,0,2002,2535,LT,4,0.19,495700
21124,0.19,0,2002,2535,LT,4,0.19,566200
21161,0.13,0,2004,2246,LT,4,0.13,548700
21169,0.17,0,2005,2118,LT,4,0.17,492300
21204,0.37,0,2007,3547,LT,5,0.37,918000
21207,0.27,0,2004,3244,LT,5,0.27,870300
21212,0.17,0,2004,2133,LT,4,0.17,534400
21221,0.2,0,2005,1844,LT,4,0.2,490000
21224,0.31,0,2005,2672,LT,4,0.31,678000
21247,0.4,0,2006,2378,LT,4,0.4,510000
21269,0.22,0,2006,3026,LT,4,0.22,720700
21272,0.21,0,2007,2919,LT,5,0.21,704000
21295,0.17,0,2007,2336,LT,4,0.17,560800
21304,0.17,0,2006,2993,LT,4,0.17,697000
21307,0.17,0,2006,2556,LT,4,0.17,612800
21310,0.21,0,2007,3238,LT,5,0.21,845300
21330,0.17,0,2007,2088,LT,4,0.17,539900
21350,0.29,0,2008,3593,LT,5,0.29,892900
21353,0.34,0,2010,4392,LT,5,0.34,1201200
21355,0.28,0,2015,2622,LT,4,0.28,833900
21370,0.45,0,2016,4547,LT,4,0.45,1472600
21587,1.01,0,1980,1472,LT,3,1.01,251800
21684,0.83,0,1973,2386,LT,3,0.83,340000
21705,0.94,0,1976,1087,LT,3,0.94,247000
21705,0.94,0,1976,1087,LT,3,0.94,354400
21745,0.16,0,2012,1880,LT,4,0.16,473700
21747,0.17,0,2006,2285,LT,4,0.17,431000
21765,0.34,0,2008,3675,LT,5,0.34,921800
21765,0.34,0,2008,3675,LT,5,0.34,935900
21770,0.34,0,2007,3503,LT,NULL,0.34,935000
21790,0.2,0,2015,1879,LT,4,0.2,405700
21810,0.19,0,2007,2098,LT,4,0.19,442500
21813,0.18,0,2006,2834,LT,4,0.18,640800
21813,0.18,0,2006,2834,LT,4,0.18,608900
21831,0.24,0,2010,2949,LT,4,0.24,629500
21833,0.25,0,2006,2410,LT,4,0.25,564700
22034,2.57,0,1997,2141,AC,3,2.57,480000
22042,3.39,0,1982,2471,AC,3,3.39,569300
22117,2.92,0,1959,1296,AC,3,2.92,240900
22145,1.42,0,1971,2023,AC,3,1.42,302200
22228,1.05,0,1978,1827,LT,3,1.05,346500
22374,5,0,1964,1758,AC,3,5,331700
22455,1,0,1965,1212,AC,2,1,115200
22495,1,0,2002,3293,UN,4,1,728100
22500,1.05,0,2007,3136,UN,4,1.05,665000
22517,1.01,0,2001,2418,LT,4,1.01,555000
22520,1,0,2003,1999,LT,3,1,472100
22586,1.72,0,1999,3748,LT,5,1.72,995000
22615,1,0,2001,2665,LT,4,1,785000
22623,2,0,2001,3100,LT,4,2,773800
22721,1,0,1998,2646,LT,4,1,602700
22729,1,0,1999,3051,LT,4,1,777500
22741,1.01,0,1998,2357,LT,4,1.01,545900
22807,1.53,0,2004,6387,LT,5,1.53,1594600
22824,1.47,0,1972,2171,UN,3,1.47,343000
22918,1.01,0,1997,2659,LT,4,1.01,566000
22927,1.1,0,1996,2314,LT,4,1.1,527100
22930,1.02,0,1998,2250,LT,4,1.02,611800
23033,9,0,1999,2118,AC,3,9,482000
23064,5,0,1997,2196,AC,3,5,410400
23079,5.16,1022,1998,2073,AC,4,5.16,586500
23099,5.26,1022,2000,2832,AC,4,5.26,428900
23101,5.02,1022,2000,3476,AC,4,5.02,740800
23144,1.03,0,1979,1111,AC,3,1.03,259200
23144,1.03,0,1979,1111,AC,3,1.03,280300
