prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age,abs_subdv_cd
59399,0.38,1371,UN,3,329200,ST. JOHN'S,39,77300
59568,0.1,1376,UN,3,280500,ST. JOHN'S,39,82000
59651,0.06,952,UN,3,165800,ST. JOHN'S,38,82100
59671,0.03,1152,UN,3,200700,ST. JOHN'S,38,82100
60132,0.35,2049,LT,3,376900,ST. JOHN'S,30,78100
60149,0.22,1938,LT,3,388200,ST. JOHN'S,30,78100
60175,0.11,1940,LT,4,510000,ST. JOHN'S,29,78200
60275,0.04,1500,UN,3,248200,ST. JOHN'S,28,78300
60361,0.4,2905,LT,4,656000,ST. JOHN'S,30,78500
60690,0.22,2382,LT,4,531000,ST. JOHN'S,25,83200
60793,0.11,1482,LT,3,354000,ST. JOHN'S,31,79300
61420,0.37,3112,LT,5,689500,ST. JOHN'S,23,81300
61443,0.36,2832,LT,4,668900,ST. JOHN'S,21,81400
61543,0.69,4129,LT,5,1048500,ST. JOHN'S,18,81501
62442,0.06,788,UN,3,102400,ST. JOHN'S,39,234801
62462,0.06,900,UN,3,109000,ST. JOHN'S,39,234801
62582,0.16,1175,UN,3,205000,ST. JOHN'S,40,235000
63624,0.08,2196,LT,4,462200,ST. JOHN'S,14,246500
63796,0.24,2551,LT,4,589100,ST. JOHN'S,11,241501
63893,0.36,1953,LT,3,348800,ST. JOHN'S,25,77200
64025,0.32,1413,LT,3,276800,ST. JOHN'S,21,225300
64148,0.21,1519,LT,4,309500,ST. JOHN'S,26,125702
64211,0.19,1558,LT,4,336000,ST. JOHN'S,25,125704
64228,0.19,1366,LT,4,361500,ST. JOHN'S,22,125704
64231,0.23,2502,LT,4,438900,ST. JOHN'S,22,125704
64314,0.2,1553,LT,4,322200,ST. JOHN'S,21,230800
64334,0.31,1838,LT,4,323800,ST. JOHN'S,18,230800
64746,0.17,2233,LT,4,459500,ST. JOHN'S,10,246100
64875,0.15,2015,LT,4,438600,ST. JOHN'S,12,246100
64958,4.7,2200,AC,3,524300,ST. JOHN'S,41,0
64978,0.19,1637,LT,4,390000,ST. JOHN'S,19,239200
65044,0.13,2112,LT,4,430100,ST. JOHN'S,18,239201
65064,0.13,1707,LT,4,372500,ST. JOHN'S,16,239201
65144,0.22,1611,LT,4,365600,ST. JOHN'S,14,239250
65333,0.21,1680,LT,4,363200,ST. JOHN'S,12,248400
65350,0.13,1872,LT,4,389100,ST. JOHN'S,10,248400
65642,0.34,2770,UN,4,464400,ST. JOHN'S,35,42200
65960,0.23,1361,LT,3,309300,ST. JOHN'S,25,102000
66043,0.58,1463,UN,3,345000,ST. JOHN'S,63,0
66833,0.43,5741,UN,4,738500,ST. JOHN'S,44,42400
67932,0.09,908,UN,3,151900,GAINESVILLE,37,175600
69555,1.12,1623,LT,3,388900,ST. JOHN'S,30,125100
69907,1.45,1978,LT,3,410000,ST. JOHN'S,20,227401
69993,1,1866,LT,3,392000,ST. JOHN'S,19,227406
69996,1,1606,LT,3,373000,ST. JOHN'S,19,227406
70325,1.34,1748,UN,3,322200,ST. JOHN'S,38,71300
70348,1,1404,UN,3,215300,ST. JOHN'S,38,71300
70557,5.09,1300,AC,3,256300,ST. JOHN'S,26,74800
72263,0.1,1433,LT,3,272300,GAINESVILLE,8,28000
73299,0.05,1082,LT,3,251900,GAINESVILLE,7,236402
73866,0.23,1777,UN,3,300400,GAINESVILLE,61,89400
73909,0.25,1176,UN,3,256200,GAINESVILLE,56,89500
74696,0.44,1032,UN,3,150600,GAINESVILLE,70,119800
74845,0.09,984,LT,3,174700,GAINESVILLE,43,103300
75257,0.28,975,UN,3,220000,GAINESVILLE,55,32700
75841,0.23,1593,UN,3,256200,GAINESVILLE,60,95900
76508,0.24,1060,UN,3,137700,GAINESVILLE,82,0
76608,0.72,1240,UN,3,252200,GAINESVILLE,75,156300
77275,0.15,1204,UN,3,228300,GAINESVILLE,80,188100
77278,0.17,754,UN,2,128200,GAINESVILLE,74,188100
78486,1.89,2624,UN,3,426300,GAINESVILLE,67,0
78918,0.06,2044,UN,3,284200,GAINESVILLE,45,0
79027,0.23,1897,UN,3,329800,GAINESVILLE,65,12500
79256,0.32,1762,LT,3,353300,GAINESVILLE,68,98600
79336,0.47,1456,SF,3,393800,GAINESVILLE,81,59800
79379,0.7,2649,LT,3,479600,GAINESVILLE,82,59900
79419,0.36,2192,LT,3,367200,GAINESVILLE,74,60000
79445,0.57,2040,LT,3,499800,GAINESVILLE,64,60000
80132,0.31,1349,UN,3,292400,GAINESVILLE,76,89200
80235,0.31,1956,UN,3,260000,GAINESVILLE,74,103900
80272,0.3,1124,SF,3,168800,GAINESVILLE,87,0
80338,0.69,3068,UN,3,389500,GAINESVILLE,96,0
81108,0.28,1575,UN,3,270300,GAINESVILLE,72,85300
82041,0.24,1189,UN,3,196000,GAINESVILLE,65,31900
82459,0.09,752,UN,3,113400,GAINESVILLE,123,157300
82648,0.41,1286,UN,3,186200,GAINESVILLE,60,33000
82957,0.27,1563,LT,3,245000,GAINESVILLE,17,35000
83080,0.24,984,UN,3,172000,GAINESVILLE,55,61601
83275,0.24,1092,UN,3,241000,ST. JOHN'S,66,154900
83893,0.16,2560,UN,2,148400,GAINESVILLE,75,137600
84228,0.19,682,UN,3,145100,GAINESVILLE,71,137900
84291,1.08,1302,UN,3,230000,GAINESVILLE,99,137003
84766,0.3,1647,UN,3,245000,GAINESVILLE,61,136600
87700,0.31,1729,SF,3,290700,GAINESVILLE,93,25500
88001,0.17,1048,UN,3,204800,GAINESVILLE,28,24500
88081,0.07,713,UN,2,168900,GAINESVILLE,82,16800
88110,0.12,752,SF,3,209800,GAINESVILLE,83,24400
88373,0.07,600,SF,3,93000,GAINESVILLE,92,26000
88473,0.22,552,SF,3,176400,GAINESVILLE,89,26400
88659,0.07,1167,SF,3,327300,GAINESVILLE,93,26701
89011,0.14,1955,SF,4,593900,GAINESVILLE,26,66000
89781,0.23,1391,UN,3,394200,GAINESVILLE,81,61500
89824,0.33,2278,UN,3,406500,GAINESVILLE,77,61500
89887,0.48,2644,UN,3,605200,GAINESVILLE,69,48100
89939,0.21,992,UN,3,271600,GAINESVILLE,73,135500
91479,0.28,720,UN,3,96800,GAINESVILLE,56,73600
91562,0.17,1324,UN,3,188500,GAINESVILLE,65,73600
91865,0.45,1176,LT,3,147400,GAINESVILLE,64,115200
91997,0.39,1140,SF,3,109900,GAINESVILLE,74,0
92638,0.19,1265,UN,3,152600,GAINESVILLE,52,115700
93039,0.13,1131,UN,3,52100,ST. JOHN'S,43,76000
93299,0.25,924,UN,3,200400,ST. JOHN'S,50,75300
93368,0.49,1296,UN,3,183800,ST. JOHN'S,20,110300
93491,0.32,1080,UN,3,80100,ST. JOHN'S,66,123500
93683,0.24,1148,UN,3,77100,ST. JOHN'S,48,113200
93929,0.24,1662,UN,3,97200,ST. JOHN'S,62,257700
94553,2,1535,AC,3,275300,ST. JOHN'S,64,114800
94988,0.53,1470,AC,3,307400,MICANOPY,61,179500
95057,0.25,916,SF,3,161700,MICANOPY,64,127000
97221,1,1704,AC,3,236100,ST. JOHN'S,44,0
97547,0.23,1368,LT,3,153400,ST. JOHN'S,63,0
97885,1.34,1946,UN,3,115400,ST. JOHN'S,55,0
98400,5,1566,AC,3,318600,ST. JOHN'S,73,0
98967,2,1632,AC,3,168800,ST. JOHN'S,66,0
99817,0.57,2232,FF,3,908000,SUWANNEE,43,14300
100069,1.25,1304,LT,3,197000,SUWANNEE,17,14200
100796,1.6,960,FF,3,581600,SUWANNEE,72,0
100919,0.57,1196,FF,3,179200,SUWANNEE,45,31200
100922,0.52,1167,FF,3,262100,SUWANNEE,47,31200
101251,1.2,1702,LT,3,214000,ST. JOHN'S,32,111900
101357,5.28,1989,AC,3,489900,ST. JOHN'S,21,0
102588,0.5,1418,UN,3,239800,HAWTHORNE,55,111700
102886,0.37,1008,LT,3,163300,HAWTHORNE,30,7800
102989,0.35,720,UN,3,158000,HAWTHORNE,65,88400
103020,0.15,1517,UN,2,150300,HAWTHORNE,82,153200
104314,6.92,1756,AC,3,309300,ST. JOHN'S,30,0
105181,0.12,1972,LT,4,434500,ST. JOHN'S,7,251501
105184,0.14,1810,LT,4,435200,ST. JOHN'S,9,251501
105216,0.11,2453,LT,4,487700,ST. JOHN'S,7,251501
105794,0.17,1542,LT,4,416500,SUWANNEE,9,255201
105820,0.28,2736,LT,5,646600,SUWANNEE,5,255201
105937,0.11,2085,LT,4,556900,GAINESVILLE,6,256101
105951,0.14,2450,LT,4,527300,GAINESVILLE,7,256101
106286,0.16,2466,LT,3,430900,NEWBERRY,5,257300
106326,0.1,1412,LT,3,309100,NEWBERRY,7,257100
106372,0.14,1454,LT,3,287100,HIGH SPRINGS,8,246701
106389,0.14,1402,LT,3,310100,HIGH SPRINGS,7,246701
106398,0.14,1555,LT,3,331900,HIGH SPRINGS,6,246701
106441,0.11,1968,LT,3,460600,SUWANNEE,6,242101
106475,0.11,1943,LT,4,455500,SUWANNEE,6,242101
106867,0.45,3527,UN,5,1137500,ST. JOHN'S,6,232140
107540,0.194,2505,LT,5,681400,SUWANNEE,5,255204
300117,0.21,1966,LT,3,519100,ST. JOHN'S,4,2593.01
500354,0.1463,1768,LT,4,496500,SUWANNEE,1,2552.05
1302,5.01,1784,AC,3,375400,SUWANNEE,17,0
2247,2.71,1570,LT,3,308700,HIGH SPRINGS,26,182400
2570,0.36,1204,UN,3,248300,HIGH SPRINGS,17,73000
2928,0.34,1312,LT,3,243500,HIGH SPRINGS,47,64600
3037,1.19,1477,LT,3,181500,HIGH SPRINGS,93,64600
3071,0.34,2120,SF,3,299700,HIGH SPRINGS,66,93500
3283,0.18,1044,UN,3,198800,HIGH SPRINGS,85,64600
3360,0.34,1551,UN,3,237300,HIGH SPRINGS,86,64600
3423,0.25,1657,SF,3,287900,HIGH SPRINGS,95,64600
3873,0.45,1679,LT,3,319500,HIGH SPRINGS,14,45800
3950,0.23,1524,LT,3,300800,HIGH SPRINGS,15,45800
3956,0.46,1040,LT,3,200100,HIGH SPRINGS,60,45800
4176,0.5,1398,UN,3,359800,HIGH SPRINGS,104,0
4302,0.25,1292,LT,3,225000,HIGH SPRINGS,23,180500
4339,0.25,1487,LT,3,288500,HIGH SPRINGS,21,180500
4703,1.01,1981,LT,3,441000,HIGH SPRINGS,13,232400
4969,3.8,2220,LT,3,536100,HIGH SPRINGS,19,228701
5287,1.25,1523,LT,3,355300,HIGH SPRINGS,18,228100
5507,5.03,1788,AC,4,405900,HIGH SPRINGS,23,145600
5968,1,1248,AC,3,259500,SUWANNEE,48,0
7004,4.68,1200,AC,3,329600,SUWANNEE,22,29800
7668,0.2,1369,LT,3,272000,NEWBERRY,19,241900
7697,0.18,1513,LT,3,303800,NEWBERRY,18,241900
7717,0.25,1692,LT,3,316100,NEWBERRY,18,241901
8719,0.72,2290,UN,3,384900,NEWBERRY,53,0
8779,0.17,1656,UN,3,225200,NEWBERRY,45,7600
8948,0.44,2240,UN,3,210200,NEWBERRY,123,138300
11009,9.68,2300,AC,4,455900,SUWANNEE,32,0
11633,5.14,1200,AC,3,421300,SUWANNEE,27,0
12380,0.14,1787,LT,3,315600,HIGH SPRINGS,7,246700
12386,0.14,1402,LT,3,308100,HIGH SPRINGS,6,246700
12406,0.2,1786,LT,3,346800,HIGH SPRINGS,9,246700
12718,0.18,1496,LT,3,340200,ALACHUA,7,238900
13382,0.19,1025,UN,3,200000,ALACHUA,34,2300
13465,0.21,1320,UN,3,257300,ALACHUA,40,2300
13705,0.19,1510,LT,3,270000,ALACHUA,7,245700
13894,0.39,888,UN,3,73100,ALACHUA,69,40400
14017,0.26,1435,UN,3,278600,ALACHUA,18,212900
14112,0.23,780,SF,3,178200,ALACHUA,68,50400
14318,0.29,976,UN,2,81600,ALACHUA,85,3200
14859,0.21,1096,LT,3,132500,ALACHUA,88,50300
15649,0.19,1032,UN,3,171800,ALACHUA,45,159500
16167,0.1,1496,LT,3,264400,ALACHUA,16,246000
16934,10,1364,AC,3,407900,SUWANNEE,11,173900
16997,5.31,1879,AC,4,501500,SUWANNEE,16,40700
17046,21,1882,AC,3,757800,SUWANNEE,40,0
17796,8.29,2878,AC,4,829400,SUWANNEE,10,130900
18079,0.2,1554,UN,3,269400,SUWANNEE,39,43600
18099,0.25,1801,UN,3,337500,SUWANNEE,37,43700
18331,0.19,1452,LT,4,329200,SUWANNEE,28,212600
18391,1,1487,LT,4,341300,SUWANNEE,25,212800
18546,5.96,2933,AC,4,401100,SUWANNEE,50,0
18680,0.99,3768,LT,5,933300,SUWANNEE,17,240001
18855,0.17,1590,LT,3,368600,SUWANNEE,18,239800
19419,1,3130,LT,4,721400,SUWANNEE,19,172000
19682,3.52,4597,LT,5,1088900,SUWANNEE,28,63600
19719,0.06,1255,LT,3,219100,SUWANNEE,34,245300
19768,0.06,1376,LT,3,271700,SUWANNEE,13,245304
19774,0.05,1177,LT,3,268100,SUWANNEE,16,245304
19791,0.05,1133,LT,3,266500,SUWANNEE,16,245304
19828,0.06,1696,LT,3,337300,SUWANNEE,9,245304
19865,0.06,1410,LT,3,165900,SUWANNEE,34,245302
19960,0.29,1608,UN,4,358800,SUWANNEE,18,152500
20051,0.96,2896,UN,4,665600,SUWANNEE,55,156500
20086,1.73,2444,UN,4,625800,SUWANNEE,47,156600
20300,0.25,2443,LT,4,618300,SUWANNEE,5,245500
20415,0.24,2351,LT,4,429400,SUWANNEE,16,230401
20492,0.24,1885,LT,4,367000,SUWANNEE,16,235202
20495,0.22,3244,LT,4,553400,SUWANNEE,16,235202
20601,0.35,2087,LT,4,446400,SUWANNEE,29,193701
20727,0.07,1646,LT,3,278000,SUWANNEE,20,233500
20893,0.35,2574,LT,3,557400,SUWANNEE,12,243500
20916,1.15,1977,UN,3,325400,SUWANNEE,47,151800
20976,1.01,2140,UN,4,527800,SUWANNEE,28,105400
21082,0.18,1865,LT,4,430500,SUWANNEE,23,199301
21116,0.32,4197,LT,5,1038800,SUWANNEE,15,199301
21162,0.16,2366,LT,4,553700,SUWANNEE,21,199304
21354,0.34,3869,LT,5,1179100,SUWANNEE,7,199312
21362,0.34,4578,LT,4,1207200,SUWANNEE,11,199312
21780,0.2,2543,LT,4,512000,SUWANNEE,15,242100
21829,0.23,2677,LT,4,670000,SUWANNEE,18,242100
21929,1.3,1594,UN,3,355500,SUWANNEE,38,58500
22327,5,1542,AC,3,503400,SUWANNEE,46,0
27182,1.79,1584,AC,3,314900,LACROSSE,41,0
28009,1.09,2452,UN,3,391100,ALACHUA,76,0
28550,0.49,2758,LT,4,436700,ALACHUA,18,239001
28699,0.16,1827,LT,4,145600,ALACHUA,28,201500
28885,0.2,1731,LT,4,337300,ALACHUA,19,0
29028,0.18,2081,LT,4,407000,ALACHUA,20,202605
30319,0.11,1320,LT,3,203200,GAINESVILLE,40,200500
30803,0.36,2022,LT,4,430300,GAINESVILLE,24,18100
31447,0.26,2016,LT,3,400800,GAINESVILLE,14,245800
31633,0.29,1366,UN,3,225200,GAINESVILLE,45,142600
31965,0.43,1603,UN,3,304200,GAINESVILLE,50,141600
32214,0.25,1068,UN,3,220200,GAINESVILLE,46,142700
32363,0.25,1552,UN,3,273300,GAINESVILLE,49,142200
32692,0.25,1481,UN,3,225000,GAINESVILLE,42,142500
33027,0.4,1883,LT,4,422900,GAINESVILLE,29,189703
33445,0.04,1192,UN,3,234600,GAINESVILLE,37,128301
33691,0.04,1445,UN,3,271500,GAINESVILLE,33,129701
33777,0.2,1492,LT,3,362700,GAINESVILLE,30,253100
33880,0.21,1525,LT,3,308900,GAINESVILLE,30,74401
33920,0.19,1593,LT,3,354400,GAINESVILLE,28,74402
33980,0.42,2340,LT,4,562400,GAINESVILLE,28,133800
34461,1.17,2361,UN,3,303900,SUWANNEE,46,182100
34501,1.05,2916,UN,3,369000,SUWANNEE,44,182100
34713,1.1,1833,UN,4,381000,SUWANNEE,41,121200
35443,0.18,1522,UN,3,336300,ST. JOHN'S,31,187605
35586,0.4,1787,UN,3,366400,ST. JOHN'S,43,54400
35692,1.09,2562,UN,4,363000,ST. JOHN'S,37,54500
35941,0.35,3634,LT,4,829500,ST. JOHN'S,6,234201
36751,0.24,1322,UN,3,292500,ST. JOHN'S,42,171500
37567,0.56,2656,LT,3,439900,GAINESVILLE,42,63900
37876,0.19,1611,LT,3,300000,GAINESVILLE,31,163602
38351,0.25,1058,UN,3,213600,GAINESVILLE,42,183800
38600,0.13,1852,LT,3,395800,GAINESVILLE,7,249301
38895,0.2,1160,UN,3,270000,GAINESVILLE,47,183500
39101,0.24,1025,UN,3,227200,GAINESVILLE,51,144200
39748,1.01,2200,UN,4,469800,GAINESVILLE,41,37200
39831,0.32,2633,UN,3,456100,GAINESVILLE,36,53200
39917,0.27,1618,UN,3,302000,GAINESVILLE,60,164600
39997,0.58,1852,UN,4,293800,GAINESVILLE,45,114300
40369,0.34,1960,UN,3,336600,GAINESVILLE,48,206400
40435,0.03,988,UN,3,143400,GAINESVILLE,37,0
41042,0.02,1050,UN,3,200700,GAINESVILLE,33,153100
41102,0.02,1050,UN,3,197600,GAINESVILLE,35,153100
41368,0.24,1050,UN,3,188400,ST. JOHN'S,37,8700
41686,0.24,1402,UN,3,274800,ST. JOHN'S,35,108600
41706,0.31,1467,UN,3,309000,ST. JOHN'S,35,108700
41743,0.02,1125,UN,3,171600,ST. JOHN'S,40,196800
41809,0.02,899,UN,3,179800,ST. JOHN'S,41,196800
41892,0.03,923,UN,3,181900,ST. JOHN'S,39,196700
42327,0.23,1409,LT,3,307200,ST. JOHN'S,30,28100
42493,0.21,1494,UN,3,306100,ST. JOHN'S,43,16300
42513,0.22,1284,UN,3,301300,ST. JOHN'S,44,16200
42516,0.23,1288,UN,3,250000,ST. JOHN'S,46,16200
42765,0.52,2753,LT,3,426600,ST. JOHN'S,39,147401
42831,0.43,1674,UN,3,241800,ST. JOHN'S,47,223200
42951,0.14,1518,UN,3,348800,ST. JOHN'S,12,11405
42971,0.23,1678,UN,3,312400,ST. JOHN'S,35,11405
43160,0.25,1815,UN,4,334800,ST. JOHN'S,36,187700
43492,0.02,1787,LT,3,276300,ST. JOHN'S,15,217500
43601,0.17,1678,LT,4,310900,ST. JOHN'S,23,22301
44365,0.21,1918,LT,4,357700,ST. JOHN'S,26,21001
44531,0.22,1859,LT,4,359600,ST. JOHN'S,24,21109
44660,0.15,1807,LT,4,339600,ST. JOHN'S,18,239300
44786,0.16,2031,LT,3,448500,ST. JOHN'S,11,239303
45287,2.25,2881,LT,4,696300,ST. JOHN'S,47,0
45739,0.28,1228,UN,3,243000,ST. JOHN'S,53,214500
46286,0.06,1168,LT,4,357500,GAINESVILLE,19,231800
46366,0.34,2190,UN,3,455700,GAINESVILLE,58,186200
46449,0.35,1735,UN,3,371300,GAINESVILLE,58,186500
46678,0.28,1456,UN,3,273500,GAINESVILLE,59,215100
47096,0.29,1590,UN,3,245000,GAINESVILLE,64,215400
47119,0.36,1735,UN,3,312400,GAINESVILLE,63,215500
47156,0.23,1216,UN,3,282800,GAINESVILLE,59,216200
47196,0.27,1200,UN,3,268300,GAINESVILLE,57,216200
47285,0.23,1315,UN,3,296000,GAINESVILLE,65,188900
47445,0.33,2498,LT,3,493400,GAINESVILLE,60,117100
47763,0.42,2166,UN,3,389100,GAINESVILLE,39,220200
47926,0.31,1928,UN,3,339600,GAINESVILLE,44,75100
48178,0.67,3165,UN,4,501500,GAINESVILLE,38,224900
48444,0.29,1300,UN,3,355400,GAINESVILLE,64,121800
49074,0.33,1934,UN,3,355500,GAINESVILLE,25,16400
49137,0.28,2258,UN,3,453400,GAINESVILLE,61,16104
49383,0.03,1806,UN,3,233000,GAINESVILLE,40,0
49469,0.24,1326,UN,3,254200,GAINESVILLE,66,72800
49526,0.25,1215,UN,3,253300,GAINESVILLE,63,215700
50860,0.02,941,LT,4,216600,GAINESVILLE,25,0
52134,1.9,2134,AC,4,325500,ST. JOHN'S,55,0
52320,1.29,5058,UN,4,668300,ST. JOHN'S,56,29000
52443,0.47,2036,UN,3,261800,ST. JOHN'S,48,28400
52649,0.67,2024,UN,3,363500,ST. JOHN'S,42,214800
53110,1.25,1511,LT,3,314800,ST. JOHN'S,39,0
53213,0.99,1966,LT,3,472100,ST. JOHN'S,33,171400
53505,0.56,2053,UN,4,404000,ST. JOHN'S,33,8801
54647,0.21,1532,LT,4,331700,GAINESVILLE,10,241001
54819,0.07,1200,UN,3,143600,ST. JOHN'S,38,198000
54899,0.05,788,UN,3,79500,ST. JOHN'S,39,197900
55251,0.03,1370,UN,3,188800,GAINESVILLE,36,169300
55271,0.02,1106,UN,3,183000,GAINESVILLE,37,169300
55420,0.03,1106,UN,3,179300,GAINESVILLE,37,169301
55457,0.08,1683,LT,3,211000,GAINESVILLE,38,207702
56439,0.01,1094,UN,3,166700,GAINESVILLE,40,130301
56668,0.02,1178,LT,3,130900,GAINESVILLE,18,135302
58022,0.19,1959,LT,4,414400,ST. JOHN'S,15,241600
58039,0.07,2719,LT,4,385300,ST. JOHN'S,16,241600
58062,0.39,2072,LT,4,494100,ST. JOHN'S,11,241601
58082,0.22,1912,LT,4,460300,ST. JOHN'S,12,241601
58314,5.63,4282,AC,4,699000,ST. JOHN'S,46,0
59078,0.27,1356,UN,3,321500,ST. JOHN'S,37,206700
59436,0.31,2249,UN,4,461300,ST. JOHN'S,42,77300
59665,0.03,1152,UN,3,204000,ST. JOHN'S,39,82100
60017,0.26,2184,UN,3,421600,ST. JOHN'S,33,77600
60246,0.03,1203,UN,3,186200,ST. JOHN'S,29,78300
60249,0.04,1400,UN,3,209500,ST. JOHN'S,27,78300
60707,0.45,3001,LT,5,742100,ST. JOHN'S,29,254500
60827,0.11,1292,LT,3,313600,ST. JOHN'S,31,79300
60956,0.84,3870,LT,5,1021300,ST. JOHN'S,28,79800
61245,0.73,4147,LT,5,1201200,ST. JOHN'S,26,81000
61285,0.29,2276,LT,4,577000,ST. JOHN'S,24,80700
61391,0.19,3238,LT,4,610700,ST. JOHN'S,21,81100
61929,0.19,2389,LT,4,504700,ST. JOHN'S,14,228605
61975,0.14,1563,LT,4,369300,ST. JOHN'S,14,228605
62347,0.11,1168,UN,3,157200,ST. JOHN'S,41,234703
62413,0.06,1144,UN,3,110000,ST. JOHN'S,41,234715
62473,0.08,788,UN,3,102800,ST. JOHN'S,40,234802
62579,0.13,1091,UN,3,152000,ST. JOHN'S,39,235000
63515,5,2471,AC,3,440600,ST. JOHN'S,30,0
63764,0.24,2637,LT,4,483800,ST. JOHN'S,18,241500
64162,0.2,1608,LT,4,345300,ST. JOHN'S,25,125703
64245,0.27,2256,LT,4,453200,ST. JOHN'S,23,125705
64348,0.21,1880,LT,4,402500,ST. JOHN'S,20,230800
64869,0.15,2020,LT,4,450500,ST. JOHN'S,12,246100
64889,0.15,1582,LT,4,364000,ST. JOHN'S,15,246100
64995,0.16,1994,LT,4,385800,ST. JOHN'S,20,239200
65201,0.2,2341,LT,4,466400,ST. JOHN'S,16,239251
65224,0.2,1817,LT,4,364800,ST. JOHN'S,17,239251
65616,0.39,2692,UN,4,477000,ST. JOHN'S,39,42200
65636,0.7,3275,UN,3,381100,ST. JOHN'S,38,42200
67992,0.09,908,UN,3,159300,GAINESVILLE,35,175700
69380,1.08,1866,LT,3,392100,ST. JOHN'S,31,106900
69592,1.44,1516,LT,3,283300,ST. JOHN'S,35,125100
69884,1,1307,LT,3,307300,ST. JOHN'S,19,227400
70525,5.11,2044,AC,3,490200,ST. JOHN'S,26,74800
72065,0.14,800,UN,3,225200,GAINESVILLE,20,92800
72105,0.14,1450,LT,3,192800,GAINESVILLE,19,92801
72154,0.11,992,LT,3,247400,GAINESVILLE,7,28000
72174,0.11,1576,LT,3,280600,GAINESVILLE,6,28000
72964,0.18,1040,LT,3,148500,GAINESVILLE,29,190300
73313,0.09,1372,LT,3,290700,GAINESVILLE,18,236402
73379,0.22,1245,UN,3,264900,GAINESVILLE,42,150400
73419,0.2,1424,UN,3,341300,GAINESVILLE,31,163700
73562,0.18,1147,UN,3,230300,GAINESVILLE,43,206900
73711,0.18,1014,UN,3,222700,GAINESVILLE,46,196200
73731,0.2,1150,UN,3,242000,GAINESVILLE,38,196300
73771,0.28,1224,LT,3,265200,GAINESVILLE,51,89600
74020,0.04,1133,UN,3,213300,GAINESVILLE,39,34600
74650,0.46,1601,UN,3,274400,GAINESVILLE,61,119800
75274,0.25,1176,UN,3,95600,GAINESVILLE,53,32700
75686,0.19,1266,UN,3,237500,GAINESVILLE,63,95800
75835,0.22,1098,UN,3,216700,GAINESVILLE,60,95900
76087,0.24,1286,UN,3,156200,GAINESVILLE,58,96000
76831,0.16,726,UN,3,148900,GAINESVILLE,94,48300
77020,0.2,773,UN,3,105000,GAINESVILLE,74,146100
77186,0.14,832,UN,3,196000,GAINESVILLE,104,188100
77272,0.15,984,UN,3,220500,GAINESVILLE,96,188100
77332,0.15,500,LT,3,116900,GAINESVILLE,72,166000
77438,0.15,792,UN,3,168600,GAINESVILLE,44,166400
77478,0.24,720,UN,3,177000,GAINESVILLE,57,166400
77564,0.16,1473,LT,3,343000,GAINESVILLE,10,244100
79330,0.46,2026,LT,3,402400,GAINESVILLE,78,59700
79682,0.32,1672,LT,3,272600,GAINESVILLE,63,192400
80017,0.15,1125,UN,2,289600,GAINESVILLE,83,183000
81262,0.12,1363,UN,3,418700,GAINESVILLE,82,54100
81434,0.11,999,UN,3,174700,GAINESVILLE,74,53700
81706,0.26,1236,UN,3,290400,GAINESVILLE,65,95500
81829,0.2,1104,UN,3,235200,GAINESVILLE,69,32100
81892,0.21,1104,UN,3,293900,GAINESVILLE,67,32100
82058,0.24,1190,UN,3,251000,GAINESVILLE,65,31900
82095,0.27,1385,UN,3,80900,GAINESVILLE,63,31900
82121,0.35,1505,UN,3,246200,GAINESVILLE,63,32300
82430,0.09,1173,UN,3,199300,GAINESVILLE,16,157300
83346,0.23,1167,UN,3,148400,ST. JOHN'S,61,44400
84322,0.26,912,UN,3,90000,GAINESVILLE,69,137004
84368,0.21,805,UN,3,136200,GAINESVILLE,68,255700
84823,0.14,997,UN,3,185000,GAINESVILLE,56,136600
85404,0.14,1366,LT,3,341400,GAINESVILLE,96,52100
85945,0.33,1898,LT,3,417900,GAINESVILLE,74,114700
87800,0.1,1291,SF,3,276900,GAINESVILLE,11,23400
87823,0.11,1134,SF,3,259400,GAINESVILLE,100,23200
91567,0.43,1404,UN,3,142600,GAINESVILLE,51,73600
91607,0.46,1648,UN,3,196000,GAINESVILLE,54,73600
92420,0.24,1158,UN,3,196500,GAINESVILLE,24,212400
92898,0.24,1124,UN,3,162600,ST. JOHN'S,64,108800
93087,0.13,1131,UN,3,113400,ST. JOHN'S,44,76000
93313,0.23,1566,UN,3,202500,ST. JOHN'S,64,75300
93874,0.51,1344,UN,3,66600,ST. JOHN'S,83,0
94793,1.16,1244,AC,3,225900,ST. JOHN'S,44,0
97913,1.01,1453,UN,3,247400,ST. JOHN'S,54,0
99951,5.03,2064,AC,3,227100,ST. JOHN'S,36,64200
100372,10,1126,AC,3,203900,ST. JOHN'S,122,111400
100721,0.62,2285,FF,5,921600,SUWANNEE,17,0
102350,0.19,1064,UN,3,49000,HAWTHORNE,82,0
102576,0.26,1273,UN,3,161700,HAWTHORNE,58,111700
104634,1,912,AC,3,45200,ST. JOHN'S,53,0
105716,0.15,3625,LT,4,844800,SUWANNEE,8,255200
105905,0.2,2475,LT,4,646800,GAINESVILLE,5,256100
106887,0.54,3284,UN,5,1065000,ST. JOHN'S,1,232140
107405,0.153,1153,UN,3,163100,GAINESVILLE,15,NULL
500806,0.12,1768,LT,5,412400,ST. JOHN'S,1,2630.01
