prop_id,legal_acreage,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,actual_age,abs_subdv_cd
28444,0.78,3404,UN,5,557400,ALACHUA,27,202603
28462,0.2,1492,LT,4,253900,ALACHUA,31,201300
28480,0.3,2774,LT,4,555300,ALACHUA,16,202601
28555,0.09,1420,LT,3,306800,ALACHUA,17,245200
28605,0.11,1420,LT,3,238100,ALACHUA,18,245200
28624,0.09,1263,LT,3,260700,ALACHUA,15,245200
28637,0.13,1578,LT,3,286900,ALACHUA,15,245200
28671,0.18,1297,LT,3,295400,ALACHUA,20,201400
28675,0.18,1232,LT,3,274700,ALACHUA,21,201400
28743,0.1,2487,LT,3,339300,ALACHUA,18,201400
28748,0.18,1691,LT,3,324600,ALACHUA,23,201400
28763,0.14,2129,LT,4,436100,ALACHUA,17,201700
28811,0.21,1897,LT,4,365300,ALACHUA,19,201600
28829,0.28,3192,LT,4,495000,ALACHUA,26,201800
28870,0.22,1816,LT,4,332000,ALACHUA,18,0
28955,0.05,1198,UN,3,228000,ALACHUA,41,200300
28959,0.05,1198,UN,3,220200,ALACHUA,41,200300
28962,0.25,1453,UN,3,257300,ALACHUA,41,200300
28988,0.06,1472,UN,3,203300,ALACHUA,43,200300
29114,0.14,1577,LT,3,316800,ALACHUA,21,202200
29162,0.14,1269,LT,4,281900,ALACHUA,18,202100
29196,0.09,1138,LT,4,206000,ALACHUA,28,202100
29254,0.04,1325,LT,3,266600,ALACHUA,5,225200
29280,0.17,1373,LT,3,306300,ALACHUA,19,202201
29305,0.06,1830,LT,3,284800,ALACHUA,17,240600
29308,0.06,1706,LT,3,280300,ALACHUA,17,240600
29311,0.06,1706,LT,3,273500,ALACHUA,17,240600
29341,0.14,1259,LT,3,264600,ALACHUA,19,202300
29384,0.09,1420,LT,3,258300,ALACHUA,18,202300
29436,0.2,1231,LT,3,280000,ALACHUA,20,202400
29464,0.18,1608,LT,4,307900,ALACHUA,23,202400
29478,0.19,1810,LT,4,338600,ALACHUA,17,202400
29532,0.14,2194,LT,4,375600,ALACHUA,26,202400
29630,0.7,2025,UN,4,373300,ALACHUA,32,50500
29661,0.4,1460,UN,3,305800,ALACHUA,45,50500
29687,0.35,2025,UN,4,385600,ALACHUA,26,50500
29778,0.2,1480,UN,3,278500,ALACHUA,25,50500
29809,0.39,2274,LT,4,396100,ALACHUA,25,33500
29834,0.24,1885,LT,3,358400,ALACHUA,22,33600
29838,0.27,1857,LT,3,320900,ALACHUA,20,33600
29957,1.97,2313,LT,4,445600,ALACHUA,18,21300
30147,0.13,912,LT,3,197400,GAINESVILLE,40,200400
30328,0.13,1610,LT,3,227000,GAINESVILLE,39,200500
30354,0.13,1196,LT,3,211400,GAINESVILLE,38,200500
30365,0.1,1032,LT,3,177300,GAINESVILLE,40,200500
30384,0.11,1152,LT,3,200000,GAINESVILLE,43,200500
30391,0.11,912,LT,3,192200,GAINESVILLE,35,201000
30393,0.12,1410,LT,3,233200,GAINESVILLE,38,201000
30414,0.15,1248,LT,3,124400,GAINESVILLE,36,201000
30420,0.11,1200,LT,3,172100,GAINESVILLE,36,201000
30451,0.1,1056,LT,3,167800,GAINESVILLE,36,201000
30477,0.1,1152,LT,3,197300,GAINESVILLE,28,200900
30496,0.1,1152,LT,3,190800,GAINESVILLE,37,200900
30519,0.1,1392,LT,3,191400,GAINESVILLE,38,200600
30528,0.11,960,LT,3,190000,GAINESVILLE,39,200800
30538,0.11,672,LT,3,152200,GAINESVILLE,37,200800
30548,0.15,1056,LT,3,184600,GAINESVILLE,35,200800
30608,1.35,2252,UN,4,549900,SUWANNEE,21,172300
30735,0.89,3260,LT,4,378800,GAINESVILLE,31,18000
30758,0.63,2279,LT,4,426100,GAINESVILLE,28,18100
30776,0.95,2256,LT,4,454500,GAINESVILLE,30,18200
30799,0.54,2042,LT,4,428600,GAINESVILLE,24,18100
30804,0.35,2575,LT,4,480200,GAINESVILLE,23,18100
30832,0.42,2151,LT,4,432500,GAINESVILLE,26,18300
30902,0.06,1380,LT,3,259700,GAINESVILLE,25,18700
30942,0.06,1207,LT,3,240100,GAINESVILLE,23,230100
30943,0.06,1545,LT,3,252400,GAINESVILLE,23,230100
30954,0.06,1545,LT,3,247200,GAINESVILLE,20,230100
30955,0.06,1380,LT,3,253100,GAINESVILLE,20,230100
30973,0.06,1348,LT,3,246800,GAINESVILLE,21,230000
30974,0.06,1545,LT,3,253700,GAINESVILLE,20,230000
30981,0.06,1545,LT,3,263800,GAINESVILLE,22,230000
31018,0.06,1545,LT,3,257600,GAINESVILLE,17,230003
31046,0.06,1380,LT,3,281900,GAINESVILLE,18,230002
31072,0.06,1380,LT,3,272300,GAINESVILLE,20,230002
31101,0.06,1207,UN,3,237400,GAINESVILLE,26,18502
31139,0.34,1611,UN,4,358400,SUWANNEE,37,17500
31179,0.06,1605,UN,3,264500,GAINESVILLE,25,17800
31183,0.04,1418,UN,3,237200,GAINESVILLE,26,17800
31212,0.05,1038,UN,3,221900,GAINESVILLE,27,17400
31219,0.25,2253,LT,4,393800,GAINESVILLE,29,184700
31245,0.39,2014,LT,4,486100,GAINESVILLE,25,184800
31257,0.32,2553,LT,4,489400,GAINESVILLE,25,184800
31283,0.26,2476,LT,4,495100,GAINESVILLE,24,184900
31310,0.16,2448,LT,3,401000,GAINESVILLE,17,245800
31311,0.14,2137,LT,3,420400,GAINESVILLE,11,245800
31318,0.16,1991,LT,3,392700,GAINESVILLE,14,245800
31327,0.15,1977,LT,3,425600,GAINESVILLE,9,245800
31339,0.13,2078,LT,3,376700,GAINESVILLE,14,245800
31344,0.13,1604,LT,3,324600,GAINESVILLE,11,245800
31356,0.13,1720,LT,3,357000,GAINESVILLE,11,245800
31371,0.13,1897,LT,3,382200,GAINESVILLE,10,245800
31415,0.15,1565,LT,3,297300,GAINESVILLE,13,245800
31433,0.15,2420,LT,3,452000,GAINESVILLE,15,245800
31454,0.14,2572,LT,3,480300,GAINESVILLE,9,245800
31463,0.29,2121,LT,3,430300,GAINESVILLE,10,245800
31487,0.11,1659,LT,3,351500,GAINESVILLE,14,245800
31513,0.25,1913,LT,4,414500,GAINESVILLE,10,245801
31539,0.26,2056,LT,4,433100,GAINESVILLE,10,245802
31543,0.33,2203,LT,4,490100,GAINESVILLE,13,245802
31567,0.28,2352,LT,4,465600,GAINESVILLE,14,245802
31568,0.28,2474,LT,4,506400,GAINESVILLE,16,245802
31622,0.23,928,UN,3,203300,GAINESVILLE,46,142600
31636,0.3,1385,UN,3,260300,GAINESVILLE,46,142600
31654,0.29,1748,UN,3,311700,GAINESVILLE,46,142600
31691,0.21,1895,UN,3,312100,GAINESVILLE,46,142600
31789,0.47,2615,UN,3,359800,GAINESVILLE,43,142100
31826,0.32,1912,UN,3,333100,GAINESVILLE,44,142100
31829,0.29,1560,UN,3,290600,GAINESVILLE,43,142100
31834,0.32,1493,UN,3,282500,GAINESVILLE,45,142100
31938,0.34,1982,UN,3,364000,GAINESVILLE,50,141600
31939,0.3,1955,UN,3,316300,GAINESVILLE,48,141600
31949,0.37,1782,UN,3,326600,GAINESVILLE,48,141600
31953,0.57,2291,UN,3,427700,GAINESVILLE,50,141600
31964,0.43,1934,UN,3,332800,GAINESVILLE,50,141600
32004,0.39,2244,UN,3,292100,GAINESVILLE,49,141700
32007,0.59,1520,UN,3,327300,GAINESVILLE,47,141700
32064,0.4,1384,UN,3,281300,GAINESVILLE,42,141800
32104,0.33,1508,UN,3,284300,GAINESVILLE,46,141800
32116,0.39,1579,UN,3,296400,GAINESVILLE,43,141900
32126,0.38,1800,UN,3,278100,GAINESVILLE,44,141900
32128,0.4,1617,UN,3,324200,GAINESVILLE,38,141900
32151,0.32,1464,UN,3,298200,GAINESVILLE,42,141900
32164,0.3,1435,UN,3,318500,GAINESVILLE,42,141900
32166,0.3,1345,UN,3,293600,GAINESVILLE,42,141900
32179,0.24,918,UN,3,193900,GAINESVILLE,45,142700
32203,0.4,1234,UN,3,245400,GAINESVILLE,38,142700
32222,0.23,1323,UN,3,191800,GAINESVILLE,45,142700
32278,0.23,1704,UN,3,213400,GAINESVILLE,50,142200
32296,0.25,1271,UN,3,265200,GAINESVILLE,48,142200
32312,0.23,1196,UN,3,247500,GAINESVILLE,50,142200
32333,0.25,1572,UN,3,273700,GAINESVILLE,48,142200
32343,0.25,1156,UN,3,231200,GAINESVILLE,49,142200
32344,0.25,1504,UN,3,285600,GAINESVILLE,48,142200
32376,0.24,1148,UN,3,292600,GAINESVILLE,49,142200
32489,0.25,1227,UN,3,263400,GAINESVILLE,47,142300
32495,0.25,1050,UN,3,224600,GAINESVILLE,48,142300
32515,0.25,1603,UN,3,325200,GAINESVILLE,47,142300
32562,0.29,1078,UN,3,232800,GAINESVILLE,43,142400
32580,0.25,1008,UN,3,208100,GAINESVILLE,44,142400
32592,0.25,1630,UN,3,304300,GAINESVILLE,47,142400
32596,0.25,1050,UN,3,231100,GAINESVILLE,46,142400
32621,0.25,1118,UN,3,257600,GAINESVILLE,48,142400
32649,0.25,1641,UN,3,258500,GAINESVILLE,45,142400
32687,0.28,1008,UN,3,241800,GAINESVILLE,43,142500
32742,0.25,1265,UN,3,271100,GAINESVILLE,42,142500
32750,0.26,1496,UN,3,263700,GAINESVILLE,43,142500
32794,0.25,1489,UN,3,269500,GAINESVILLE,45,142500
32985,0.2,1756,LT,4,329200,GAINESVILLE,29,189702
33007,0.21,1834,LT,4,358100,GAINESVILLE,29,189702
33039,0.2,1575,LT,3,357500,GAINESVILLE,29,189704
33058,0.24,1863,LT,4,345800,GAINESVILLE,27,189704
33087,0.15,1482,LT,3,331200,GAINESVILLE,10,245900
33140,0.21,1243,UN,3,216500,GAINESVILLE,35,4601
33181,0.22,1551,LT,4,335000,GAINESVILLE,28,128200
33219,0.2,1666,LT,3,303600,GAINESVILLE,23,127500
33225,0.21,1920,LT,3,350300,GAINESVILLE,30,128200
33234,0.13,1708,LT,3,354400,GAINESVILLE,29,128200
33385,0.18,1961,LT,4,357200,GAINESVILLE,24,128100
33422,0.12,1366,UN,3,250900,GAINESVILLE,34,127401
33438,0.16,1326,UN,3,245000,GAINESVILLE,36,127400
33460,0.03,929,UN,3,188700,GAINESVILLE,39,128301
33480,0.04,1019,UN,3,206000,GAINESVILLE,37,128301
33544,0.05,1351,UN,3,216200,GAINESVILLE,34,128500
33551,0.05,1685,UN,3,218000,GAINESVILLE,34,128600
33571,0.05,1354,UN,3,200900,GAINESVILLE,37,128600
33573,0.05,1185,UN,3,222200,GAINESVILLE,37,128600
33577,0.14,1416,UN,3,255600,GAINESVILLE,34,128900
33806,0.23,1633,LT,3,384100,GAINESVILLE,27,253101
33832,0.24,1267,LT,3,304900,GAINESVILLE,28,253102
33863,0.2,1512,LT,3,299400,GAINESVILLE,28,74401
33875,0.23,1476,LT,3,339600,GAINESVILLE,28,74401
33883,0.21,1482,LT,3,314500,GAINESVILLE,30,74401
33940,0.26,1774,LT,3,314700,GAINESVILLE,28,74402
33944,0.2,1549,LT,3,343000,GAINESVILLE,27,74402
33984,0.43,2533,LT,4,483000,GAINESVILLE,27,133800
33991,0.39,1999,LT,4,495100,GAINESVILLE,29,133800
33993,0.34,2784,LT,4,599000,GAINESVILLE,28,133800
34070,0.42,1718,UN,3,365000,SUWANNEE,44,47300
34082,0.54,2060,UN,3,297100,SUWANNEE,45,47300
34099,0.42,2079,UN,3,260000,SUWANNEE,46,47300
34141,0.37,1344,UN,3,292100,SUWANNEE,43,47100
34152,0.37,1422,UN,3,340400,SUWANNEE,43,47100
34161,0.4,2450,UN,3,427200,SUWANNEE,44,47100
34180,0.52,1252,UN,3,312400,SUWANNEE,43,47100
34191,0.35,1746,UN,3,337100,SUWANNEE,42,47100
34216,0.4,1861,UN,3,355200,SUWANNEE,39,47200
34218,0.65,1860,UN,3,430400,SUWANNEE,40,47200
34264,0.35,1354,UN,3,309200,SUWANNEE,40,47200
34296,0.3,2163,UN,3,326200,SUWANNEE,38,47200
34381,0.39,2530,UN,4,589300,GAINESVILLE,32,8000
34586,1.42,1866,AC,4,335300,SUWANNEE,58,36700
34602,2,2717,AC,3,490000,SUWANNEE,54,36700
34603,2.3,1940,AC,3,229500,SUWANNEE,60,36700
34698,1.02,2493,UN,4,542200,SUWANNEE,39,121200
34702,1.02,1758,UN,4,426400,SUWANNEE,42,121200
34704,1.02,2756,UN,3,532400,SUWANNEE,44,121200
34809,1.04,4600,LT,5,794000,SUWANNEE,24,172200
34843,1.1,4769,LT,5,842800,SUWANNEE,18,236600
34857,1.25,3252,UN,4,673600,SUWANNEE,20,85200
34863,1.09,2653,UN,4,613000,SUWANNEE,35,85200
34943,1.93,2158,UN,5,602500,SUWANNEE,29,84600
35044,0.65,2375,LT,4,425000,ST. JOHN'S,49,167600
35050,0.68,2490,LT,4,435400,ST. JOHN'S,48,167600
35055,0.65,2984,LT,4,420400,ST. JOHN'S,50,167600
35064,0.68,2138,LT,4,367000,ST. JOHN'S,47,167600
35183,4.03,4889,LT,5,988900,ST. JOHN'S,14,195600
35208,1.26,3616,LT,5,874900,ST. JOHN'S,24,218500
35234,0.39,2700,LT,4,658900,ST. JOHN'S,21,218500
35287,0.38,1872,UN,4,361500,ST. JOHN'S,33,187606
35304,0.26,1826,UN,4,357700,ST. JOHN'S,32,187601
35321,0.21,1324,UN,3,229000,ST. JOHN'S,34,187601
35326,0.31,1304,UN,3,275000,ST. JOHN'S,36,187601
35327,0.32,1581,UN,3,300300,ST. JOHN'S,34,187601
35344,0.21,1224,UN,3,288600,ST. JOHN'S,34,187601
35376,0.21,1262,UN,3,352000,ST. JOHN'S,32,187602
35409,0.19,1465,UN,3,335000,ST. JOHN'S,31,187604
35413,0.17,1286,UN,3,302000,ST. JOHN'S,33,187604
35436,0.2,1623,UN,3,321400,ST. JOHN'S,31,187605
35450,0.15,1399,UN,3,311400,ST. JOHN'S,30,187605
35483,0.19,2596,LT,4,633600,ST. JOHN'S,9,247600
35551,0.57,2427,LT,4,453200,ST. JOHN'S,38,0
35569,0.4,1668,UN,3,329300,ST. JOHN'S,46,54400
35597,0.42,3010,UN,4,434500,ST. JOHN'S,45,54400
35639,1.3,3817,LT,5,877800,ST. JOHN'S,29,195500
35688,2.06,3174,UN,4,724300,ST. JOHN'S,38,0
35693,0.73,2536,UN,4,407700,ST. JOHN'S,39,54500
35702,0.42,2214,UN,3,376900,ST. JOHN'S,43,54500
35756,0.4,2168,UN,4,367600,ST. JOHN'S,41,54500
35759,0.4,2336,UN,4,419200,ST. JOHN'S,41,54500
35785,0.82,2686,LT,4,439300,GAINESVILLE,25,107600
35804,0.64,2834,LT,5,549000,GAINESVILLE,28,107600
35816,1.49,3552,LT,5,742500,GAINESVILLE,22,109800
35866,0.44,2918,LT,4,591000,ST. JOHN'S,24,130600
35896,0.57,3070,LT,5,657700,ST. JOHN'S,14,229700
35934,0.33,2755,LT,4,612500,ST. JOHN'S,14,234200
35966,0.42,2450,UN,4,431600,ST. JOHN'S,36,101300
35988,0.47,3124,UN,3,509500,ST. JOHN'S,32,101300
36015,0.68,2567,UN,4,389500,ST. JOHN'S,34,101501
36018,0.57,2430,UN,4,535000,ST. JOHN'S,35,101501
36097,0.66,3318,LT,5,658600,ST. JOHN'S,29,101504
36104,0.46,2847,LT,5,538100,ST. JOHN'S,30,101504
36122,0.5,3368,LT,5,750000,ST. JOHN'S,30,101505
36167,0.4,2424,UN,4,469700,ST. JOHN'S,34,101508
36734,0.24,1392,UN,3,262100,ST. JOHN'S,41,171500
36737,0.24,1708,UN,3,313500,ST. JOHN'S,41,171500
36758,0.24,1798,UN,3,271100,ST. JOHN'S,41,171500
36764,0.24,1554,UN,3,270200,ST. JOHN'S,41,171500
36841,0.39,1428,LT,3,260900,GAINESVILLE,54,143600
36908,0.34,1494,LT,3,337500,GAINESVILLE,52,143800
36990,0.28,1494,LT,3,285400,GAINESVILLE,50,144000
37076,0.18,1585,LT,3,275500,GAINESVILLE,23,31502
37098,0.25,1927,LT,3,338100,GAINESVILLE,25,31502
37100,0.2,1771,LT,3,314900,GAINESVILLE,23,31502
37149,0.17,1862,LT,3,339600,GAINESVILLE,23,31503
37153,0.16,1914,LT,3,348300,GAINESVILLE,23,31503
37192,0.17,1435,LT,3,309000,GAINESVILLE,25,31503
37195,0.17,1871,LT,3,337100,GAINESVILLE,26,31503
37214,0.17,1616,LT,3,332000,GAINESVILLE,21,31504
37297,0.2,1288,LT,3,295100,GAINESVILLE,21,31505
37306,0.29,2192,LT,3,380900,GAINESVILLE,54,135700
37431,0.37,1677,LT,3,302900,GAINESVILLE,50,144400
37442,0.44,1764,LT,3,355200,GAINESVILLE,51,144400
37492,0.37,1572,LT,3,351900,GAINESVILLE,51,144500
37500,0.37,1700,LT,3,308700,GAINESVILLE,50,144500
37535,0.37,1449,LT,3,316000,GAINESVILLE,51,144600
37569,0.42,1687,LT,3,351900,GAINESVILLE,45,63900
37687,0.31,1443,LT,3,221700,GAINESVILLE,64,218100
37696,0.28,1802,LT,3,351600,GAINESVILLE,31,235501
37802,0.2,1859,LT,3,340100,GAINESVILLE,27,54600
37807,0.25,2063,LT,3,371500,GAINESVILLE,32,163500
37826,0.18,1538,LT,3,302900,GAINESVILLE,29,163601
37884,0.2,1609,LT,3,295900,GAINESVILLE,29,163602
37918,0.27,1450,UN,4,301300,GAINESVILLE,48,61200
38016,0.25,1464,UN,4,259100,GAINESVILLE,43,193000
38018,0.2,1709,UN,4,291400,GAINESVILLE,43,193000
38033,0.21,897,UN,3,195500,GAINESVILLE,43,183600
38036,0.21,996,UN,3,226400,GAINESVILLE,44,183600
38041,0.21,1286,UN,3,259900,GAINESVILLE,43,183600
38077,0.22,1250,UN,3,151800,GAINESVILLE,42,183600
38090,0.29,1416,UN,3,150200,GAINESVILLE,43,183600
38116,0.26,1298,UN,3,267800,GAINESVILLE,43,183600
38135,0.2,1281,UN,3,264500,GAINESVILLE,43,183600
38144,0.21,1131,UN,3,257300,GAINESVILLE,43,183600
38159,0.2,1152,UN,3,225200,GAINESVILLE,41,183701
38206,0.38,1250,UN,3,240200,GAINESVILLE,39,183701
38238,0.21,1560,UN,3,276000,GAINESVILLE,41,183701
38245,0.2,1050,UN,3,170000,GAINESVILLE,43,183701
38269,0.2,1551,UN,3,349200,GAINESVILLE,33,37801
38329,0.2399,1279,LT,3,285300,GAINESVILLE,30,37802
38349,0.24,1041,UN,3,227500,GAINESVILLE,42,183800
38383,0.2,1242,UN,3,263600,GAINESVILLE,37,183900
38392,0.2,1198,UN,3,253100,GAINESVILLE,36,183900
38396,0.2,972,UN,3,226600,GAINESVILLE,40,183900
38399,0.2,1223,UN,3,244700,GAINESVILLE,38,183900
38418,0.18,1440,UN,3,258800,GAINESVILLE,40,183900
38467,0.2,1320,UN,3,248300,GAINESVILLE,34,184000
38480,0.2,1335,UN,3,275400,GAINESVILLE,33,184000
38498,0.18,1219,UN,3,270100,GAINESVILLE,33,184000
38540,0.03,1615,UN,3,222400,GAINESVILLE,41,199200
38555,0.03,1068,UN,3,123700,GAINESVILLE,39,199200
38636,0.3,1189,UN,3,246000,GAINESVILLE,53,142900
38651,0.26,1722,UN,3,276900,GAINESVILLE,56,143100
38687,0.23,1219,UN,3,191800,GAINESVILLE,54,143000
38704,0.25,1656,UN,3,281800,GAINESVILLE,54,143200
38711,0.28,1528,UN,3,294000,GAINESVILLE,54,143200
38742,0.22,1474,UN,3,297600,GAINESVILLE,44,183700
38748,0.2,1620,UN,3,279200,GAINESVILLE,44,183700
38790,0.2,1152,UN,3,282200,GAINESVILLE,46,183700
38802,0.2,1501,UN,3,300900,GAINESVILLE,46,183700
38808,0.22,1157,UN,3,235600,GAINESVILLE,45,183700
38842,0.2,1032,UN,3,218400,GAINESVILLE,45,183500
38893,0.2,1276,UN,3,260800,GAINESVILLE,46,183500
38948,0.23,1093,UN,3,225400,GAINESVILLE,48,253800
38972,0.24,1233,UN,3,228400,GAINESVILLE,46,253800
39002,0.24,1144,UN,3,252500,GAINESVILLE,56,143300
39006,0.23,1400,UN,3,284200,GAINESVILLE,57,143300
39060,0.24,1200,UN,3,254800,GAINESVILLE,53,141500
39071,0.22,1144,UN,3,267500,GAINESVILLE,52,141500
39087,0.24,1350,UN,3,265500,GAINESVILLE,51,144200
39112,0.24,1125,UN,3,259100,GAINESVILLE,51,144200
39113,0.24,1267,UN,3,253600,GAINESVILLE,51,144200
39115,0.24,1275,UN,3,263400,GAINESVILLE,50,143900
39134,0.24,1247,UN,3,217400,GAINESVILLE,51,143900
39149,0.26,1482,UN,3,287200,GAINESVILLE,51,143900
39164,0.24,1323,UN,3,275000,GAINESVILLE,51,143900
39195,0.33,2297,UN,3,338600,GAINESVILLE,51,143900
39204,0.31,1324,UN,3,290600,GAINESVILLE,52,143900
39213,0.24,1025,UN,3,241000,GAINESVILLE,49,143900
39261,0.33,1324,UN,3,308900,GAINESVILLE,52,143400
39357,0.36,2162,UN,3,379300,GAINESVILLE,39,171301
39365,0.46,2111,LT,4,429400,GAINESVILLE,35,171302
39426,1,3407,UN,5,946200,GAINESVILLE,42,63400
39451,0.35,2504,UN,4,426100,GAINESVILLE,34,43900
39484,0.54,2132,UN,4,422400,GAINESVILLE,34,43900
39508,1.14,4714,LT,5,1214600,GAINESVILLE,42,57400
39518,1.27,4070,LT,4,722700,GAINESVILLE,42,57300
39527,0.1,1262,LT,3,283100,GAINESVILLE,23,132200
39544,0.1,1150,LT,3,231000,GAINESVILLE,23,149101
39580,0.1,1148,LT,3,169900,GAINESVILLE,24,149101
39584,0.13,1148,LT,3,237000,GAINESVILLE,24,149101
39592,0.2,1376,LT,3,210900,GAINESVILLE,21,149102
39607,0.12,1229,LT,3,260100,GAINESVILLE,21,149102
39633,0.11,1224,LT,3,263400,GAINESVILLE,23,149102
39689,0.1,2100,LT,3,315300,GAINESVILLE,19,237600
39703,0.09,1536,LT,3,305000,GAINESVILLE,19,237600
39715,0.1,1536,LT,3,306000,GAINESVILLE,19,237600
39732,1,2027,UN,4,392000,GAINESVILLE,43,37200
39740,1.22,3103,UN,4,709400,GAINESVILLE,37,37200
39772,0.25,1552,UN,3,308700,GAINESVILLE,47,93100
39776,0.23,1668,UN,3,255200,GAINESVILLE,40,93100
39785,0.24,1591,UN,3,297100,GAINESVILLE,42,93100
39796,0.24,1856,UN,3,365800,GAINESVILLE,47,93100
39850,3.21,3320,LT,5,718900,GAINESVILLE,27,217700
39870,1.2,2556,LT,4,478600,GAINESVILLE,22,212300
39912,0.27,2427,UN,3,325400,GAINESVILLE,55,164600
39934,0.27,1852,LT,3,300700,GAINESVILLE,59,164700
39957,0.27,1503,UN,3,266600,GAINESVILLE,57,63000
39971,0.27,1450,UN,3,325300,GAINESVILLE,58,164800
39998,0.31,2422,UN,3,410400,GAINESVILLE,54,114400
40008,0.3,1982,UN,3,326700,GAINESVILLE,55,114400
40020,0.38,1920,UN,3,349500,GAINESVILLE,49,37300
40061,0.38,1440,UN,3,409800,GAINESVILLE,44,37400
40173,0.36,2000,UN,3,316900,GAINESVILLE,49,93200
40253,0.07,1600,LT,3,398600,GAINESVILLE,15,235300
40282,3.47,4107,AC,4,486600,GAINESVILLE,72,0
40359,0.47,1747,UN,3,309900,GAINESVILLE,45,206400
40399,0.36,2763,UN,3,512000,GAINESVILLE,46,206400
40475,0.03,988,UN,3,169100,GAINESVILLE,37,0
40505,0.35,1695,UN,3,300300,GAINESVILLE,49,206300
40536,0.34,2399,UN,3,363100,GAINESVILLE,48,206300
40545,0.35,1904,UN,3,332100,GAINESVILLE,49,206300
40552,0.34,1796,UN,3,372300,GAINESVILLE,50,206300
40612,0.35,1672,UN,3,279500,GAINESVILLE,53,213300
40801,0.43,2738,UN,3,522100,GAINESVILLE,44,168500
40823,0.58,2330,UN,3,391900,GAINESVILLE,44,168900
40881,0.5,2803,UN,3,471000,GAINESVILLE,42,153000
40882,0.77,3623,UN,4,686000,GAINESVILLE,21,153000
40998,0.02,1050,UN,3,191400,GAINESVILLE,33,153100
41017,0.02,1050,UN,3,195900,GAINESVILLE,33,153100
41024,0.02,1340,UN,3,196400,GAINESVILLE,33,153100
41025,0.02,1340,UN,3,206800,GAINESVILLE,35,153100
41036,0.02,1340,UN,3,247500,GAINESVILLE,35,153100
41038,0.02,1340,UN,3,194400,GAINESVILLE,35,153100
41040,0.02,1050,UN,3,184900,GAINESVILLE,34,153100
41059,0.02,1050,UN,3,212900,GAINESVILLE,35,153100
41098,0.02,1588,UN,3,262200,GAINESVILLE,33,153100
41104,0.05,1492,UN,3,233000,GAINESVILLE,36,0
41113,0.04,1232,UN,3,243000,GAINESVILLE,36,0
41120,0.04,1232,UN,3,188800,GAINESVILLE,36,0
41137,0.04,1232,UN,3,225300,GAINESVILLE,36,0
41151,0.04,1045,UN,3,205800,GAINESVILLE,37,0
41202,0.03,1185,UN,3,304200,GAINESVILLE,35,253900
41262,0.37,1913,UN,3,351900,GAINESVILLE,53,0
41271,0.37,2778,UN,3,335900,GAINESVILLE,58,0
41358,1.1,1902,UN,3,300700,ST. JOHN'S,65,0
41369,0.24,1203,UN,3,316300,ST. JOHN'S,38,8700
41375,0.19,1162,UN,3,256300,ST. JOHN'S,37,8700
41377,0.21,1286,UN,3,232200,ST. JOHN'S,37,8700
41489,0.29,1723,UN,3,382500,GAINESVILLE,49,134700
41549,0.34,1653,UN,3,355200,GAINESVILLE,46,134700
41643,0.66,2499,LT,3,356100,ST. JOHN'S,60,0
41664,0.24,1044,UN,3,207900,ST. JOHN'S,41,108600
41665,0.24,1091,UN,3,227200,ST. JOHN'S,39,108600
41667,0.24,960,UN,3,138500,ST. JOHN'S,41,108600
41731,0.27,1394,UN,3,291800,ST. JOHN'S,36,108700
41744,0.02,1125,UN,3,145600,ST. JOHN'S,40,196800
41802,0.02,899,UN,3,157300,ST. JOHN'S,42,196800
41860,0.02,1057,UN,3,183500,ST. JOHN'S,39,196700
41873,0.02,1141,UN,3,160000,ST. JOHN'S,37,196700
41877,0.02,1057,UN,3,166000,ST. JOHN'S,38,196700
41905,0.02,929,UN,3,187400,ST. JOHN'S,39,196700
41956,0.22,1345,UN,3,335600,ST. JOHN'S,42,89800
41962,0.22,1438,UN,3,318500,ST. JOHN'S,42,89800
41970,0.2,1340,UN,3,288700,ST. JOHN'S,41,89800
42043,0.23,1470,UN,3,279100,ST. JOHN'S,46,13401
42044,0.23,1392,UN,3,307600,ST. JOHN'S,46,13401
42050,0.23,1788,UN,3,371300,ST. JOHN'S,48,13401
42076,0.23,1197,UN,3,266500,ST. JOHN'S,43,13402
42169,0.32,1525,LT,3,318000,ST. JOHN'S,26,28200
42178,0.23,1595,LT,3,300700,ST. JOHN'S,23,28200
42224,1.02,2908,UN,4,615000,ST. JOHN'S,32,165700
42249,1.19,4625,UN,5,1165200,ST. JOHN'S,32,165702
42311,0.24,1259,LT,3,299000,ST. JOHN'S,31,28100
42336,0.19,1437,LT,3,274100,ST. JOHN'S,31,28100
42341,0.2,1467,LT,3,249300,ST. JOHN'S,30,28100
42361,0.28,1756,LT,3,330000,GAINESVILLE,30,28101
42365,0.21,1516,LT,3,308700,GAINESVILLE,30,28101
42525,0.23,1156,UN,3,270800,ST. JOHN'S,46,16200
42532,0.23,1236,UN,3,195000,ST. JOHN'S,45,16200
42567,0.38,1944,UN,3,331900,ST. JOHN'S,64,0
42585,0.32,1584,UN,3,312300,ST. JOHN'S,61,0
42745,0.43,1904,LT,4,314000,ST. JOHN'S,41,147400
42755,0.45,2498,LT,3,438800,ST. JOHN'S,42,147402
42823,0.47,2024,UN,3,438400,ST. JOHN'S,38,223200
42830,0.53,1954,UN,3,331700,ST. JOHN'S,47,223200
42871,0.3,2270,UN,4,421300,ST. JOHN'S,38,133500
