living_area,Count,MAE,MSE,R2,PRD,COD,PRB,Weighted Mean,Average Deviation
2921,1,99013.17043872608,9803607920.32822,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8287973986551611,0.0
2922,2,44353.792570656544,3145252310.9344797,-3.6547091966860634,1.00644992211381,5.851512776620885,"{'PRB': -0.36885391758372976, 'Sig': nan}",0.9194641159904707,0.054149582546592634
2924,1,20425.326668832975,417193969.52853954,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0530587676064564,0.0
2926,2,57059.72159050396,4088981758.595617,-4.168178039514512,1.0001075692950154,6.099529837572728,"{'PRB': -23.97795200781957, 'Sig': nan}",1.1365822264144576,0.06933362939614951
2927,1,62244.29944530252,3874352813.436487,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.144457308004857,0.0
2928,2,20214.728163759573,431458889.97104824,0.8667447405521428,0.9981725125238868,1.6220932578224123,"{'PRB': 0.09919132615157006, 'Sig': nan}",0.9562278130458032,0.015482560896763475
2929,1,511874.58301963157,262015588741.5217,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.1339155832442265,0.0
2930,2,29009.565020241454,1290751244.1076267,0.7155583004141811,0.9931660714105941,6.302650968828488,"{'PRB': 0.39855508518278576, 'Sig': nan}",0.9314016397645736,0.05830182240009829
2931,2,53358.836666586896,3842295645.2785134,0.12265568728139031,0.9972799234420983,11.091152999827006,"{'PRB': 3.125528665504288, 'Sig': nan}",0.939482000186958,0.10391595573923751
2932,1,25783.9251381628,664810795.5303835,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0644375698240305,0.0
2933,1,63645.83026280481,4050791709.8417606,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8280589812335954,0.0
2935,3,46619.89648083588,3285932502.2208123,-0.6880458316469109,1.0031013843387504,9.453750707985314,"{'PRB': -0.4205446979063116, 'Sig': 0.7514105452949891}",0.9162909334218183,0.08843186663603642
2937,1,68814.8229673995,4735479860.034533,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.8955158302430042,0.0
2938,1,58327.410215460404,3402086782.4425945,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.153025414361482,0.0
2943,1,9437.314233446494,89062899.94081178,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",0.9792998825881273,0.0
2949,1,2809.3139120037667,7892244.656177907,,1.0,0.0,"{'PRB': 0.0, 'Sig': nan}",1.0052897763301625,0.0
