legal_acreage,hood_cd,map_id,township_code,range_code,market_area_cd,city_id,yr_blt,living_area,land_type_cd,condition_cd,land_total_acres,sl_price,CENTROID_X,CENTROID_Y,Coord_Ratio
0.17,324432.03,9-20T,9,20,3,1016,1947,956,UN,2,0.17,216800,-82.33227501,29.66093241,-2.775781755
0.15,324432.03,9-20T,9,20,3,1016,1940,1125,UN,2,0.15,253700,-82.33192791,29.66026799,-2.775832232
0.15,324432.03,9-20T,9,20,3,1016,1940,1125,UN,2,0.15,289600,-82.33192791,29.66026799,-2.775832232
0.17,324432.04,9-20T,9,20,3,1016,1956,946,UN,3,0.17,171700,-82.33325155,29.66437785,-2.775492275
1.8,324432.04,9-20T,9,20,3,1016,1950,1421,UN,3,1.8,263100,-82.33456052,29.6636589,-2.775603671
0.2,324432.05,9-20W,9,20,3,1016,2003,1424,LT,4,0.2,383100,-82.32276711,29.66210647,-2.775351345
0.26,324433.02,9-20X,9,20,3,1016,1956,1165,UN,3,0.26,195100,-82.31627663,29.66484653,-2.7748762
0.12,324433.03,9-20X,9,20,3,1016,1941,1363,UN,3,0.12,418700,-82.32067823,29.66238147,-2.775255193
0.12,324433.03,9-20X,9,20,3,1016,1972,1242,UN,3,0.12,259800,-82.32067667,29.66165249,-2.775323347
0.22,324433.04,9-20X,9,20,3,1016,1970,1369,UN,3,0.22,238900,-82.31721251,29.66173493,-2.775198845
0.23,324433.04,9-20X,9,20,3,1016,2006,2339,LT,4,0.23,618800,-82.31721022,29.66244504,-2.77513233
0.31,324433.04,9-20X,9,20,3,1016,1953,2660,UN,3,0.31,546200,-82.31720897,29.66321028,-2.775060696
0.11,324433.04,9-20X,9,20,3,1016,1949,999,UN,3,0.11,174700,-82.31656057,29.66173047,-2.775177283
0.23,324433.04,9-20AA,9,20,3,1016,1949,1279,UN,3,0.23,242500,-82.3110521,29.65955611,-2.77519501
0.58,324433.02,9-20AA,9,20,3,1016,1948,942,UN,3,0.58,307400,-82.31394655,29.66375725,-2.774899546
0.45,324433.02,9-20AA,9,20,3,1016,1948,1326,UN,3,0.45,395300,-82.31368278,29.66352131,-2.774912726
0.27,324433.02,9-20AA,9,20,3,1016,1957,2297,UN,3,0.27,306200,-82.30906764,29.66624141,-2.774502725
0.21,324433.02,9-20AA,9,20,3,1016,1958,1053,UN,3,0.21,195100,-82.30698059,29.66486184,-2.7745614
0.26,324433.02,9-20AA,9,20,3,1016,1958,1236,UN,3,0.26,290400,-82.30784789,29.66595412,-2.774488478
0.23,324433.02,9-20AA,9,20,3,1016,1958,1053,UN,3,0.23,275000,-82.30784616,29.66347174,-2.774720602
0.2,324433.01,9-20Z,9,20,3,1016,1955,1104,UN,3,0.2,235200,-82.30914614,29.67311337,-2.773862827
0.21,324433.01,9-20Z,9,20,3,1016,1957,1104,UN,3,0.21,172200,-82.31105043,29.67199437,-2.774031614
0.21,324433.01,9-20Z,9,20,3,1016,1957,1104,UN,3,0.21,293900,-82.31105043,29.67199437,-2.774031614
0.24,324433.01,9-20Z,9,20,3,1016,1958,1367,UN,3,0.24,181300,-82.30709251,29.67018829,-2.774067077
0.24,324433.01,9-20Z,9,20,3,1016,1958,1190,UN,3,0.24,251000,-82.30615055,29.67018568,-2.774035574
0.27,324433.01,9-20Z,9,20,3,1016,1959,1385,UN,3,0.27,80900,-82.30903156,29.66741936,-2.774391347
0.35,324433.01,9-20Z,9,20,3,1016,1959,1505,UN,3,0.35,246200,-82.31438968,29.67164753,-2.77417658
0.23,324434.02,9-20AB,9,20,3,1016,1960,1118,UN,3,0.23,232000,-82.30376132,29.67191459,-2.773793415
0.09,324434.04,9-20AB,9,20,3,1016,2007,1173,UN,3,0.09,199300,-82.30010814,29.66047948,-2.774739639
0.12,324434.01,9-20AB,9,20,3,1016,1940,960,UN,3,0.12,80200,-82.30088844,29.66937234,-2.773934261
0.12,324434.01,9-20AB,9,20,3,1016,1940,960,UN,3,0.12,155200,-82.30088844,29.66937234,-2.773934261
0.11,324434.01,9-20AB,9,20,3,1016,1935,853,UN,3,0.11,34900,-82.30168207,29.66860336,-2.774032908
0.11,324434.01,9-20AB,9,20,3,1016,1935,853,UN,3,0.11,160000,-82.30168207,29.66860336,-2.774032908
0.18,324434.02,9-20AB,9,20,3,1016,1965,1008,UN,3,0.18,123900,-82.30342365,29.66819711,-2.774129595
0.17,324434.06,9-20AC,9,20,3,1016,1969,971,UN,3,0.17,77000,-82.29229772,29.6632166,-2.774220302
0.17,324434.06,9-20AC,9,20,3,1016,1958,1012,UN,3,0.17,104900,-82.29342429,29.66188563,-2.774382766
0.18,324434.06,9-20AC,9,20,3,1016,1960,1072,UN,3,0.18,187000,-82.29311482,29.65943486,-2.77460158
0.17,324434.06,9-20AC,9,20,3,1016,1958,792,UN,3,0.17,137200,-82.29576949,29.66069492,-2.774573209
0.17,324434.06,9-20AC,9,20,3,1016,1958,792,UN,3,0.17,180000,-82.29576949,29.66069492,-2.774573209
0.37,315401.01,10-20A,10,20,3,0,1974,1231,UN,3,0.37,231100,-82.2676471,29.65525712,-2.774133664
0.25,315401.01,10-20A,10,20,3,0,1968,1144,UN,3,0.25,215000,-82.26813251,29.65450746,-2.774220162
0.24,315401.01,10-20A,10,20,3,0,1967,1360,UN,3,0.24,185200,-82.26726634,29.65357312,-2.774278364
0.32,315401.01,10-20A,10,20,3,0,1975,1144,UN,3,0.32,158900,-82.26670441,29.65525024,-2.77410252
0.23,315401.01,10-20A,10,20,3,0,1960,1495,UN,3,0.23,173700,-82.27062738,29.65072358,-2.774658337
0.23,315401.01,10-20A,10,20,3,0,1962,1167,UN,3,0.23,148400,-82.26886482,29.64992309,-2.774673802
0.57,315401.01,10-20A,10,20,3,0,1966,1472,UN,3,0.57,194800,-82.26970975,29.64915975,-2.774773736
0.38,315401.01,10-20A,10,20,3,0,1955,1612,UN,3,0.38,84800,-82.26615743,29.65150132,-2.77443481
0.38,315401.01,10-20A,10,20,3,0,1955,1612,UN,3,0.38,207800,-82.26615743,29.65150132,-2.77443481
0.38,315401.01,10-20A,10,20,3,0,1952,1360,UN,3,0.38,56800,-82.26675523,29.64950856,-2.774641444
0.26,315401.01,10-20A,10,20,3,0,1954,1188,UN,3,0.26,150000,-82.26527936,29.64923111,-2.77461763
3.48,315400,10-20A,10,20,3,0,2003,1092,AC,3,3.48,153500,-82.26206613,29.65083861,-2.774358837
0.24,315401.01,10-20A,10,20,3,0,1955,1201,UN,3,0.24,148900,-82.27013712,29.65301351,-2.774427533
0.24,315401.01,10-20A,10,20,3,0,1955,1201,UN,3,0.24,155700,-82.27013712,29.65301351,-2.774427533
0.12,315401.01,10-20A,10,20,3,0,2004,1104,LT,3,0.12,199600,-82.2706465,29.64579646,-2.77512013
0.17,315403.01,10-20B,10,20,3,1016,1950,1390,LT,3,0.17,112500,-82.30403447,29.65899816,-2.775010607
0.1,315403.01,10-20B,10,20,3,1016,2021,1231,UN,4,0.1,192800,-82.30466487,29.65697236,-2.775221417
0.22,315403.01,10-20B,10,20,3,1016,1961,1568,UN,3,0.22,215000,-82.30427614,29.65662679,-2.775240648
0.23,315403.02,10-20C,10,20,3,1016,1956,713,UN,3,0.23,75000,-82.29351722,29.65473182,-2.775055182
0.26,315403.01,10-20C,10,20,3,1016,1955,912,UN,3,0.26,90000,-82.2984438,29.65353622,-2.775333208
0.21,315403.02,10-20C,10,20,3,1016,1956,805,UN,3,0.21,136200,-82.29254118,29.65216796,-2.77526221
0.22,315403.03,10-20D,10,20,3,1016,1950,528,UN,2,0.22,57800,-82.30074715,29.64618336,-2.776099242
0.17,315403.01,10-20G,10,20,3,1016,1959,628,UN,3,0.17,132100,-82.30846556,29.65409463,-2.775618901
0.17,315403.01,10-20B,10,20,3,1016,1956,1144,UN,3,0.17,104000,-82.30421243,29.65313493,-2.775565302
0.14,315403.01,10-20G,10,20,3,1016,1967,997,UN,3,0.14,85700,-82.30774023,29.65354709,-2.775645692
0.14,315403.01,10-20G,10,20,3,1016,1967,997,UN,3,0.14,185000,-82.30774023,29.65354709,-2.775645692
0.16,315403.01,10-20G,10,20,3,1016,1984,1264,UN,3,0.16,197900,-82.30846475,29.65354155,-2.775670644
0.14,315403.01,10-20B,10,20,3,1016,2007,1221,UN,3,0.14,206300,-82.30215363,29.65223014,-2.775580563
0.14,145404.05,10-20H,10,20,1,1016,1959,1286,UN,3,0.14,87000,-82.30782303,29.64852308,-2.776118824
0.14,145404.01,10-20E,10,20,1,1016,1995,1352,SF,3,0.14,280000,-82.31557775,29.65077057,-2.776169933
0.29,145404.02,10-20G,10,20,1,1016,1907,1680,SF,3,0.29,303400,-82.31448728,29.65351985,-2.775875772
0.18,145404.01,10-20G,10,20,1,1016,1947,1374,LT,3,0.18,184500,-82.31248882,29.65316265,-2.775841815
0.14,145404.01,10-20E,10,20,1,1016,1927,1366,LT,3,0.14,341400,-82.31820101,29.64756771,-2.776558328
0.08,145404.05,10-20E,10,20,1,1016,1930,817,LT,2,0.08,47500,-82.31667573,29.64565442,-2.776686072
0.13,145404.03,10-20F,10,20,1,1016,1922,1152,SF,3,0.13,418600,-82.32215109,29.65844459,-2.775673244
0.33,145404.01,10-20F,10,20,1,1016,1948,1898,LT,3,0.33,417900,-82.31683404,29.65784551,-2.775550031
0.27,145404.01,10-20F,10,20,1,1016,1950,1061,LT,3,0.27,331100,-82.31673712,29.65915863,-2.77542388
0.71,145404.02,10-20G,10,20,1,1016,1979,1682,SF,2,0.71,276000,-82.31129013,29.65726199,-2.775417709
0.13,145404.03,10-20F,10,20,1,1016,1931,1552,SF,3,0.13,463900,-82.32051601,29.65709413,-2.775744503
0.13,145404.03,10-20F,10,20,1,1016,1931,1552,SF,3,0.13,435000,-82.32051601,29.65709413,-2.775744503
0.25,145404.03,10-20F,10,20,1,1016,1927,1514,SF,3,0.25,511400,-82.319357,29.65534735,-2.775868919
0.11,145405.04,10-20L,10,20,1,1016,1930,1134,SF,3,0.11,286900,-82.32988052,29.64737441,-2.776970378
0.1,145405.07,10-20J,10,20,1,1016,2012,1291,SF,3,0.1,276900,-82.33242639,29.65466207,-2.776373786
0.24,136030.35,10-20J,10,20,1,1016,1932,1322,SF,3,0.24,362700,-82.33191727,29.65367521,-2.776449013
0.11,136030.35,10-20J,10,20,1,1016,1922,1134,SF,3,0.11,259400,-82.33223296,29.65333153,-2.776491838
0.08,136030.35,10-20J,10,20,1,1016,1930,1145,SF,3,0.08,303900,-82.33411033,29.65315141,-2.776572014
0.12,136030.3,10-20J,10,20,1,1016,1947,1144,SF,3,0.12,300500,-82.33611074,29.65467939,-2.776496406
0.18,145404.03,10-20K,10,20,1,1016,1920,1637,SF,4,0.18,394500,-82.32333873,29.6589398,-2.775666941
0.04,145405.51,10-20K,10,20,1,1016,1984,1684,UN,3,0.04,376100,-82.32431464,29.65829765,-2.775759944
0.04,145405.08,10-20K,10-Jan,20,1,1016,1985,1642,UN,3,0.04,320400,-82.32431598,29.65838285,-2.775752016
0.11,145405.02,10-20K,10,20,1,1016,1900,1120,SF,3,0.11,290000,-82.32679914,29.65721375,-2.775945166
0.15,145405.02,10-20K,10,20,1,1016,1940,1782,SF,3,0.15,268300,-82.32880676,29.65411057,-2.776303358
0.07,145405.02,10-20K,10,20,1,1016,1920,1784,SF,3,0.07,248900,-82.32645561,29.6541409,-2.776221233
0.41,145406.03,10-20M,10,20,1,1016,1951,2690,UN,3,0.41,629400,-82.35471761,29.65561655,-2.777036096
0.15,145406.03,10-20M,10,20,1,1016,1973,1510,LT,3,0.15,389000,-82.35240495,29.65331478,-2.777173667
0.13,136030.32,10-20M,10,20,1,1016,1946,1125,SF,3,0.13,288000,-82.35132113,29.65324141,-2.777143989
0.27,145406.03,10-20N,10,20,1,1016,1941,1267,UN,3,0.27,367500,-82.34514063,29.65693032,-2.776590151
0.27,145406.03,10-20N,10,20,1,1016,1941,1267,UN,3,0.27,413000,-82.34514063,29.65693032,-2.776590151
0.35,145406.03,10-20N,10,20,1,1016,1950,2130,UN,3,0.35,321200,-82.34206548,29.6591208,-2.776281402
0.34,145406.03,10-20N,10,20,1,1016,1947,2096,UN,3,0.34,373600,-82.34405564,29.6591279,-2.776347839
0.28,145406.03,10-20N,10,20,1,1016,1969,3179,UN,3,0.28,537000,-82.344384,29.65819856,-2.776445907
0.31,145406.02,10-20M,10,20,1,1016,1937,1209,UN,3,0.31,326300,-82.34855703,29.65844649,-2.776563401
0.33,145406.03,10-20M,10,20,1,1016,1950,2081,UN,3,0.33,389000,-82.35385474,29.65650987,-2.77692335
0.33,145406.03,10-20M,10,20,1,1016,1950,2408,UN,3,0.33,515300,-82.35168251,29.65831507,-2.776681087
0.24,145406.02,10-20M,10,20,1,1016,1950,1445,UN,3,0.24,445400,-82.35103881,29.65837239,-2.776654016
1.01,148400.02,D L CLINCH A,10,20,1,1016,1940,2467,UN,3,1.01,371000,-82.33310728,29.63113397,-2.778601297
0.43,145409.01,10-20R,10,20,1,1016,1973,1404,UN,3,0.43,142600,-82.31130809,29.64025526,-2.77701077
0.46,145409.01,10-20R,10,20,1,1016,1970,1648,UN,3,0.46,196000,-82.30855821,29.64025144,-2.776918353
0.23,315410,10-20T,10,20,3,1016,1932,800,UN,3,0.23,92200,-82.29417296,29.64395661,-2.776086001
0.19,315410.03,10-20S,10,20,3,1016,1961,960,UN,3,0.19,135000,-82.30559441,29.6397576,-2.776864626
0.19,315410.03,10-20S,10,20,3,1016,1963,1308,UN,3,0.19,162800,-82.29964829,29.64008906,-2.776632962
0.19,315410.03,10-20S,10,20,3,1016,1962,960,UN,3,0.19,165000,-82.30083791,29.6404392,-2.776640297
0.2,315410.03,10-20S,10,20,3,1016,1963,1188,UN,3,0.2,180000,-82.30222396,29.63907963,-2.776814428
0.24,315410.03,10-20S,10,20,3,1016,1998,1158,UN,3,0.24,143300,-82.3055659,29.63760317,-2.777065521
0.24,315410.03,10-20S,10,20,3,1016,1998,1158,UN,3,0.24,196500,-82.3055659,29.63760317,-2.777065521
0.15,315410.03,10-20S,10,20,3,1016,1968,1224,UN,3,0.15,90400,-82.2996332,29.64327334,-2.776334188
0.15,315410.03,10-20S,10,20,3,1016,1969,910,UN,3,0.15,78800,-82.30083719,29.64128334,-2.776561198
0.15,315410.03,10-20S,10,20,3,1016,1969,910,UN,3,0.15,204300,-82.30083719,29.64128334,-2.776561198
0.33,315411.03,10-20U,10,20,3,0,1964,1180,UN,3,0.33,225900,-82.28655426,29.63475216,-2.776691156
0.24,315411.03,10-20U,10,20,3,0,1959,1124,UN,3,0.24,162600,-82.28555019,29.63474859,-2.776657609
0.26,315411.04,10-20U,10,20,3,0,1979,2262,UN,3,0.26,215200,-82.28189142,29.63212166,-2.776780292
0.13,315411.04,10-20U,10,20,3,0,1979,1131,UN,3,0.13,113400,-82.28264755,29.63076327,-2.776933108
0.12,315411.05,10-20U,10,20,3,0,2008,1291,LT,3,0.12,186800,-82.28553819,29.6313172,-2.77697875
0.52,315411.03,10-20V,10,20,3,0,1954,720,UN,2,0.52,70500,-82.28882939,29.63822823,-2.776442261
0.22,315411.03,10-20V,10,20,3,0,1960,680,UN,2,0.22,53900,-82.28599301,29.63766879,-2.776398967
5,315412,10-20W,10,20,3,0,1983,1644,AC,3,5,280900,-82.2651995,29.63855093,-2.775614762
1.34,315412,10-20W,10,20,3,0,1915,1196,UN,3,1.34,35000,-82.27136941,29.63893998,-2.775786498
1.34,315412,10-20W,10,20,3,0,1915,1196,UN,3,1.34,53500,-82.27136941,29.63893998,-2.775786498
0.23,315412.03,10-20W,10,20,3,0,1958,1566,UN,3,0.23,202500,-82.26496662,29.63308354,-2.776119013
0.15,315412.04,10-20W,10,20,3,0,1964,672,UN,2,0.15,72500,-82.26847839,29.63026712,-2.776501408
2.28,315414.04,10-20X,10,20,3,0,1978,1950,AC,3,2.28,284100,-82.28702027,29.62518864,-2.777603251
2.28,315414.04,10-20X,10,20,3,0,1978,1950,AC,3,2.28,428400,-82.28702027,29.62518864,-2.777603251
0.51,315400,10-20X,10,20,3,0,1940,1344,UN,3,0.51,66600,-82.30547314,29.62435696,-2.778304125
0.29,145416.01,10-20X,10,20,3,0,1974,1002,UN,3,0.29,40000,-82.30517247,29.62074038,-2.778633194
0.29,145416.01,10-20X,10,20,3,0,1974,1002,UN,3,0.29,179900,-82.30517247,29.62074038,-2.778633194
5.78,218701.01,11-20CAD,11,20,2,0,1980,1862,AC,3,5.78,376900,-82.34112881,29.55576412,-2.785958383
4.39,218701.01,11-20CAD,11,20,2,0,1990,1741,AC,3,4.39,411600,-82.33569006,29.55505584,-2.785841126
7.66,216400,11-20CAD2,11,20,2,0,2016,1702,AC,3,7.66,584100,-82.31476702,29.54292637,-2.786276688
3,216400,11-20CAD2,11,20,2,0,1978,1296,AC,3,3,209800,-82.31176646,29.52785316,-2.787597392
1.16,216400,11-20A,11,20,2,0,1978,1244,AC,3,1.16,225900,-82.25725079,29.50742507,-2.787679731
0.49,216425.01,11-20A,11,20,2,1021,2000,1196,UN,3,0.49,292200,-82.27214645,29.50468279,-2.788443687
0.2,216426.01,11-20B,11,20,2,1021,1959,1040,LT,3,0.2,188800,-82.28177732,29.5079942,-2.788457147
0.54,216426.01,11-20B,11,20,2,1021,2006,1165,UN,3,0.54,275000,-82.28496638,29.49915732,-2.789400575
0.32,216426.01,11-20B,11,20,2,1021,2010,1408,UN,3,0.32,258200,-82.2729311,29.50408587,-2.788526696
0.25,313523.01,8-21A,8,21,3,1028,1938,1799,UN,3,0.25,101300,-82.1705817,29.79135767,-2.758201979
5,314500.42,9-21A,9,21,3,0,1981,2020,AC,3,5,366400,-82.23483922,29.72618922,-2.766410407
5,314500.42,9-21A,9,21,3,0,1981,2020,AC,3,5,285000,-82.23483922,29.72618922,-2.766410407
5,314500.42,9-21A,9,21,3,0,1981,2020,AC,3,5,374900,-82.23483922,29.72618922,-2.766410407
1.01,315500.4,10-21A,10,21,3,0,1969,1453,UN,3,1.01,247400,-82.18694066,29.657305,-2.771220806
0.24,315506.01,10-21A,10,21,3,0,1959,1351,UN,3,0.24,233800,-82.24429785,29.64947139,-2.773887493
0.18,315506.12,10-21A,10,21,3,0,1960,1234,UN,3,0.18,158000,-82.24016293,29.64601545,-2.774071378
0.42,315506.12,10-21A,10,21,3,0,1958,912,UN,2,0.42,209500,-82.24190895,29.64791439,-2.773952591
0.42,315506.12,10-21A,10,21,3,0,1958,912,UN,2,0.42,191800,-82.24190895,29.64791439,-2.773952591
6.74,315507.03,10-21A,10,21,3,0,2001,2344,UN,3,0,437000,-82.25153121,29.63113265,-2.775848368
5.28,315524.12,10-21B,10,21,3,0,1929,2490,AC,2,5.28,368000,-82.15813201,29.6017533,-2.775448169
0.92,216500,21-Nov,11,21,2,0,1993,1864,UN,3,0.92,269700,-82.15764462,29.48587375,-2.786339157
1.01,313633.02,8-22A,8,22,3,0,1997,1880,LT,4,1.01,329200,-82.10677839,29.76336817,-2.758652109
0.53,313600.2,8-22A,8,22,3,0,1957,1402,FF,4,0.53,337100,-82.09413601,29.76122912,-2.758425591
0.48,313600.2,8-22A,8,22,3,0,1957,2811,FF,NULL,0.48,398400,-82.09340133,29.76106347,-2.758416258
5.03,313600.42,8-22B,8,22,3,0,1987,2064,AC,3,5.03,227100,-82.13863444,29.75680518,-2.760331089
1,313633.01,8-22B,8,22,3,0,1980,1950,UN,3,1,232800,-82.09870527,29.75959308,-2.758730775
0.13,313633.03,8-22B,8,22,3,0,1961,720,UN,3,0.13,157400,-82.10188203,29.74676098,-2.760027624
0.13,313633.03,8-22B,8,22,3,0,1961,720,UN,3,0.13,175000,-82.10188203,29.74676098,-2.760027624
10,314600.42,9-22A,9,22,3,0,1900,1126,AC,3,10,200800,-82.14577369,29.74002006,-2.762129062
10,314600.42,9-22A,9,22,3,0,1900,1126,AC,3,10,165400,-82.14577369,29.74002006,-2.762129062
10,314600.42,9-22A,9,22,3,0,1900,1126,AC,3,10,203900,-82.14577369,29.74002006,-2.762129062
3.8,314607.01,9-22A,9,22,3,0,1963,1561,UN,3,3.8,218000,-82.13855299,29.72354004,-2.763417577
0.62,313600.2,9-22A,9,22,3,0,2006,2285,FF,5,0.62,921600,-82.08746454,29.7232813,-2.76172283
0.42,314600.21,9-22A,9,22,3,0,1959,2538,FF,3,0.42,524300,-82.08388137,29.71830555,-2.762064655
0.51,314613.03,9-22B,9,22,3,0,1926,1611,UN,3,0.51,250000,-82.0529817,29.71080978,-2.761721485
0.51,313600.24,9-22B,9,22,3,0,1988,2174,FF,4,0.51,332000,-82.06534607,29.7114965,-2.762073801
0.53,313600.24,9-22B,9,22,3,0,1995,1488,FF,3,0.53,272600,-82.06539082,29.7106729,-2.762151873
18.6,314600.42,9-22B,9,22,3,0,1920,1008,AC,2,18.6,293600,-82.12289371,29.71265266,-2.76390313
6.13,314600.42,9-22B,9,22,3,0,1950,672,AC,3,6.13,62800,-82.10157732,29.70179755,-2.764195574
1.9,314600.42,9-22C,9,22,3,0,1975,1862,AC,3,1.9,285000,-82.06737547,29.70328146,-2.76290603
6,315600.42,10-22B,10,22,3,0,1900,1478,AC,3,6,100500,-82.13367745,29.60262187,-2.77454064
0.19,315626.26,10-22C,10,22,3,1018,1940,1064,UN,3,0.19,49000,-82.08525669,29.59507584,-2.773611973
0.26,315626.01,10-22B,10,22,3,1018,1966,1273,UN,3,0.26,161700,-82.08434674,29.59813319,-2.773294728
0.36,315626.26,10-22D,10,22,3,1018,1952,1074,UN,3,0.36,164900,-82.09118397,29.59170764,-2.774127974
0.62,315626.26,10-22D,10,22,3,1018,1940,558,UN,3,0.62,55000,-82.09444764,29.59260192,-2.774154428
5.28,315600.42,10-22E,10,22,3,0,2000,1804,AC,3,5.28,354500,-82.13340597,29.60033521,-2.774745806
0.14,315600.42,10-22E,10,22,3,1018,2023,1244,LT,3,0.14,233000,-82.08429963,29.58176368,-2.774827779
2.86,216601.01,11-22A,11,22,2,0,1988,1152,AC,3,2.86,216800,-82.06660891,29.56374991,-2.775920144
8.59,216612.01,11-22A,11,22,2,0,2009,785,AC,3,8.59,835000,-82.08790183,29.54293968,-2.778596264
1,217600,12-22CAD,12,22,2,0,1969,912,AC,3,1,45200,-82.10318534,29.4540413,-2.787501535
0.16,125332.02,10-19AR,10,19,1,0,2016,1643,LT,4,0.16,395000,-82.42941356,29.58030791,-2.786631357
0.18,125332.02,10-19AR,10,19,1,0,2016,2736,LT,4,0.18,530100,-82.42718708,29.58080313,-2.786509437
0.18,125332.02,10-19AR,10,19,1,0,2016,2736,LT,4,0.18,559000,-82.42718708,29.58080313,-2.786509437
0.26,224100.01,9-17D,9,17,2,1022,2016,1952,LT,3,0.26,372600,-82.58859279,29.66340775,-2.784190997
0.23,224100.01,9-17D,9,17,2,1022,2017,1899,LT,3,0.23,356700,-82.58955359,29.66411007,-2.784157469
0.14,215202.07,10-18B,10,18,2,0,2015,2181,LT,4,0.14,512500,-82.48310431,29.64623326,-2.782245676
0.15,215212.06,10-18F,10,18,2,0,2015,3625,LT,4,0.15,844800,-82.46850347,29.62902115,-2.783369151
0.31,215212.06,10-18G,10,18,2,0,2015,3039,LT,4,0.31,686800,-82.46483235,29.62558432,-2.78356813
0.31,215212.06,10-18G,10,18,2,0,2015,3039,LT,4,0.31,666000,-82.46483235,29.62558432,-2.78356813
0.34,215212.06,10-18G,10,18,2,0,2017,3592,LT,5,0.34,1011000,-82.4648373,29.62448683,-2.783671419
0.15,215212.06,10-18F,10,18,2,0,2016,1493,LT,4,0.15,406700,-82.46899937,29.62816769,-2.783466066
0.15,215212.06,10-18F,10,18,2,0,2015,2024,LT,4,0.15,506100,-82.46851111,29.62843787,-2.783424205
0.15,215212.06,10-18F,10,18,2,0,2017,1689,LT,4,0.15,441000,-82.46911801,29.6271129,-2.783569168
0.2,125327.02,10-19AM,10,19,1,1016,2017,2475,LT,4,0.2,646800,-82.3967836,29.5964852,-2.784005704
0.23,125327.02,10-19AM,10,19,1,1016,2016,2742,LT,4,0.23,611600,-82.39686176,29.59604267,-2.784049972
0.15,125327.02,10-19AM,10,19,1,1016,2015,1685,LT,4,0.15,349500,-82.39520951,29.59565161,-2.784030931
0.15,125327.02,10-19AM,10,19,1,1016,2015,1685,LT,4,0.15,390000,-82.39520951,29.59565161,-2.784030931
0.18,224100.04,9-17C,9,17,2,1022,2017,3020,LT,3,0.18,376000,-82.60860787,29.65947271,-2.785235215
0.18,215104.09,10-17F,10,17,2,1022,2018,1725,LT,NULL,0.18,374900,-82.60465391,29.63527448,-2.787376036
0.33,215104.09,10-17F,10,17,2,1022,2017,1987,LT,4,0.33,504200,-82.60509973,29.63477916,-2.787437668
0.37,215202.07,10-18B,10,18,2,0,2016,3604,LT,5,0.37,997900,-82.47850932,29.64739116,-2.781982026
0.12,215200.04,9-18H,9,18,1,0,2016,3210,LT,4,0.12,601800,-82.48759918,29.6635887,-2.780769381
0.57,125318.14,10-19AB,10,19,1,0,2017,3575,UN,5,0.57,1200000,-82.45545083,29.63026873,-2.782811441
0.56,125318.14,10-19AB,10,19,1,0,2016,3107,UN,5,0.56,1119000,-82.45554405,29.62818381,-2.783010412
0.5,125318.14,10-19AB,10,19,1,0,2022,2681,UN,NULL,0.5,203800,-82.45553891,29.62155598,-2.783632938
0.47,125318.14,10-19AB,10,19,1,0,2018,3835,UN,NULL,0.47,1188300,-82.45415451,29.6250704,-2.783255985
0.54,125318.14,10-19AB,10,19,1,0,2021,3284,UN,5,0.54,1065000,-82.45359561,29.62811324,-2.782951278
0.54,125318.14,10-19AB,10,19,1,0,2021,3284,UN,5,0.54,1150000,-82.45359561,29.62811324,-2.782951278
0.2102,233208.02,8-18C,8,18,2,1014,2017,1823,LT,3,0.2102,381200,-82.52137535,29.80856866,-2.768377653
0.153,315403.01,10-20B,10,20,3,1016,2007,1153,UN,3,0.153,163100,-82.30199689,29.65222939,-2.775575348
0.194,215212.06,10-18F,10,18,2,0,2018,2757,LT,NULL,0.194,735700,-82.46963882,29.6236429,-2.783912806
0.194,215212.06,10-18F,10,18,2,0,2017,2127,LT,5,0.194,615000,-82.46924127,29.62278437,-2.783980068
0.194,215212.06,10-18F,10,18,2,0,2017,2127,LT,5,0.194,593000,-82.46924127,29.62278437,-2.783980068
0.2298,215212.06,10-18F,10,18,2,0,2018,2332,LT,NULL,0.2298,622100,-82.46771367,29.62293003,-2.783914811
0.2298,215212.06,10-18F,10,18,2,0,2018,2332,LT,NULL,0.2298,584100,-82.46771367,29.62293003,-2.783914811
0.3277,215212.06,10-18F,10,18,2,0,2018,2715,LT,4,0.3277,739200,-82.46771111,29.62235909,-2.783968382
0.1791,224100.04,9-17C,9,17,2,1022,2018,2466,LT,NULL,0.1791,400000,-82.61033392,29.65914977,-2.785323739
0.2342,224100.01,9-17D,9,17,2,1022,2017,2028,LT,3,0.2342,402300,-82.58693881,29.65956236,-2.784496204
0.0844,215104.08,10-17B,10,17,2,1022,2018,1351,LT,NULL,0.0844,269500,-82.60752264,29.64065492,-2.786966849
0.1983,215202.08,10-18C,10,18,2,0,2021,2814,LT,4,0.1983,657700,-82.47293201,29.64736324,-2.781796525
0.0514,154235.03,9-18I,9,18,1,0,2019,1539,LT,NULL,0.0514,319800,-82.47955762,29.66270874,-2.780580774
0.0606,154235.03,9-18I,9,18,1,0,2019,1784,LT,NULL,0.0606,373600,-82.48024326,29.66236107,-2.780636479
0.0606,154235.03,9-18I,9,18,1,0,2019,1824,LT,NULL,0.0606,370000,-82.48105958,29.66340427,-2.78056621
0.03,125315.01,10-19Y,10,19,1,0,2022,1640,LT,NULL,0.03,442300,-82.39680492,29.6227392,-2.781539018
0.18,224100.04,9-17C,9,17,2,1022,2020,3020,LT,NULL,0.18,409900,-82.61127326,29.6588554,-2.785383055
