,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Jonesville,Lincoln_Estates,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
5104,15763,5.25,3006,4.0,ALACHUA,1161500,2010,100,2389.0,1996,2024,0,617.0,1028.0,2892.0,13,27,0,0,3.5,53743,933532.0,6.350025604879401,-82.474073,29.756987,03968-009-000,Alachua_Main,True,0.87,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.292891605416738,592965.5639699711,646708.5639699711,-514791.43603002885,-340566.43603002885,514791.43603002885,340566.43603002885,0.5567873990270953
5132,41644,0.7,2098,3.0,ST. JOHN'S,232000,1975,100,2098.0,1962,2023,0,0.0,249.0,520.0,30,60,0,0,2.0,2333,194867.0,0.8466700806505867,-82.390499,29.684332,06122-004-000,Gainesvilleish_Region,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.555031795132926,283518.2559984483,285851.2559984483,53851.255998448294,88651.2559984483,53851.255998448294,88651.2559984483,1.2321174827519323
5170,82162,0.23,1595,2.0,GAINESVILLE,153100,1977,100,1355.0,1960,2022,0,0.0,264.0,0.0,30,61,0,0,2.0,914,129221.0,0.27819159792805,-82.307204,29.672419,10624-038-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.071758621737919,174863.0931264281,175777.0931264281,22677.09312642811,45642.09312642811,22677.09312642811,45642.09312642811,1.148119484823175
5243,50171,0.34,2084,3.0,GAINESVILLE,519800,1990,100,2084.0,1965,2022,0,0.0,159.0,380.0,30,56,0,0,2.5,9509,432321.0,0.4112397534588565,-82.381481,29.64608,06532-023-000,HighSpringsAGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.633349545737556,306615.4224652825,316124.4224652825,-203675.5775347175,-125705.57753471751,203675.5775347175,125705.57753471751,0.6081654914684157
5254,77454,0.18,972,3.0,GAINESVILLE,136200,1978,100,972.0,1962,2022,0,0.0,0.0,0.0,30,59,0,0,1.0,1303,114466.99999999999,0.21771516359586518,-82.351002,29.684323,08878-018-000,Springtree_B,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.901050291600402,147421.37939433038,148724.37939433038,12524.379394330375,32954.37939433039,12524.379394330375,32954.37939433039,1.0919557958467723
5262,3037,1.19,1477,3.0,HIGH SPRINGS,181500,1984,100,1477.0,1930,2023,0,0.0,0.0,0.0,30,92,0,0,2.0,3110,151165.0,1.4393391371059974,-82.592202,29.834359,00540-001-000,High_Springs_Main,True,0.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.228800671154586,204597.6550222355,207707.6550222355,26207.6550222355,53432.6550222355,26207.6550222355,53432.6550222355,1.1443947935109393
5277,46053,0.1,2340,3.0,GAINESVILLE,298100,2004,100,1673.0,2004,2023,0,667.0,133.0,484.0,18,18,0,0,2.5,1164,252220.99999999997,0.12095286866436955,-82.399806,29.661183,06364-003-025,HighSpringsAGNV,True,0.8200000000000001,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.75501016946368,346282.49119367235,347446.49119367235,49346.49119367235,94061.49119367238,49346.49119367235,94061.49119367238,1.165536703098532
5307,28743,0.1,2487,4.0,ALACHUA,339300,2010,100,1215.0,2006,2024,0,1272.0,66.0,460.0,13,17,0,0,2.5,1020,287385.0,0.12095286866436955,-82.424708,29.761205,05900-110-005,Turkey_Creek,True,0.87,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.873483219627659,389836.70279021165,390856.70279021165,51556.70279021165,102451.70279021165,51556.70279021165,102451.70279021165,1.1519501997943167
5338,9031,0.28,2028,3.0,NEWBERRY,191300,1952,100,2028.0,1929,2022,0,0.0,435.0,0.0,30,92,0,0,2.0,815,161790.0,0.3386680322602348,-82.611367,29.645613,02218-000-000,swNewberry_A,True,0.7,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.288341531662383,217149.54261730958,217964.54261730958,26664.542617309577,55359.54261730958,26664.542617309577,55359.54261730958,1.1393860042723971
5498,6592,2.1,2842,4.0,SUWANNEE,486200,2008,100,1577.0,2008,2023,0,1045.0,756.0,750.0,14,14,0,0,3.5,2214,411056.0,2.5400102419517605,-82.606088,29.736002,01751-015-000,HighSprings_B,True,0.86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.234660464195851,559422.602703633,561636.602703633,75436.60270363302,148366.60270363302,75436.60270363302,148366.60270363302,1.1551554971279987
5512,49412,0.26,1236,3.0,GAINESVILLE,334300,1985,100,1236.0,1956,2023,0,0.0,24.0,0.0,30,66,0,0,2.0,360,283795.0,0.31447745852736086,-82.376862,29.656849,06484-022-000,HighSpringsAGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.200404253679423,198869.5286340871,199229.5286340871,-135070.4713659129,-84925.4713659129,135070.4713659129,84925.4713659129,0.5959603010292763
5528,16376,8.0,2438,4.0,SUWANNEE,352800,1994,100,2438.0,1986,2024,0,0.0,90.0,0.0,29,37,0,0,2.5,36999,262881.0,9.676229493149563,-82.535028,29.745804,04000-007-000,HighSprings_B,False,0.71,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.879656175580914,392250.59033105953,429249.59033105953,76449.59033105953,129369.59033105953,76449.59033105953,129369.59033105953,1.2166938501447266
5613,2343,1.03,1667,3.0,HIGH SPRINGS,434300,1997,100,1667.0,1996,2024,0,0.0,214.0,567.0,26,27,0,0,2.0,7669,361486.0,1.2458145472430064,-82.561732,29.815234,00256-020-013,High_Springs_Main,True,0.74,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.458399046261103,257403.2103429202,265072.2103429202,-169227.7896570798,-104082.78965707979,169227.7896570798,104082.78965707979,0.6103435651460286
5634,15799,5.51,2339,4.0,ALACHUA,658200,1991,100,2339.0,1986,2022,0,0.0,310.0,522.0,30,35,0,0,2.0,820,558650.0,6.6645030634067615,-82.478724,29.759071,03968-048-000,Alachua_Main,True,0.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.849772461491042,380702.10113495495,381522.10113495495,-276677.89886504505,-177947.89886504505,276677.89886504505,177947.89886504505,0.5796446386128152
5836,3432,0.2,1442,3.0,HIGH SPRINGS,142000,1978,100,1266.0,1914,2022,0,0.0,356.0,0.0,30,107,0,0,1.0,1068,119631.99999999999,0.2419057373287391,-82.60508,29.830827,00861-000-000,High_Springs_Main,True,0.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.045644100806506,170355.7370957635,171423.7370957635,29423.7370957635,50723.737095763514,29423.7370957635,50723.737095763514,1.2072094161673486
5867,46712,0.33,1421,3.0,GAINESVILLE,211800,1976,100,1421.0,1976,2022,0,0.0,140.0,440.0,30,45,0,0,2.0,1458,178572.0,0.39914446659241953,-82.385161,29.659862,06385-020-002,HighSpringsAGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.400923747354774,243026.00847455164,244484.00847455164,32684.008474551636,64454.008474551636,32684.008474551636,64454.008474551636,1.1543154318911786
5913,14016,0.28,1386,3.0,ALACHUA,240200,2017,100,1386.0,2017,2023,0,0.0,64.0,396.0,5,5,0,0,2.0,594,203575.99999999997,0.3386680322602348,-82.487758,29.792875,03308-000-000,Alachua_Main,True,0.95,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.486149094150884,264646.19353063067,265240.19353063067,25040.19353063067,61070.1935306307,25040.19353063067,61070.1935306307,1.1042472669884706
5954,76942,0.87,2799,3.0,GAINESVILLE,333300,1994,100,1635.0,1952,2024,0,801.0,843.0,0.0,29,71,0,0,4.0,26665,256640.0,1.052289957380015,-82.336032,29.684582,08561-000-000,MidtownEast_C,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.763926365127109,349383.8191173722,376048.8191173722,42748.819117372215,92743.81911737222,42748.819117372215,92743.81911737222,1.1282592832804448
5957,91042,0.23,1946,3.0,GAINESVILLE,280000,1994,100,1946.0,1978,2024,0,0.0,178.0,432.0,29,45,0,0,3.0,2880,235120.0,0.27819159792805,-82.336331,29.633162,15699-059-022,MidtownEast_A,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.660791770935509,315146.1476281345,318026.1476281345,38026.147628134524,80026.14762813452,38026.147628134524,80026.14762813452,1.1358076701004804
5960,4805,5.01,1500,3.0,HIGH SPRINGS,272400,2002,100,1500.0,1999,2022,0,0.0,68.0,720.0,19,22,0,0,2.0,3294,228246.0,6.059738720084914,-82.62573,29.799779,01482-020-023,High_Springs_Main,True,0.81,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.619411625179742,302371.48559665773,305665.48559665773,33265.48559665773,74125.48559665773,33265.48559665773,74125.48559665773,1.1221199911771575
5978,48083,0.56,2180,4.0,GAINESVILLE,373600,2000,100,1829.0,1973,2022,0,0.0,351.0,600.0,21,48,0,0,2.0,6835,310725.0,0.6773360645204696,-82.363801,29.667512,06426-089-000,MidtownEast_B,True,0.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.912386518555028,405301.50201970915,412136.50201970915,38536.50201970915,94576.50201970915,38536.50201970915,94576.50201970915,1.103149095341834
5996,15976,0.51,1118,3.0,ALACHUA,146100,1982,100,1118.0,1980,2023,0,0.0,0.0,0.0,30,42,0,0,2.0,347,123838.0,0.6168596301882847,-82.516489,29.763831,03980-003-013,Alachua_Main,True,0.7,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.00685416310304,163874.17112841585,164221.17112841585,18121.171128415852,40036.17112841585,18121.171128415852,40036.17112841585,1.124032656594222
6021,102442,0.26,1968,3.0,HAWTHORNE,148500,1980,100,1344.0,1966,2023,0,0.0,624.0,0.0,30,56,0,0,2.0,1861,124364.0,0.31447745852736086,-82.085735,29.586737,19490-000-000,Hawthorne,True,0.7,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.061273635416974,173039.2342633617,174900.2342633617,26400.234263361694,48675.23426336169,26400.234263361694,48675.23426336169,1.177779355308833
6042,65636,0.7,3275,3.0,ST. JOHN'S,381100,1990,100,3274.5,1986,2024,0,0.0,0.0,763.5,30,37,0,0,4.0,14920,309015.0,0.8466700806505867,-82.377201,29.597053,07143-020-024,HighSprings_A,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.918195696926592,407662.8227653738,422582.8227653738,41482.8227653738,98647.8227653738,41482.8227653738,98647.8227653738,1.108850230294867
6044,79236,0.39,1922,3.0,GAINESVILLE,339900,1999,100,1922.0,1953,2024,0,0.0,72.0,0.0,24,70,0,0,3.0,2806,286109.0,0.4717161877910413,-82.344112,29.665723,09020-007-000,EastMidtownEastA,True,0.76,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.814637689816534,367558.47102772165,370364.47102772165,30464.47102772165,81449.47102772165,30464.47102772165,81449.47102772165,1.089627746477557
6050,93637,0.36,1520,3.0,ST. JOHN'S,200900,1994,100,1520.0,1960,2024,0,0.0,144.0,0.0,29,63,0,1,2.0,737,170028.0,0.43543032719173036,-82.288185,29.627681,16206-007-000,Newmans_Lake,True,0.71,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.332586289564476,226972.98704130875,227709.98704130875,26809.98704130875,56944.98704130875,26809.98704130875,56944.98704130875,1.1334494128487245
6079,79341,0.29,3472,3.0,GAINESVILLE,396900,1985,100,2866.0,1954,2024,0,0.0,606.0,0.0,30,69,0,0,3.0,11764,325601.0,0.3507633191266717,-82.340759,29.660553,09080-000-000,EastMidtownEastA,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.04172257199653,461262.498964862,473026.498964862,76126.49896486202,135661.49896486202,76126.49896486202,135661.49896486202,1.1918027184803779
6087,84202,0.23,713,3.0,GAINESVILLE,75000,1994,100,713.0,1956,2024,0,0.0,0.0,0.0,29,67,0,0,1.0,128,63622.0,0.27819159792805,-82.293517,29.654732,11163-018-000,EastGNV,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.424253933178306,91514.61206180442,91642.61206180442,16642.612061804422,27892.612061804422,16642.612061804422,27892.612061804422,1.2219014941573922
6143,50585,0.37,1700,3.0,GAINESVILLE,260000,2014,100,1700.0,1969,2024,0,0.0,147.0,0.0,9,54,0,0,2.0,575,220425.0,0.4475256140581673,-82.400626,29.657904,06549-041-000,HighSpringsAGNV,True,0.91,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.668277323599543,317514.04215589346,318089.04215589346,58089.04215589346,97089.04215589346,58089.04215589346,97089.04215589346,1.2234193929072825
6148,48098,0.46,2400,4.0,GAINESVILLE,429400,2008,100,1401.0,1974,2022,0,999.0,36.0,480.0,13,47,0,0,3.0,3138,361852.0,0.5563831958561,-82.36374,29.673052,06426-100-014,MidtownEast_B,True,0.87,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.075378880256121,477051.0943902727,480189.0943902727,50789.09439027269,115199.09439027269,50789.09439027269,115199.09439027269,1.1182792137640258
6161,67032,0.4,986,3.0,ST. JOHN'S,130100,1968,100,946.0,1955,2023,0,0.0,40.0,0.0,30,67,0,0,2.0,1328,109257.0,0.4838114746574782,-82.348238,29.618858,07250-058-000,HighSprings_A,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.031644361510015,167987.41779612572,169315.41779612572,39215.41779612572,58730.41779612572,39215.41779612572,58730.41779612572,1.3014251944360162
6162,77497,0.25,1532,3.0,GAINESVILLE,182300,1983,100,1532.0,1950,2023,0,0.0,300.0,0.0,30,72,0,0,3.0,1520,153435.0,0.30238217166092385,-82.337951,29.684721,08936-001-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.269819854433685,213164.58683112505,214684.58683112505,32384.586831125052,59729.58683112505,32384.586831125052,59729.58683112505,1.1776444697264128
6196,65908,1.0,912,3.0,ST. JOHN'S,201400,2016,100,912.0,1963,2023,0,0.0,6.0,0.0,6,59,0,0,1.0,406,170784.0,1.2095286866436954,-82.339786,29.590491,07172-000-000,HighSprings_A,True,0.94,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.305125183532255,220824.86130403943,221230.86130403943,19830.861304039427,50040.86130403943,19830.861304039427,50040.86130403943,1.0984650511620626
6216,81408,0.22,1369,3.0,GAINESVILLE,238900,1987,100,1177.0,1970,2022,0,0.0,308.0,0.0,30,51,0,0,2.0,563,202502.0,0.266096311061613,-82.317213,29.661735,10416-001-000,Duck_Pond,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.470248635780962,260471.47566700596,261034.47566700596,22134.475667005958,57969.47566700596,22134.475667005958,57969.47566700596,1.0926516352741982
6217,81458,0.23,1788,3.0,GAINESVILLE,207000,1973,100,1369.0,1949,2022,0,0.0,419.0,0.0,30,72,0,0,3.0,890,175060.0,0.27819159792805,-82.311775,29.661266,10461-000-000,MidtownEast_C,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.349036511014452,230737.62259031174,231627.62259031174,24627.622590311745,55677.622590311745,24627.622590311745,55677.622590311745,1.118974022175419
6220,85402,0.14,1248,3.0,GAINESVILLE,400800,2005,100,1248.0,1927,2022,0,0.0,176.0,0.0,16,94,0,0,1.0,2633,338046.99999999994,0.1693340161301174,-82.318199,29.647843,12020-003-000,MidtownEast_A,True,0.84,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.357213092733993,232632.00183626654,235265.00183626654,-165534.99816373346,-105414.9981637334,165534.99816373346,105414.9981637334,0.5869885275355952
6249,24719,0.57,2052,2.0,SUWANNEE,108300,1960,100,2052.0,1940,2023,0,0.0,0.0,0.0,30,82,0,0,1.0,4370,87685.0,0.6894313513869064,-82.473697,29.546752,04732-000-000,HighSprings_E,True,0.7,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.987957320127585,160806.54218469505,165176.54218469505,56876.54218469505,73121.54218469505,56876.54218469505,73121.54218469505,1.5251758281135277
6267,40296,1.25,1420,3.0,GAINESVILLE,288700,2008,100,1420.0,1977,2023,0,0.0,16.0,520.0,14,45,0,0,2.0,2907,242488.0,1.5119108583046195,-82.374914,29.681615,06102-008-000,MidtownEast_B,False,0.86,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.657137970903637,313996.7677047961,316903.7677047961,28203.767704796104,71508.7677047961,28203.767704796104,71508.7677047961,1.097692302406637
6304,106531,1.0,5647,6.0,SUWANNEE,2127300,2019,100,3482.0,2016,2023,0,2165.0,1062.0,1035.0,3,6,0,0,4.0,33683,1774522.0,1.2095286866436954,-82.462393,29.62652,04427-111-176,Tioga_B,True,0.97,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13.994612354074846,1196142.5006248648,1229825.5006248648,-897474.4993751352,-578379.4993751352,897474.4993751352,578379.4993751352,0.5781156868447632
6348,79428,0.5,2797,3.0,GAINESVILLE,425400,2005,100,2797.0,1957,2023,0,0.0,675.0,0.0,17,65,0,0,2.0,1230,360360.0,0.6047643433218477,-82.350764,29.663125,09137-000-000,EastMidtownEastA,True,0.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.092647941379859,485360.86334150727,486590.86334150727,61190.86334150727,125000.86334150727,61190.86334150727,125000.86334150727,1.1438431202198103
6355,87866,0.08,1145,3.0,GAINESVILLE,303900,1975,100,595.0,1930,2023,0,550.0,168.0,0.0,30,92,0,0,1.0,870,257445.0,0.09676229493149564,-82.33411,29.653151,13707-000-000,MidtownEast_A,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.084583990899542,177120.22015269456,177990.22015269456,-125909.77984730544,-80324.77984730544,125909.77984730544,80324.77984730544,0.5856868053724731
6357,89734,1.06,1992,2.0,GAINESVILLE,271300,1976,100,1992.0,1956,2023,0,0.0,28.0,0.0,30,66,0,0,2.0,1668,228937.0,1.2821004078423173,-82.346893,29.659983,15252-000-000,EastMidtownEastA,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.61986266190059,302507.89700096304,304175.89700096304,32875.89700096304,73570.89700096304,32875.89700096304,73570.89700096304,1.1211791264318578
6367,504426,0.25,2064,3.0,ST. JOHN'S,188800,1975,100,2064.0,1960,2023,0,0.0,234.0,0.0,30,62,0,0,2.0,8401,152079.0,0.30238217166092385,-82.163971,29.485747,18354-039-027,WaldoRural_C,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.202098568647841,199206.7618621925,207607.7618621925,18807.761862192507,47127.76186219251,18807.761862192507,47127.76186219251,1.0996173827446638
6370,2179,4.0,1470,3.0,SUWANNEE,242400,2003,100,870.0,1957,2024,0,0.0,600.0,0.0,20,66,0,0,1.0,12203,193837.0,4.838114746574782,-82.563604,29.840847,00242-001-000,HighSprings_B,False,0.8,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.48303930134604,263824.47704838373,276027.47704838373,33627.477048383735,69987.47704838373,33627.477048383735,69987.47704838373,1.1387272155461374
6380,15898,5.0,1385,3.0,ALACHUA,409800,2001,100,1385.0,1964,2024,0,0.0,37.0,0.0,22,59,0,0,2.0,1952,346378.0,6.047643433218478,-82.49249,29.763938,03971-001-000,Alachua_Main,False,0.78,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.395070433747463,241607.6561123529,243559.6561123529,-166240.3438876471,-104770.34388764709,166240.3438876471,104770.34388764709,0.5943378626460539
