,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Jonesville,Lincoln_Estates,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,QuailCreekish,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,Westchesterish,WildsPlantation,swNewberry_A,swNewberry_B,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
2134,73898,0.25,1196,3.0,GAINESVILLE,160700,1970,100,1196.0,1971,2023,0,0.0,80.0,494.0,30,51,0,0,2.0,1826,134769.0,0.30238217166092385,-82.350854,29.691709,07918-025-023,Springtree_B,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.199710432324192,198731.59656385725,200557.59656385725,39857.59656385725,63962.59656385725,39857.59656385725,63962.59656385725,1.2480248697190868
2138,89605,0.22,2054,3.0,GAINESVILLE,689500,2000,100,2054.0,1936,2023,0,0.0,81.0,0.0,22,86,0,0,2.0,2212,583863.0,0.266096311061613,-82.349588,29.653862,15165-000-000,EastMidtownEastA,True,0.78,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.787257309998681,357631.1081606597,359843.1081606597,-329656.8918393403,-226231.89183934027,329656.8918393403,226231.89183934027,0.5218899320676719
2168,42571,0.38,1008,3.0,ST. JOHN'S,153800,1964,100,1008.0,1959,2023,0,0.0,0.0,228.0,30,63,0,0,1.0,288,130441.99999999999,0.4596209009246043,-82.394359,29.675348,06176-002-000,Gainesvilleish_Region,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.0273537807045,167268.1982439119,167556.1982439119,13756.198243911902,36826.19824391192,13756.198243911902,36826.19824391192,1.089442121221794
2169,42580,0.32,1008,3.0,ST. JOHN'S,133300,1965,100,1008.0,1960,2023,0,0.0,60.0,0.0,30,62,0,0,1.0,230,113074.99999999999,0.3870491797259826,-82.393979,29.67495,06177-007-000,Gainesvilleish_Region,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.939001111319378,153123.66032109235,153353.66032109235,20053.66032109235,40048.660321092364,20053.66032109235,40048.660321092364,1.1504400624237985
2177,42894,0.3,1581,3.0,ST. JOHN'S,187800,1975,100,1581.0,1973,2023,0,0.0,30.0,520.0,30,49,0,0,2.0,2024,157606.0,0.36285860599310865,-82.414273,29.676124,06224-008-000,Gainesvilleish_Region,True,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.358580690781984,232950.36655574222,234974.36655574222,47174.36655574222,75344.36655574222,47174.36655574222,75344.36655574222,1.251194710094474
2207,87817,0.24,1322,3.0,GAINESVILLE,362700,1981,100,1322.0,1932,2023,0,0.0,96.0,0.0,30,90,0,0,1.0,3037,305258.0,0.2902868847944869,-82.331917,29.653675,13669-000-000,MidtownEast_A,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.252224996545145,209446.78919170963,212483.78919170963,-150216.21080829037,-95811.21080829037,150216.21080829037,95811.21080829037,0.5858389555878402
2226,39788,0.24,2132,3.0,GAINESVILLE,216500,1977,100,2132.0,1977,2023,0,0.0,39.0,0.0,30,45,0,0,2.0,3011,181014.0,0.2902868847944869,-82.364596,29.687541,06092-014-030,Springtree_B,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.41158514653695,245630.86680631133,248641.86680631133,32141.86680631133,64616.86680631133,32141.86680631133,64616.86680631133,1.1484612785510915
2281,86009,0.34,1350,3.0,GAINESVILLE,199900,2005,100,1140.0,1955,2023,0,0.0,305.0,0.0,17,67,0,0,2.0,436,169478.99999999997,0.4112397534588565,-82.309855,29.655913,12549-031-000,MidtownEast_C,True,0.83,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.350247442093707,231017.19918849246,231453.19918849246,31553.199188492465,61538.199188492494,31553.199188492465,61538.199188492494,1.1578449184016633
2286,103878,1.63,2071,3.0,ST. JOHN'S,265200,1977,100,2071.0,1977,2023,0,0.0,48.0,0.0,30,45,0,1,2.0,2467,222953.0,1.9715317592292234,-82.064548,29.564019,19961-004-000,WaldoRural_C,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.645548883783677,310378.8365607716,312845.8365607716,47645.836560771626,87425.83656077163,47645.836560771626,87425.83656077163,1.1796600171974798
2287,103966,10.0,2322,3.0,ST. JOHN'S,261800,1983,100,1897.0,1976,2023,0,425.0,135.0,0.0,30,46,0,0,2.0,10435,212095.0,12.095286866436956,-82.100477,29.549256,19988-000-000,WaldoRural_C,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.532910748230766,277315.3951879788,287750.3951879788,25950.395187978807,65220.39518797881,25950.395187978807,65220.39518797881,1.0991229762718824
2358,52703,3.0,1976,3.0,ST. JOHN'S,266200,1978,100,1400.0,1963,2023,0,576.0,144.0,0.0,30,59,0,0,2.5,5295,220975.0,3.6285860599310866,-82.45409,29.658937,06657-003-000,Gainesvilleish_Region,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.560270601172375,285007.4505450378,290302.4505450378,24102.450545037806,64032.450545037806,24102.450545037806,64032.450545037806,1.090542639162426
2400,82420,0.09,624,3.0,GAINESVILLE,169100,2012,100,624.0,1982,2023,0,0.0,0.0,0.0,10,40,0,0,1.0,415,143320.0,0.10885758179793259,-82.300765,29.660724,10733-016-000,EastGNV,True,0.9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.50655468245094,99364.9467889195,99779.9467889195,-69320.0532110805,-43955.05321108051,69320.0532110805,43955.05321108051,0.5900647355938468
2420,83887,0.17,1390,3.0,GAINESVILLE,112500,1978,100,1390.0,1950,2023,0,0.0,312.0,0.0,30,72,0,0,1.0,676,94949.0,0.20561987672942825,-82.304034,29.658998,10983-000-000,EastGNV,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.771627095144318,129524.72844611327,130200.72844611327,17700.728446113266,34575.728446113266,17700.728446113266,34575.728446113266,1.1573398084098956
2422,101315,6.67,2212,3.0,ST. JOHN'S,497200,1991,100,1559.0,1991,2023,0,0.0,717.0,0.0,30,31,0,0,2.5,18052,404567.99999999994,8.06755633991345,-82.068619,29.696021,18879-000-000,WaldoRural_C,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.49974409772057,268268.6271830127,286320.6271830127,-210879.37281698728,-136299.37281698722,210879.37281698728,136299.37281698722,0.5758661045515139
2459,64957,5.0,1863,3.0,ST. JOHN'S,247300,1979,100,1863.0,1978,2023,0,0.0,0.0,0.0,30,44,0,0,2.0,6326,203879.0,6.047643433218478,-82.425927,29.584565,07098-013-000,HighSprings_B,False,0.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.521999156407318,274305.8918850865,280631.8918850865,33331.89188508649,70426.89188508649,33331.89188508649,70426.89188508649,1.1347832263853073
2521,99860,0.96,2010,3.0,SUWANNEE,364800,2017,100,1260.0,2017,2023,0,750.0,472.0,0.0,5,5,0,1,2.0,6113,303967.0,1.1611475391779476,-82.101361,29.773594,18399-017-000,WaldoRural_C,True,0.95,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.928752545969616,411989.2542069747,418102.2542069747,53302.2542069747,108022.2542069747,53302.2542069747,108022.2542069747,1.146113635435786
2522,100069,1.25,1304,3.0,SUWANNEE,197000,2006,100,960.0,2006,2023,0,344.0,192.0,576.0,16,16,0,0,2.0,0,167450.0,1.5119108583046195,-82.106156,29.758875,18463-015-013,WaldoRural_C,True,0.84,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.363242762831367,234038.93346557894,234038.93346557894,37038.93346557894,66588.93346557894,37038.93346557894,66588.93346557894,1.188014890688218
2542,16896,7.1,1527,3.0,SUWANNEE,245000,1994,100,1152.0,1981,2024,0,0.0,375.0,0.0,29,42,0,0,2.0,2500,205750.0,8.587653675170237,-82.550155,29.713816,04079-018-000,Jonesville,True,0.71,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.4900344721483,265676.44418862497,268176.44418862497,23176.44418862497,59926.44418862497,23176.44418862497,59926.44418862497,1.0945977313821427
2650,31985,0.44,1996,3.0,GAINESVILLE,257300,1990,100,1716.0,1974,2024,0,0.0,434.0,442.0,30,49,0,0,2.0,6020,212685.0,0.532192622123226,-82.365602,29.704036,06014-010-074,Springtree_B,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12.531678818986595,276973.9725902095,282993.9725902095,25693.97259020951,64288.97259020951,25693.97259020951,64288.97259020951,1.0998599789747747
2735,29675,0.36,2396,4.0,ALACHUA,319300,1994,100,1452.0,1984,2024,0,0.0,964.0,528.0,29,39,0,0,2.0,11146,260258.99999999997,0.43543032719173036,-82.410517,29.758652,05917-059-000,Turkey_Creek,True,0.71,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.748607004676414,344072.27109304996,355218.27109304996,35918.27109304996,83813.27109304999,35918.27109304996,83813.27109304999,1.1124906705075164
2800,8066,0.27,2766,3.0,NEWBERRY,298700,2007,100,1142.0,2007,2024,0,1624.0,18.0,480.0,16,16,0,0,3.0,1165,252730.0,0.3265727453937978,-82.586811,29.664347,01901-070-093,swNewberry_A,True,0.84,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.767175157711389,350520.7404888644,351685.7404888644,52985.74048886442,97790.74048886442,52985.74048886442,97790.74048886442,1.1773878154967004
2804,8421,0.19,3440,3.0,NEWBERRY,362100,2010,100,1520.0,2010,2024,0,1920.0,160.0,400.0,13,13,0,0,3.0,7197,300588.0,0.22981045046230214,-82.60004,29.642162,01933-010-096,swNewberry_A,True,0.87,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.896779838406898,399025.19466684334,406222.19466684334,44122.19466684334,98437.19466684334,44122.19466684334,98437.19466684334,1.1218508551970265
2821,26609,3.54,1740,3.0,SUWANNEE,248400,2013,100,1740.0,1938,2024,0,0.0,72.0,0.0,10,85,0,0,1.0,5851,205289.0,4.281731550718682,-82.391303,29.86342,05438-001-000,HSBUI,False,0.9,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.523255517644852,274650.7357537531,280501.7357537531,32101.735753753106,69361.7357537531,32101.735753753106,69361.7357537531,1.1292340408766228
2884,23806,5.42,1973,3.0,SUWANNEE,269500,1999,100,757.0,1979,2024,0,736.0,480.0,0.0,24,44,0,0,2.0,0,229075.0,6.555645481608829,-82.476383,29.576072,04607-003-000,HighSprings_B,False,0.76,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.661445850820368,315352.34581177955,315352.34581177955,45852.34581177955,86277.34581177955,45852.34581177955,86277.34581177955,1.1701385744407404
2941,4613,2.12,2088,3.0,SUWANNEE,329600,2009,100,1588.0,1974,2024,0,0.0,36.0,0.0,14,49,0,0,2.0,18719,261441.0,2.5642008156846345,-82.654918,29.821319,01457-004-001,HighSprings_B,True,0.86,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.76401453174993,349414.6244667543,368133.6244667543,38533.62446675432,87973.62446675432,38533.62446675432,87973.62446675432,1.1169102684064147
3039,66881,0.25,3233,5.0,ST. JOHN'S,813700,2001,100,3112.0,1999,2024,0,0.0,869.0,722.0,22,24,0,0,2.0,11730,679915.0,0.30238217166092385,-82.381619,29.590703,07247-010-021,HighSprings_A,True,0.78,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.08333824982226,480863.2714900565,492593.2714900565,-321106.7285099435,-199051.72850994352,321106.7285099435,199051.72850994352,0.6053745501905573
3053,19305,1.58,1836,3.0,NEWBERRY,246000,1995,100,1668.0,1964,2024,0,0.0,63.0,441.0,28,59,0,0,2.0,7984,201115.99999999997,1.911055324897039,-82.528088,29.657309,04276-002-000,Jonesville,False,0.72,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.538200057145406,278786.08802551153,286770.08802551153,40770.08802551153,77670.08802551156,40770.08802551153,77670.08802551156,1.165732065144356
3135,17845,10.0,5018,5.0,SUWANNEE,1507900,2000,100,5018.0,1997,2024,0,0.0,734.0,822.0,23,26,0,0,4.5,36418,1245297.0,12.095286866436956,-82.505553,29.68947,04170-010-013,Jonesville,True,0.77,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.684087319705618,876846.5808249486,913264.5808249486,-594635.4191750514,-368450.4191750514,594635.4191750514,368450.4191750514,0.6056532799422698
3242,93071,0.13,1131,3.0,ST. JOHN'S,121300,1999,100,1131.0,1980,2024,0,0.0,0.0,0.0,24,43,0,0,2.0,420,102685.0,0.15723872926368043,-82.281771,29.630485,16134-051-051,Newmans_Lake,True,0.76,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.808217937267619,134351.92433892327,134771.92433892327,13471.924338923272,31666.924338923272,13471.924338923272,31666.924338923272,1.1110628552260782
3274,92259,0.18,960,3.0,GAINESVILLE,96500,1994,100,960.0,1962,2024,0,0.0,24.0,0.0,29,61,0,0,1.0,275,81750.0,0.21771516359586518,-82.305597,29.639036,16106-070-000,Lincoln_Estates,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.708736281598998,121629.6780441761,121904.6780441761,25404.678044176093,39879.67804417609,25404.678044176093,39879.67804417609,1.2632609123748817
3277,92476,0.19,1092,3.0,GAINESVILLE,145000,2002,100,1092.0,1999,2024,0,0.0,0.0,312.0,21,24,0,0,2.0,457,122793.0,0.22981045046230214,-82.299141,29.638728,16107-600-032,Lincoln_Estates,True,0.79,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.013769917008286,165011.4124753812,165468.4124753812,20468.412475381192,42218.41247538119,20468.412475381192,42218.41247538119,1.1411614653474564
3281,29145,0.14,2311,3.0,ALACHUA,277200,2008,100,2310.5,2008,2024,2,0.0,219.5,420.0,15,15,0,0,2.5,837,234782.99999999997,0.1693340161301174,-82.414421,29.75558,05900-611-024,Turkey_Creek,True,0.85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,12.719663880386296,334256.47964014416,335093.47964014416,57893.479640144156,99473.47964014419,57893.479640144156,99473.47964014419,1.2088509366527567
3289,106284,0.39,3334,3.0,NEWBERRY,383800,2017,100,1480.0,2017,2024,2,1854.0,108.0,532.0,6,6,0,0,2.5,1859,324371.0,0.4717161877910413,-82.607433,29.659953,01894-020-009,swNewberry_A,True,0.94,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,12.996731071417827,440969.5354443838,442828.5354443838,59028.5354443838,116598.5354443838,59028.5354443838,116598.5354443838,1.1538002486826051
3293,72964,0.18,1040,3.0,GAINESVILLE,148500,1995,100,1040.0,1995,2024,0,0.0,0.0,0.0,28,28,0,0,2.0,879,125346.0,0.21771516359586518,-82.348646,29.703719,07881-020-013,Springtree_A,True,0.72,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,11.99321296633621,161653.9092587414,162532.9092587414,14032.90925874139,36307.90925874139,14032.90925874139,36307.90925874139,1.09449770544607
3358,86085,0.23,1892,3.0,GAINESVILLE,291500,1994,100,1702.0,1969,2024,0,0.0,223.0,0.0,29,54,0,0,2.0,1336,246439.0,0.27819159792805,-82.31693,29.657047,12582-008-000,Duck_Pond,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.664696218947864,316379.0246637502,317715.0246637502,26215.0246637502,69940.0246637502,26215.0246637502,69940.0246637502,1.0899314739751294
3381,106535,1.0,3836,5.0,SUWANNEE,1430000,2016,100,3836.0,2016,2024,0,0.0,549.0,819.0,7,7,0,0,2.0,84716,1130784.0,1.2095286866436954,-82.460506,29.626521,04427-111-180,Tioga_B,True,0.9299999999999999,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13.572739584183635,784451.1530815789,869167.1530815789,-560832.8469184211,-346332.8469184211,560832.8469184211,346332.8469184211,0.6078091979591461
3407,100733,0.55,1662,3.0,SUWANNEE,702900,2006,100,1662.0,1960,2024,0,0.0,360.0,576.0,17,63,0,1,2.0,47693,549772.0,0.6652407776540327,-82.082114,29.718914,18688-009-000,WaldoRural_C,True,0.83,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,12.747644551918862,343741.27709553257,391434.27709553257,-311465.72290446743,-206030.72290446743,311465.72290446743,206030.72290446743,0.5568847305385297
3419,102943,0.21,982,3.0,HAWTHORNE,97000,1994,100,982.0,1930,2024,0,0.0,126.0,0.0,29,93,0,0,1.0,531,81919.0,0.25400102419517606,-82.086888,29.589257,19612-000-000,Hawthorne,False,0.71,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.591555153041654,108180.3643093378,108711.3643093378,11711.364309337805,26261.364309337805,11711.364309337805,26261.364309337805,1.1207357145292558
3427,81415,0.36,1538,3.0,GAINESVILLE,305800,2008,100,1298.0,1953,2024,0,0.0,308.0,0.0,15,70,0,0,2.0,290,259639.99999999997,0.43543032719173036,-82.316868,29.663208,10419-001-000,Duck_Pond,True,0.85,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.765461612078806,349920.62151733227,350210.62151733227,44410.62151733227,90280.6215173323,44410.62151733227,90280.6215173323,1.14522767010246
3435,81944,0.24,1909,3.0,GAINESVILLE,247500,1994,100,1909.0,1957,2024,0,0.0,0.0,0.0,29,66,0,0,2.0,3411,206963.99999999997,0.2902868847944869,-82.313479,29.671229,10607-010-000,MidtownEast_A,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.495695220507361,267184.636405031,270595.636405031,23095.636405031022,60220.63640503105,23095.636405031022,60220.63640503105,1.09331570264659
3457,79243,0.39,2240,3.0,GAINESVILLE,318500,1994,100,2240.0,1954,2024,0,0.0,0.0,0.0,29,69,0,0,2.0,3536,267189.0,0.4717161877910413,-82.345241,29.666027,09021-004-000,EastMidtownEastA,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.775092617242564,353306.9897193608,356842.9897193608,38342.989719360776,86117.98971936078,38342.989719360776,86117.98971936078,1.120386152965026
3458,79261,0.37,1994,3.0,GAINESVILLE,320000,1999,100,1994.0,1958,2024,0,0.0,60.0,0.0,24,65,0,0,2.0,3460,268540.0,0.4475256140581673,-82.346971,29.666405,09023-001-002,EastMidtownEastA,True,0.76,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.78726096834119,357632.4165001384,361092.4165001384,41092.41650013841,89092.41650013841,41092.41650013841,89092.41650013841,1.1284138015629326
3547,99913,0.5,1302,3.0,SUWANNEE,553900,2018,100,972.0,1969,2023,0,0.0,330.0,480.0,4,53,0,1,1.0,3216,467599.0,0.6047643433218477,-82.142877,29.768086,18422-012-000,WaldoRural_A,False,0.96,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,12.283877810992937,216182.40783116585,219398.40783116585,-334501.5921688342,-251416.59216883415,334501.5921688342,251416.59216883415,0.3960975046599853
3565,81434,0.11,999,3.0,GAINESVILLE,174700,1974,100,999.0,1949,2023,0,0.0,80.0,0.0,30,73,0,0,1.0,387,148108.0,0.1330481555308065,-82.316561,29.66173,10437-000-000,Duck_Pond,True,0.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.192805019842961,197364.00025927543,197751.00025927543,23051.00025927543,49256.00025927543,23051.00025927543,49256.00025927543,1.1319461949586458
3621,82983,0.17,962,3.0,GAINESVILLE,178800,1992,100,962.0,1958,2022,0,0.0,200.0,0.0,29,63,0,0,1.0,836,151144.0,0.20561987672942825,-82.293882,29.661475,10856-012-000,EastGNV,True,0.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.581693042341584,107118.72120655903,107954.72120655903,-70845.27879344097,-44025.27879344097,70845.27879344097,44025.27879344097,0.6037736085378022
