prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_B1,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1367,3.5,2297,1.15,HIGH SPRINGS,573800,26124,2011,100,1805.0,492.0,636.0,576.0,13,461606.0,4.531938664052506,-82.611772,29.842352,00090-010-013,HighSprings_B,True,False,False,0.87,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.055040104081808,467446.4632690783,493570.4632690783,-80229.53673092171,5840.463269078289,80229.53673092171,5840.463269078289,0.8601785696568113
1416,1.07,2260,1.0,HIGH SPRINGS,199700,6919,1994,100,1780.0,0.0,480.0,320.0,30,162826.0,1.3854783915817661,-82.583832,29.847818,00146-002-001,HighSprings_B,False,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.500297733227931,268417.19134193455,275336.19134193455,75636.19134193455,105591.19134193455,75636.19134193455,105591.19134193455,1.378749080330168
1430,1.2,2250,1.0,HIGH SPRINGS,427400,20850,2010,100,1260.0,990.0,192.0,371.0,14,342440.0,1.553807541960859,-82.58572,29.844898,00146-032-000,HighSprings_B,False,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.731491457649394,338233.3962617623,359083.3962617623,-68316.6037382377,-4206.603738237696,68316.6037382377,4206.603738237696,0.8401576889606044
1473,6.48,1416,1.0,HIGH SPRINGS,495500,6240,2010,100,1416.0,0.0,0.0,288.0,14,414935.0,8.39056072658864,-82.624925,29.846917,00155-010-012,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.56458592156067,286240.00653146004,292480.00653146004,-203019.99346853996,-128694.99346853996,203019.99346853996,128694.99346853996,0.5902724652501716
1523,2.25,2596,1.0,SUWANNEE,674100,464,2008,100,2596.0,0.0,525.0,2004.0,16,572521.0,2.913389141176611,-82.631114,29.840853,00165-004-000,HighSprings_B,False,False,False,0.84,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.976990575365319,432349.9355697994,432813.9355697994,-241286.0644302006,-140171.0644302006,241286.0644302006,140171.0644302006,0.6420619130244761
1526,1.35,1823,1.0,SUWANNEE,435600,7910,2015,100,1823.0,0.0,124.0,441.0,9,362349.99999999994,1.7480334847059666,-82.632146,29.840313,00165-007-000,HighSprings_B,False,False,False,0.91,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.765026070572986,349768.2497474432,357678.2497474432,-77921.75025255681,-12581.750252556754,77921.75025255681,12581.750252556754,0.8211162758205767
1555,12.2,2553,1.0,SUWANNEE,669900,46579,2006,100,2553.0,0.0,624.0,639.0,18,522835.99999999994,15.797043343268733,-82.634435,29.830767,00165-020-020,HighSprings_B,True,False,False,0.8200000000000001,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.091944332106273,485019.4790516846,531598.4790516846,-138301.5209483154,-37816.52094831533,138301.5209483154,37816.52094831533,0.7935490058989172
1610,1.19,1436,1.0,HIGH SPRINGS,292100,2916,2012,100,1436.0,0.0,64.0,300.0,12,245369.0,1.5408591457778518,-82.613894,29.841391,00181-100-014,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.515320854195311,272480.09762927337,275396.09762927337,-16703.90237072663,27111.09762927337,16703.90237072663,27111.09762927337,0.9428144389910078
1613,1.0,2447,1.0,HIGH SPRINGS,384500,12919,2000,100,7341.0,0.0,1398.0,0.0,24,313906.0,1.2948396183007158,-82.613159,29.840261,00181-100-017,HighSprings_B,True,False,False,0.76,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.582729549403751,291480.8387697483,304399.8387697483,-80100.16123025172,-22425.161230251717,80100.16123025172,22425.161230251717,0.7916770839265235
1624,1.0,1903,1.0,HIGH SPRINGS,357700,20905,2005,100,1903.0,0.0,512.0,420.0,19,283140.0,1.2948396183007158,-82.614138,29.84265,00181-100-028,HighSprings_B,True,False,False,0.81,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.611543912138975,300001.8475558802,320906.8475558802,-36793.1524441198,16861.847555880202,36793.1524441198,16861.847555880202,0.897139635325357
1628,1.0,2004,1.0,HIGH SPRINGS,443500,15700,2010,100,4008.0,0.0,1392.0,1248.0,14,361275.0,1.2948396183007158,-82.615078,29.843042,00181-100-032,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.74196265888548,341793.7140898309,357493.7140898309,-86006.28591016913,-19481.28591016913,86006.28591016913,19481.28591016913,0.8060737634494496
1641,1.0,2046,1.0,HIGH SPRINGS,340300,10996,2002,100,1727.5,0.0,510.5,480.0,22,278259.0,1.2948396183007158,-82.616605,29.839257,00181-100-045,HighSprings_B,True,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.617503230896947,301794.9918459182,312790.9918459182,-27509.00815408182,23535.99184591818,27509.00815408182,23535.99184591818,0.9191624797117783
1699,0.34,960,0.9,HIGH SPRINGS,25100,145,1994,100,1920.0,0.0,144.0,0.0,30,21190.0,0.4402454702222434,-82.608052,29.837502,00206-002-001,HighSprings_D,False,False,True,0.7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.452191266307622,94107.33450890842,94252.33450890842,69152.33450890842,72917.33450890842,69152.33450890842,72917.33450890842,3.7550730880043193
1714,0.24,1360,1.0,HIGH SPRINGS,252200,2417,1994,100,1360.0,0.0,88.0,546.0,30,211953.0,0.3107615083921718,-82.604115,29.83783,00206-010-010,HighSprings_B,True,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.126141128930641,184635.91333956187,187052.91333956187,-65147.08666043813,-27317.08666043813,65147.08666043813,27317.08666043813,0.7416848268816886
1717,0.36,1856,1.0,HIGH SPRINGS,235800,640,2002,100,1856.0,0.0,301.0,400.0,22,199789.99999999997,0.46614226258825764,-82.603691,29.837177,00206-010-013,HighSprings_B,True,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.475556180947901,261857.61503349082,262497.6150334908,26697.615033490816,62067.615033490845,26697.615033490816,62067.615033490845,1.1132214378010636
1718,0.29,1329,1.0,HIGH SPRINGS,275300,720,2013,100,1329.0,0.0,174.0,0.0,11,233285.0,0.37550348930720756,-82.603356,29.837249,00206-010-014,HighSprings_B,True,False,False,0.89,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.270502907956995,213310.23939178948,214030.23939178948,-61269.76060821052,-19974.76060821052,61269.76060821052,19974.76060821052,0.7774436592509607
1719,0.3,1165,1.0,HIGH SPRINGS,223300,2249,1998,100,1165.0,0.0,40.0,216.0,26,187556.0,0.38845188549021475,-82.60322,29.837536,00206-010-015,HighSprings_B,True,False,False,0.74,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.081400996597893,176557.34379259447,178806.34379259447,-44493.656207405525,-10998.656207405525,44493.656207405525,10998.656207405525,0.800744934136115
1742,0.17,1209,1.0,HIGH SPRINGS,274900,607,2022,100,1209.0,0.0,80.0,420.0,2,233058.00000000003,0.2201227351111217,-82.605048,29.838603,00206-040-012,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.398474250079651,242431.44541658778,243038.44541658778,-31861.554583412217,9373.445416587754,31861.554583412217,9373.445416587754,0.8840976552076675
1745,0.17,1397,1.0,HIGH SPRINGS,280600,629,2022,100,1397.0,0.0,84.0,400.0,2,237881.0,0.2201227351111217,-82.605046,29.839219,00206-040-015,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.488706653276314,265323.9080960238,265952.9080960238,-14647.091903976223,27442.908096023777,14647.091903976223,27442.908096023777,0.9478008128867561
1750,0.18,1384,1.0,HIGH SPRINGS,264400,624,2022,100,1384.0,0.0,84.0,420.0,2,224116.00000000003,0.23307113129412882,-82.606579,29.839972,00206-040-020,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.487885669014378,265106.17073486507,265730.17073486507,1330.170734865067,40990.17073486504,1330.170734865067,40990.17073486504,1.0050309029306546
1778,0.17,1397,1.0,HIGH SPRINGS,259300,599,2022,100,1397.0,0.0,84.0,400.0,2,219806.0,0.2201227351111217,-82.605904,29.83827,00206-040-048,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.488706653276314,265323.9080960238,265922.9080960238,6622.908096023777,45517.90809602378,6622.908096023777,45517.90809602378,1.0255414889935355
1786,0.17,1209,1.0,HIGH SPRINGS,238500,0,2022,100,1209.0,0.0,16.0,420.0,2,202725.0,0.2201227351111217,-82.606344,29.838528,00206-040-056,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.385170688915807,239227.60236789897,239227.60236789897,727.6023678989732,36502.60236789897,727.6023678989732,36502.60236789897,1.0030507436809182
1788,0.17,1202,1.0,HIGH SPRINGS,244400,0,2023,100,1202.0,0.0,76.0,380.0,1,207740.0,0.2201227351111217,-82.606905,29.838234,00206-040-058,HighSprings_B,True,False,False,0.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.403718609333797,243706.18267931184,243706.18267931184,-693.817320688162,35966.18267931184,693.817320688162,35966.18267931184,0.9971611402590501
1789,0.17,1209,1.0,HIGH SPRINGS,255000,942,2023,100,1209.0,0.0,16.0,420.0,1,215808.0,0.2201227351111217,-82.607038,29.838357,00206-040-059,HighSprings_B,True,False,False,0.99,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.3965436684542,241963.86322066165,242905.86322066165,-12094.136779338354,26155.863220661646,12094.136779338354,26155.863220661646,0.9525720126300457
1790,0.18,1418,1.0,HIGH SPRINGS,292500,368,2012,100,2836.0,0.0,300.0,760.0,12,248256.99999999997,0.23307113129412882,-82.607005,29.838582,00206-040-060,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.40548581749842,244137.24300959494,244505.24300959494,-47994.75699040506,-4119.756990405032,47994.75699040506,4119.756990405032,0.8359153607165639
1792,0.18,1742,1.0,HIGH SPRINGS,312000,1455,2017,100,1742.0,0.0,312.0,462.0,7,263745.0,0.23307113129412882,-82.607005,29.839012,00206-040-062,HighSprings_B,True,False,False,0.9299999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.586840304024154,292681.51111840556,294136.51111840556,-17863.488881594443,28936.511118405557,17863.488881594443,28936.511118405557,0.9427452279436076
1795,0.18,1776,1.0,HIGH SPRINGS,302400,520,2022,100,1776.0,0.0,144.0,420.0,2,256520.0,0.23307113129412882,-82.60666,29.839527,00206-040-065,HighSprings_B,True,False,False,0.98,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.649142789716208,311496.3157575822,312016.3157575822,9616.315757582197,54976.3157575822,9616.315757582197,54976.3157575822,1.0317999859708407
1815,0.19,1368,1.0,HIGH SPRINGS,293700,339,2011,100,1368.0,0.0,277.0,483.0,13,249306.0,0.24601952747713599,-82.606751,29.841343,00207-010-001,HighSprings_B,True,False,False,0.87,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.363999613569536,234216.1330534934,234555.1330534934,-59144.866946506605,-15089.866946506605,59144.866946506605,15089.866946506605,0.7986214949046422
1817,0.12,1368,1.0,HIGH SPRINGS,324200,1282,2014,100,1367.5,0.0,149.5,420.0,10,274288.0,0.1553807541960859,-82.606959,29.841602,00207-010-003,HighSprings_B,True,False,False,0.9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.361284818068484,233581.14646856143,234863.14646856143,-89336.85353143857,-40706.853531438566,89336.85353143857,40706.853531438566,0.7244390699215344
1819,0.12,1264,1.0,HIGH SPRINGS,237700,1000,2012,100,1264.0,0.0,244.0,380.0,12,201045.0,0.1553807541960859,-82.607131,29.841833,00207-010-005,HighSprings_B,True,False,False,0.88,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.28852994475642,217190.4602890943,218190.4602890943,-19509.539710905694,16145.460289094306,19509.539710905694,16145.460289094306,0.9179236865338423
1830,0.18,1421,1.0,HIGH SPRINGS,295900,400,2017,100,1421.0,0.0,120.0,460.0,7,251115.0,0.23307113129412882,-82.608209,29.841858,00207-010-016,HighSprings_B,True,False,False,0.9299999999999999,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.450671188275177,255421.70116031502,255821.70116031502,-40078.29883968498,4306.701160315017,40078.29883968498,4306.701160315017,0.8645545831710545
1846,0.12,1264,1.0,HIGH SPRINGS,275100,368,2010,100,1264.0,0.0,244.0,380.0,14,233466.99999999997,0.1553807541960859,-82.606201,29.840591,00207-010-032,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.26277642290257,211668.45180648286,212036.45180648286,-63063.54819351714,-21798.548193517112,63063.54819351714,21798.548193517112,0.7707613660722751
1866,0.36,1200,1.0,HIGH SPRINGS,228300,487,2008,100,1200.0,0.0,96.0,0.0,16,193567.99999999997,0.46614226258825764,-82.603908,29.840368,00208-000-000,HighSprings_B,False,False,False,0.84,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.097415186359086,179407.5273786691,179894.5273786691,-48405.472621330904,-14160.472621330875,48405.472621330904,14160.472621330875,0.7879742767353005
1875,9.21,2739,1.0,HIGH SPRINGS,456000,21291,1994,100,2739.0,0.0,20.0,0.0,30,366309.0,11.925472884549594,-82.601106,29.843803,00216-028-000,HighSprings_B,True,False,False,0.7,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.683180685880185,322281.50633671216,343572.50633671216,-112427.49366328784,-44027.49366328784,112427.49366328784,44027.49366328784,0.7534484788085793
1918,0.39,1736,1.0,HIGH SPRINGS,265400,1102,2003,100,1735.5,0.0,619.5,528.0,21,224488.0,0.5049874511372793,-82.59068,29.83943,00236-001-006,HighSprings_B,True,False,False,0.79,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.465325296197502,259192.23778572312,260294.23778572312,-5105.762214276881,34704.23778572312,5105.762214276881,34704.23778572312,0.9807620112498987
1926,1.52,2112,1.15,HIGH SPRINGS,427200,2396,2005,100,2112.0,0.0,355.0,995.0,19,360724.0,1.9681562198170879,-82.589132,29.839052,00236-006-000,HighSprings_B,False,False,False,0.81,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.814827313585617,367628.17545895604,370024.17545895604,-57175.824541043956,6904.175458956044,57175.824541043956,6904.175458956044,0.8661614594076686
1927,1.52,1364,1.0,HIGH SPRINGS,318400,3844,2002,100,1363.5,0.0,854.5,0.0,22,266796.0,1.9681562198170879,-82.588034,29.839078,00236-006-001,HighSprings_B,False,False,False,0.78,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.215629710093953,201920.57582799185,205764.57582799185,-112635.42417200815,-64875.42417200815,112635.42417200815,64875.42417200815,0.6462455270979643
1935,0.43,2163,1.0,HIGH SPRINGS,374600,16641,2010,100,1496.0,667.0,360.0,0.0,14,301769.0,0.5567810358693078,-82.591063,29.838567,00236-020-000,HighSprings_B,True,False,False,0.86,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.572266316322773,288446.9068627399,305087.9068627399,-69512.09313726012,-13322.093137260119,69512.09313726012,13322.093137260119,0.8144364838834487
1941,0.66,1767,1.0,HIGH SPRINGS,280000,0,1998,100,1767.0,0.0,440.0,0.0,26,238000.0,0.8545941480784726,-82.591768,29.836467,00236-027-000,HighSprings_B,True,False,False,0.74,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.308954502221187,221672.091193745,221672.091193745,-58327.908806255,-16327.908806255,58327.908806255,16327.908806255,0.7916860399776607
1951,1.99,1867,1.0,HIGH SPRINGS,419400,27065,2003,100,1867.0,0.0,216.0,273.0,21,329425.0,2.576730840418424,-82.587335,29.839017,00236-050-000,HighSprings_B,False,False,False,0.79,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.5497435411867,282022.896866639,309087.896866639,-110312.10313336097,-47402.10313336097,110312.10313336097,47402.10313336097,0.7369763873787292
1960,0.21,1593,1.0,HIGH SPRINGS,308600,1074,2013,100,1593.0,0.0,170.0,484.0,11,261236.0,0.27191631984315034,-82.58749,29.830252,00236-100-008,HighSprings_B,True,False,False,0.89,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.488143545789342,265174.5442747921,266248.5442747921,-42351.455725207925,3938.544274792075,42351.455725207925,3938.544274792075,0.862762619166533
1965,0.21,1733,1.0,HIGH SPRINGS,322000,4102,2015,100,1733.0,0.0,72.0,484.0,9,269597.99999999994,0.27191631984315034,-82.58751,29.831421,00236-100-013,HighSprings_B,True,False,False,0.91,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.558715874098809,284564.68602368823,288666.68602368823,-33333.313976311765,14966.686023688293,33333.313976311765,14966.686023688293,0.8964803913779138
1966,0.21,1556,1.0,HIGH SPRINGS,317600,1164,2014,100,1556.0,0.0,212.0,484.0,10,268796.0,0.27191631984315034,-82.587514,29.831654,00236-100-014,HighSprings_B,True,False,False,0.9,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.487764658903664,265074.0921487492,266238.0921487492,-51361.907851250784,-3721.907851250784,51361.907851250784,3721.907851250784,0.8382811465640718
