prop_id,legal_acreage,yr_blt,living_area,land_type_cd,condition_cd,sl_price,tax_area_description,abs_subdv_cd
30340,0.1,1984,1922,LT,3,214900,GAINESVILLE,200500
30340,0.1,1984,1922,LT,3,100,GAINESVILLE,200500
30393,0.12,1986,1410,LT,3,233200,GAINESVILLE,201000
30519,0.1,1984,1392,LT,3,191400,GAINESVILLE,200600
30608,1.35,2003,2252,UN,4,549900,SUWANNEE,172300
30748,0.39,1995,2595,LT,4,513000,GAINESVILLE,18100
30858,0.35,1994,2200,LT,4,450300,GAINESVILLE,17300
30938,0.06,2001,1380,LT,3,241900,GAINESVILLE,230100
30940,0.06,2001,1380,LT,3,254500,GAINESVILLE,230100
30964,0.06,2003,1514,LT,3,283800,GAINESVILLE,230000
30981,0.06,2002,1545,LT,3,263800,GAINESVILLE,230000
31378,0.13,2007,1645,LT,3,276900,GAINESVILLE,245800
31396,0.15,2011,2122,LT,3,415800,GAINESVILLE,245800
31415,0.15,2010,1565,LT,3,297300,GAINESVILLE,245800
31542,0.29,2011,1802,LT,4,348700,GAINESVILLE,245802
31748,0.38,1981,1365,UN,3,283200,GAINESVILLE,142100
32149,0.32,1979,1472,UN,3,295500,GAINESVILLE,141900
32351,0.25,1974,1334,UN,3,269300,GAINESVILLE,142200
32415,0.25,1975,1350,UN,3,229500,GAINESVILLE,142300
32689,0.28,1980,1066,UN,3,225200,GAINESVILLE,142500
32962,0.2,1992,1540,LT,4,351400,GAINESVILLE,189701
33078,0.12,2013,1484,LT,3,331200,GAINESVILLE,245900
33271,0.18,1995,1653,LT,4,306100,GAINESVILLE,127600
33313,0.18,1996,1970,LT,4,370200,GAINESVILLE,127700
33413,0.14,1987,1224,UN,3,241500,GAINESVILLE,127400
33748,0.21,1993,1591,LT,3,378900,GAINESVILLE,253100
33795,0.2,1996,1347,LT,3,300100,GAINESVILLE,253101
33834,0.24,1996,1347,LT,3,294900,GAINESVILLE,253102
33957,0.65,1994,2024,LT,4,404500,GAINESVILLE,133800
34140,0.33,1979,1434,UN,3,279500,SUWANNEE,47100
34166,0.41,1980,1544,UN,3,240700,SUWANNEE,47100
34167,0.41,1979,1350,UN,3,309000,SUWANNEE,47100
34247,0.35,1984,1824,UN,3,373100,SUWANNEE,47200
34293,0.44,1983,1585,UN,3,319300,SUWANNEE,47200
34499,1.03,1978,3530,UN,4,586800,SUWANNEE,182100
34814,1.05,2000,4091,LT,5,858500,SUWANNEE,172200
35371,0.21,1990,1555,UN,3,341900,ST. JOHN'S,187602
35391,0.33,1991,1849,UN,3,426400,ST. JOHN'S,187603
35597,0.42,1979,3010,UN,4,434500,ST. JOHN'S,54400
35687,1.9,1984,3721,UN,4,683200,ST. JOHN'S,92700
35866,0.44,1999,2918,LT,4,591000,ST. JOHN'S,130600
35866,0.44,1999,2918,LT,4,100,ST. JOHN'S,130600
35913,0.49,2007,4181,LT,5,826900,ST. JOHN'S,229700
35975,0.39,1989,2481,UN,4,492800,ST. JOHN'S,101300
35976,0.45,1990,2413,UN,4,532700,ST. JOHN'S,101300
36015,0.68,1989,2567,UN,4,389500,ST. JOHN'S,101501
36018,0.57,1989,2430,UN,4,535000,ST. JOHN'S,101501
36865,0.63,1967,1453,LT,3,309400,GAINESVILLE,143600
36871,0.65,1968,1808,LT,3,227000,GAINESVILLE,143700
36889,0.33,1968,1764,LT,3,257500,GAINESVILLE,143700
37038,0.17,1997,2011,LT,3,373600,GAINESVILLE,31501
37266,0.17,2002,1687,LT,3,263400,GAINESVILLE,31505
37492,0.37,1973,1572,LT,3,351900,GAINESVILLE,144500
37495,0.36,1973,1500,LT,3,300900,GAINESVILLE,144500
37642,0.2,2001,2179,LT,4,483500,GAINESVILLE,20100
37681,0.31,1959,1662,LT,3,281300,GAINESVILLE,218100
37768,0.2,1993,2012,LT,3,438800,GAINESVILLE,235700
37953,0.04,1975,1554,UN,3,247500,GAINESVILLE,61200
38033,0.21,1979,897,UN,3,195500,GAINESVILLE,183600
38034,0.21,1979,1092,UN,3,226300,GAINESVILLE,183600
38036,0.21,1979,996,UN,3,226400,GAINESVILLE,183600
38116,0.26,1979,1298,UN,3,267800,GAINESVILLE,183600
38137,0.28,1979,1377,UN,3,277900,GAINESVILLE,183600
38206,0.38,1983,1250,UN,3,240200,GAINESVILLE,183701
38223,0.38,1981,1020,UN,3,302600,GAINESVILLE,183701
38269,0.2,1991,1551,UN,3,349200,GAINESVILLE,37801
38392,0.2,1986,1198,UN,3,253100,GAINESVILLE,183900
38538,0.02,1983,1621,UN,3,206100,GAINESVILLE,199200
38618,0.36,1966,1368,UN,3,226800,GAINESVILLE,142900
38680,0.33,1969,1616,UN,3,314600,GAINESVILLE,143000
38704,0.25,1970,1656,UN,3,281800,GAINESVILLE,143200
38741,0.22,1978,1501,UN,3,263200,GAINESVILLE,183700
38893,0.2,1977,1276,UN,3,260800,GAINESVILLE,183500
38909,0.34,1976,1500,UN,3,267700,GAINESVILLE,183500
38972,0.24,1976,1233,UN,3,228400,GAINESVILLE,253800
39238,0.34,1972,1554,UN,3,251800,GAINESVILLE,143400
39451,0.35,1988,2504,UN,4,426100,GAINESVILLE,43900
39453,0.5,1987,2494,UN,3,595000,GAINESVILLE,43900
39580,0.1,1998,1148,LT,3,169900,GAINESVILLE,149101
39719,0.12,2005,1409,LT,3,272000,GAINESVILLE,237600
39866,0.55,1994,1946,LT,4,424800,GAINESVILLE,212300
39971,0.27,1965,1450,UN,3,325300,GAINESVILLE,164800
40303,1.02,1962,1943,LT,3,310300,GAINESVILLE,0
40490,0.39,1973,3260,UN,4,405900,GAINESVILLE,206300
40536,0.34,1974,2399,UN,3,363100,GAINESVILLE,206300
40593,0.25,1968,1743,UN,3,374400,GAINESVILLE,213200
41034,0.02,1989,1050,UN,3,203400,GAINESVILLE,153100
41113,0.04,1987,1232,UN,3,243000,GAINESVILLE,0
41120,0.04,1987,1232,UN,3,188800,GAINESVILLE,0
41156,0.04,1987,1232,UN,3,234300,GAINESVILLE,0
41262,0.37,1969,1913,UN,3,351900,GAINESVILLE,0
41363,0.22,1985,1008,UN,3,278600,ST. JOHN'S,8700
41365,0.24,1984,1020,UN,3,127100,ST. JOHN'S,8700
41511,0.31,1973,1884,UN,3,332600,GAINESVILLE,134700
41595,0.17,1990,1177,UN,3,240700,ST. JOHN'S,173300
41694,0.26,1984,1770,UN,3,198100,ST. JOHN'S,108600
41803,0.02,1981,899,UN,3,184100,ST. JOHN'S,196800
41860,0.02,1984,1057,UN,3,183500,ST. JOHN'S,196700
42216,1.03,1999,4301,LT,5,841400,ST. JOHN'S,165700
42324,0.2,1992,1437,LT,3,301000,ST. JOHN'S,28100
42571,0.38,1959,1008,UN,3,153800,ST. JOHN'S,0
42779,0.3,1975,2322,UN,3,393400,ST. JOHN'S,223400
42823,0.47,1986,2024,UN,3,438400,ST. JOHN'S,223200
42889,0.31,1974,1581,UN,3,254800,ST. JOHN'S,92300
42972,0.13,1993,1502,UN,3,308100,ST. JOHN'S,11405
43025,0.18,1987,969,UN,3,225400,ST. JOHN'S,140700
43068,0.18,1996,1734,LT,3,291300,ST. JOHN'S,140600
43254,0.32,1984,1300,UN,3,325500,ST. JOHN'S,233201
43257,0.32,1984,1460,UN,3,276600,ST. JOHN'S,233201
43549,0.02,2004,1568,LT,3,246400,ST. JOHN'S,217500
43553,0.03,2004,1200,LT,3,251700,ST. JOHN'S,217500
43613,0.22,1999,2209,LT,4,416800,ST. JOHN'S,22301
43821,0.08,2004,1974,UN,3,337700,ST. JOHN'S,124400
43908,0.05,1987,1533,UN,3,267200,ST. JOHN'S,124701
44137,0.46,1984,1753,UN,3,332500,ST. JOHN'S,145300
44197,0.69,1973,2052,UN,3,259300,ST. JOHN'S,144900
44442,0.3,1996,2037,LT,4,395100,ST. JOHN'S,21004
44486,0.24,1997,1600,LT,4,354800,ST. JOHN'S,21106
44569,0.28,2000,2119,LT,3,453200,ST. JOHN'S,21109
44857,1.09,1998,4850,LT,4,972600,ST. JOHN'S,177900
44904,0.24,2004,1552,LT,3,341600,ST. JOHN'S,237500
44983,0.46,1998,2392,LT,4,485000,ST. JOHN'S,37500
45049,0.19,1997,1596,UN,4,281800,ST. JOHN'S,51301
45133,0.21,1998,1619,LT,4,335500,ST. JOHN'S,51302
45155,0.18,2002,2093,LT,4,361800,ST. JOHN'S,51303
45156,0.18,2001,1633,LT,4,333200,ST. JOHN'S,51303
45213,0.19,1999,1380,LT,4,318200,ST. JOHN'S,51303
45481,1,1971,2419,LT,4,538500,ST. JOHN'S,203800
45614,2.47,1968,3590,LT,4,841500,ST. JOHN'S,214100
45634,0.23,1971,848,UN,3,172200,ST. JOHN'S,214300
45863,1,1987,2598,LT,4,637000,ST. JOHN'S,150700
45939,0.32,1967,1386,UN,3,280300,GAINESVILLE,155501
45942,0.23,1969,1748,UN,3,299100,GAINESVILLE,155501
46214,0.46,1986,2258,UN,5,544800,GAINESVILLE,113400
46320,0.13,2012,2217,LT,3,521500,GAINESVILLE,231800
46357,0.34,1965,2571,UN,3,321200,GAINESVILLE,NULL
46421,0.36,1966,2097,UN,3,419800,GAINESVILLE,186400
46440,0.33,1967,2160,UN,3,417100,GAINESVILLE,186500
46504,0.37,1969,2202,UN,3,410300,GAINESVILLE,186600
46527,0.36,1969,2138,UN,3,495000,GAINESVILLE,186700
46530,0.36,1968,2710,UN,3,515400,GAINESVILLE,186700
46589,0.38,1972,2808,UN,3,547800,GAINESVILLE,186900
46669,0.3,1966,1872,UN,3,312000,GAINESVILLE,215100
46772,0.05,1991,1636,UN,3,238200,GAINESVILLE,114900
46778,0.04,1990,1414,UN,3,200900,GAINESVILLE,114900
46924,0.23,1963,1284,UN,3,280600,GAINESVILLE,149300
46965,0.23,1968,1125,UN,3,273400,GAINESVILLE,149400
47005,0.34,1973,1712,UN,3,327100,GAINESVILLE,149500
47293,0.23,1959,1255,UN,3,116800,GAINESVILLE,188900
47363,0.57,1959,2398,LT,3,285300,GAINESVILLE,115300
47376,0.28,1963,2268,LT,3,314300,GAINESVILLE,115300
47439,0.32,1959,1918,LT,3,406700,GAINESVILLE,117100
47482,0.29,1965,2892,LT,3,463800,GAINESVILLE,179300
47482,0.29,1965,2892,LT,3,100,GAINESVILLE,179300
47502,0.29,1959,1232,LT,3,202000,GAINESVILLE,179300
47689,0.24,1962,1561,UN,3,299600,GAINESVILLE,119400
47877,0.29,2000,2508,LT,4,533500,GAINESVILLE,217800
48083,0.56,1973,2180,UN,4,373600,GAINESVILLE,27800
48169,0.55,1977,2816,UN,4,560300,GAINESVILLE,224900
48189,0.72,1973,2779,UN,4,482000,GAINESVILLE,224900
48465,0.29,1959,1450,UN,3,314600,GAINESVILLE,121800
48796,0.16,1948,1178,UN,3,279000,GAINESVILLE,90700
48817,0.41,1925,1744,UN,3,559400,GAINESVILLE,72900
48836,0.21,1953,1719,UN,3,523100,GAINESVILLE,72900
48962,0.33,1958,1744,UN,3,386300,GAINESVILLE,16101
49088,0.29,1979,1774,UN,3,347500,GAINESVILLE,16400
49215,0.23,1956,1279,UN,3,245800,GAINESVILLE,221700
49254,0.43,1956,1349,UN,3,257800,GAINESVILLE,221700
49268,0.26,1957,1032,UN,3,283500,GAINESVILLE,221800
49268,0.26,1957,1032,UN,3,100,GAINESVILLE,221800
49338,0.24,1957,1675,UN,3,163200,GAINESVILLE,221800
49501,0.25,1961,1482,UN,3,319300,GAINESVILLE,4400
49527,0.25,1962,1984,UN,3,255000,GAINESVILLE,0
49626,0.11,1989,1635,UN,3,245800,GAINESVILLE,11902
49630,0.25,1998,1923,UN,4,361500,GAINESVILLE,11902
50125,0.39,1966,2358,UN,3,394900,GAINESVILLE,4000
50171,0.34,1965,2084,UN,3,519800,GAINESVILLE,4000
50354,0.48,1977,1652,UN,4,368200,GAINESVILLE,0
50835,0.02,1999,1584,LT,4,258300,GAINESVILLE,0
50914,0.02,2001,1736,LT,4,268300,GAINESVILLE,0
51037,0.02,1982,1016,UN,3,140800,ST. JOHN'S,177400
52228,0.77,1978,2119,UN,4,436700,ST. JOHN'S,28800
52351,0.77,1977,2030,UN,4,373600,ST. JOHN'S,28300
52398,2.05,2010,1962,UN,4,482600,ST. JOHN'S,28400
52437,0.84,1974,2013,UN,4,369000,ST. JOHN'S,28400
52600,0.49,1981,2335,UN,3,438100,ST. JOHN'S,214800
52646,0.29,1981,2222,UN,3,340900,ST. JOHN'S,214800
52670,0.4,1981,1898,UN,3,285700,ST. JOHN'S,214800
52750,0.38,1976,2432,UN,3,460800,ST. JOHN'S,84200
52753,0.37,1976,1744,UN,3,322200,ST. JOHN'S,84200
52873,0.48,1980,1404,UN,3,279500,ST. JOHN'S,84100
53168,0.92,2004,3511,LT,4,765000,ST. JOHN'S,224300
53626,0.57,1977,1468,UN,3,314500,ST. JOHN'S,216000
53935,0.2,1992,1796,UN,4,313700,ST. JOHN'S,56202
54064,0.16,2004,1944,LT,4,389200,ST. JOHN'S,228501
54141,0.46,2003,2922,LT,5,637000,ST. JOHN'S,233900
54230,0.31,2005,2655,LT,4,570600,ST. JOHN'S,228503
54310,0.68,2007,3318,LT,5,728100,ST. JOHN'S,228504
54492,0.2,1981,1361,UN,3,273200,ST. JOHN'S,215600
54535,0.04,1985,1030,UN,3,163200,ST. JOHN'S,33300
54578,0.26,2006,2007,LT,4,368100,GAINESVILLE,241000
54598,0.18,2006,2233,LT,4,355500,GAINESVILLE,241000
54645,0.17,2015,1754,LT,4,370700,GAINESVILLE,241001
54681,0.23,1983,1287,UN,3,275600,ST. JOHN'S,155900
54787,0.12,1986,1044,UN,3,217500,ST. JOHN'S,153700
54790,0.13,1986,982,UN,3,220500,ST. JOHN'S,153700
54827,0.06,1986,790,UN,3,79100,ST. JOHN'S,197900
55100,0.07,1983,868,UN,3,129600,ST. JOHN'S,198100
55229,0.03,1987,1106,UN,3,160400,GAINESVILLE,169300
55332,0.03,1987,1106,UN,3,110700,GAINESVILLE,169301
55394,0.03,1987,1370,UN,3,202800,GAINESVILLE,169301
55434,0.03,1987,1370,UN,3,234600,GAINESVILLE,169302
55477,0.07,1985,1500,LT,3,161000,GAINESVILLE,207702
55581,0.06,1985,1685,LT,3,277200,GAINESVILLE,207704
55604,0.35,1977,1904,UN,4,320000,ST. JOHN'S,189100
55640,0.35,1975,1615,UN,3,370000,ST. JOHN'S,189100
55664,0.35,1979,2171,UN,4,363200,ST. JOHN'S,189100
55809,0.02,1985,1361,LT,3,209900,GAINESVILLE,121000
55830,0.03,1985,1361,LT,3,196000,GAINESVILLE,121000
55866,0.03,1985,1321,LT,3,183900,GAINESVILLE,121000
56433,0.01,1983,900,UN,3,121100,GAINESVILLE,130302
57997,0.27,2007,3065,LT,4,628700,ST. JOHN'S,241600
58011,0.19,2006,1970,LT,4,423400,ST. JOHN'S,241600
58054,0.18,2015,1620,LT,4,403900,ST. JOHN'S,241601
58182,1.02,1979,2826,LT,3,579200,ST. JOHN'S,108000
58245,1.13,1987,3464,LT,4,737900,ST. JOHN'S,108100
58388,0.06,2014,1471,LT,4,331400,ST. JOHN'S,246600
58452,0.53,2004,2526,LT,5,685700,ST. JOHN'S,232100
58846,1.01,1985,2447,UN,3,462800,ST. JOHN'S,219200
59199,0.26,2002,2832,LT,4,408300,ST. JOHN'S,226400
59305,1.04,1973,2772,LT,3,413600,ST. JOHN'S,185303
59321,1.14,1988,3815,UN,5,965300,ST. JOHN'S,82300
59427,0.42,1983,1510,UN,3,397800,ST. JOHN'S,77300
59431,0.24,1987,1529,UN,3,299600,ST. JOHN'S,77300
59487,0.1,1983,1320,UN,4,293500,ST. JOHN'S,80100
59494,0.1,1983,1264,UN,3,262900,ST. JOHN'S,80100
59533,0.09,1983,1040,UN,3,279900,ST. JOHN'S,81900
59594,0.1,1986,1275,UN,3,271400,ST. JOHN'S,82000
59614,0.13,1984,1262,UN,3,282000,ST. JOHN'S,82000
59657,0.03,1984,1152,UN,3,206400,ST. JOHN'S,82100
59825,0.71,1989,3171,UN,5,793600,ST. JOHN'S,82700
59885,0.54,1990,2557,UN,5,545900,ST. JOHN'S,82900
60346,0.36,1993,2620,LT,4,100,ST. JOHN'S,78400
60346,0.36,1993,2620,LT,4,590200,ST. JOHN'S,78400
60346,0.36,1993,2620,LT,4,100,ST. JOHN'S,78400
60360,0.36,1998,2557,LT,4,596600,ST. JOHN'S,78500
60848,0.63,1991,2644,UN,5,710500,ST. JOHN'S,79400
60888,0.58,1993,3240,LT,5,815800,ST. JOHN'S,79600
61114,0.13,1999,2425,LT,3,512400,ST. JOHN'S,80400
61216,0.27,1997,2560,LT,5,578600,ST. JOHN'S,81000
61219,0.23,1997,2160,LT,4,463100,ST. JOHN'S,81000
61256,0.78,1997,4111,LT,5,914500,ST. JOHN'S,81000
61276,0.3,1999,2285,LT,4,382700,ST. JOHN'S,80700
61445,0.34,2000,2736,LT,4,643500,ST. JOHN'S,81400
61574,0.4,2001,3559,LT,5,902100,ST. JOHN'S,81600
61637,0.15,2002,1991,LT,4,401900,ST. JOHN'S,81700
61866,0.79,2014,4800,LT,5,1353000,ST. JOHN'S,228601
62341,0.06,1983,1346,UN,3,174800,ST. JOHN'S,234712
62424,0.15,1997,992,UN,3,135000,ST. JOHN'S,234710
63612,0.08,2008,2178,LT,4,423400,ST. JOHN'S,246500
64024,0.28,2001,1380,LT,3,305900,ST. JOHN'S,225300
64279,0.22,2001,1981,LT,4,422900,ST. JOHN'S,125706
64754,0.15,2008,1660,LT,4,368000,ST. JOHN'S,246100
64880,0.15,2008,2012,LT,4,393000,ST. JOHN'S,246100
65112,0.16,2005,2274,LT,4,390300,ST. JOHN'S,239202
65170,0.2,2009,1813,LT,4,368700,ST. JOHN'S,239251
65255,0.17,2008,2168,LT,3,463000,ST. JOHN'S,248400
65358,0.2,2011,2897,LT,4,512500,ST. JOHN'S,248400
65361,0.2,2010,3043,LT,4,542300,ST. JOHN'S,248400
65737,0.64,1983,5406,UN,4,857500,ST. JOHN'S,42300
66026,0.23,2000,1402,LT,3,298000,ST. JOHN'S,233600
66295,1.01,1987,1847,UN,3,342200,ST. JOHN'S,161600
67774,0.12,1994,1323,UN,3,268300,GAINESVILLE,175800
67960,0.09,1986,908,UN,3,140700,GAINESVILLE,175600
67980,0.09,1985,908,UN,3,132500,GAINESVILLE,175600
69540,1.23,1977,1613,LT,3,323400,ST. JOHN'S,125100
69563,2.02,1984,1664,LT,3,391500,ST. JOHN'S,125100
69975,1,2005,2714,LT,3,566400,ST. JOHN'S,227403
70044,1.11,2007,1760,LT,3,381900,ST. JOHN'S,227407
70585,5.35,1994,1901,AC,3,372800,ST. JOHN'S,74700
71369,12.97,2006,3091,AC,4,666400,SUWANNEE,0
72082,0.13,1991,1444,UN,3,252000,GAINESVILLE,92800
72119,0.11,2017,1666,LT,3,300300,GAINESVILLE,92900
72497,2.5,1975,1492,AC,3,310400,ST. JOHN'S,0
73307,0.11,2006,1428,LT,3,296400,GAINESVILLE,236402
73639,0.15,1995,1772,LT,3,266100,GAINESVILLE,54800
73685,0.31,1963,1118,UN,3,247900,GAINESVILLE,150500
73868,0.23,1961,1948,UN,3,324200,GAINESVILLE,89400
74037,0.03,1984,1238,UN,3,189600,GAINESVILLE,34600
74621,0.23,1949,800,UN,3,71600,GAINESVILLE,145500
74621,0.23,1949,800,UN,3,100,GAINESVILLE,145500
74661,0.43,1950,1450,UN,3,247400,GAINESVILLE,119800
74804,0.16,2002,1147,LT,3,257000,GAINESVILLE,103300
74850,0.09,1982,1036,LT,3,181900,GAINESVILLE,103300
75116,0.2,1965,1260,UN,3,196000,GAINESVILLE,32600
75202,0.2,1965,1391,UN,3,224200,GAINESVILLE,32600
76138,0.21,1971,933,UN,3,157500,GAINESVILLE,96100
76765,0.2,1949,1112,UN,3,231100,GAINESVILLE,67800
76805,0.3,1959,1360,UN,3,248200,GAINESVILLE,86800
76808,0.15,1948,648,UN,3,198700,GAINESVILLE,48300
77114,0.21,1951,938,SF,3,194900,GAINESVILLE,146100
77197,0.17,1930,1040,UN,3,206400,GAINESVILLE,188100
77217,0.17,1948,754,UN,3,175100,GAINESVILLE,188100
77449,0.15,1965,720,UN,3,156900,GAINESVILLE,166400
77452,0.21,1952,672,UN,3,156400,GAINESVILLE,166400
77489,0.18,1959,624,UN,3,250200,GAINESVILLE,166400
77598,0.23,1958,1399,UN,3,240800,GAINESVILLE,155200
78780,0.44,1972,1760,UN,3,387800,GAINESVILLE,61900
78989,0.06,1985,1778,UN,3,332800,GAINESVILLE,0
79404,0.35,1952,1607,LT,3,361200,GAINESVILLE,60000
79593,0.56,1960,2597,LT,3,471800,GAINESVILLE,59600
81402,0.17,1928,900,UN,3,178100,GAINESVILLE,67200
81488,0.4,1949,1470,UN,3,143400,GAINESVILLE,67200
81989,0.27,1958,1369,UN,3,297900,GAINESVILLE,32200
82052,0.24,1958,1135,UN,3,212600,GAINESVILLE,31900
82215,0.23,1963,1753,UN,3,202800,GAINESVILLE,32500
82779,0.15,1970,1128,UN,3,170200,GAINESVILLE,34800
83231,0.34,1973,1504,UN,3,194000,ST. JOHN'S,112500
83652,0.12,2004,1560,LT,3,189000,ST. JOHN'S,112100
84067,0.23,1950,1091,UN,3,184500,GAINESVILLE,137200
84923,0.14,1954,616,UN,3,58100,GAINESVILLE,136600
85043,0.27,1950,1356,UN,3,102000,GAINESVILLE,136600
85272,0.24,1941,1440,SF,3,386800,GAINESVILLE,118300
85836,0.16,1951,1091,LT,3,245000,GAINESVILLE,96600
86088,0.2,1966,1474,SF,3,357200,GAINESVILLE,55600
86291,0.1,1957,792,UN,3,130200,GAINESVILLE,31400
87728,0.12,1930,1133,UN,3,265200,GAINESVILLE,25500
87794,0.09,1940,1242,SF,3,236600,GAINESVILLE,23400
89082,0.41,1958,1863,UN,3,410900,GAINESVILLE,52700
90519,0.3,1951,2093,SF,3,428000,GAINESVILLE,8500
90980,1.24,1958,3138,UN,4,720300,GAINESVILLE,38900
91143,0.75,1983,1821,UN,3,348800,GAINESVILLE,39900
92102,0.31,1948,672,UN,3,34700,GAINESVILLE,0
92225,0.15,1962,960,UN,3,177300,GAINESVILLE,115500
92497,0.18,1981,1068,UN,3,176200,GAINESVILLE,115800
92597,0.16,1966,1323,UN,3,201900,GAINESVILLE,115900
92726,0.23,1963,1208,UN,3,191300,ST. JOHN'S,48000
92869,0.51,1967,1358,UN,3,257500,ST. JOHN'S,108801
93825,0.23,1961,1008,UN,3,167800,ST. JOHN'S,40100
94704,10.16,1900,2868,AC,2,203800,ST. JOHN'S,0
94887,0.49,1927,949,LT,3,223400,MICANOPY,179500
95388,1.33,1983,1024,AC,3,165800,ST. JOHN'S,0
96596,0.43,1955,928,UN,3,127400,WALDO,210100
97243,1.78,1978,1451,AC,3,312100,ST. JOHN'S,0
97323,33.53,1951,2268,AC,3,236300,ST. JOHN'S,0
100154,1.08,2006,2558,UN,4,527400,SUWANNEE,0
100220,0.34,1967,2221,LT,3,283200,SUWANNEE,195000
100801,0.21,1900,1176,UN,3,289700,SUWANNEE,125500
102919,0.33,1951,840,SF,3,98200,HAWTHORNE,88700
103878,1.63,1977,2071,UN,3,265200,ST. JOHN'S,0
105547,0.17,2016,1449,LT,3,306200,NEWBERRY,255300
105561,0.08,2017,1296,LT,3,259700,NEWBERRY,255300
105753,0.16,2016,1638,LT,4,402800,SUWANNEE,255201
106334,0.24,2017,1667,LT,4,360000,NEWBERRY,257100
106500,0.15,2016,2079,LT,5,535900,SUWANNEE,255202
106692,0.26,2016,2181,LT,4,421400,GAINESVILLE,245830
501988,0.58,1950,1251,UN,3,127100,ST. JOHN'S,11205
502128,0.05,2021,1729,LT,3,339100,SUWANNEE,2648
42174,0.18,1996,1496,LT,3,281300,ST. JOHN'S,28200
42334,0.2,1992,1264,LT,3,225200,ST. JOHN'S,28100
42549,0.27,1978,1406,UN,3,295200,ST. JOHN'S,16200
42706,0.2,1983,1960,UN,3,225400,ST. JOHN'S,89900
42706,0.2,1983,1960,UN,3,256800,ST. JOHN'S,89900
42852,0.54,1988,2169,UN,4,422300,ST. JOHN'S,133500
43004,0.18,1994,1482,UN,3,280200,ST. JOHN'S,140700
43207,0.3,1990,2392,UN,4,364000,ST. JOHN'S,187800
43293,0.1,2000,1245,UN,3,185500,ST. JOHN'S,233203
43937,1.01,1978,1437,UN,3,351600,ST. JOHN'S,86600
44066,0.34,1983,1270,UN,3,323100,ST. JOHN'S,98302
44312,0.48,2001,1940,LT,4,356400,ST. JOHN'S,145200
44381,0.22,1994,1495,LT,4,284100,ST. JOHN'S,21001
44389,0.3,1996,2044,LT,4,420600,ST. JOHN'S,21002
44395,0.2,1998,1654,LT,4,376200,ST. JOHN'S,21002
44587,0.3,1999,2229,LT,4,476600,ST. JOHN'S,21109
44853,1.26,1991,2701,LT,4,629400,ST. JOHN'S,177900
45076,0.19,1997,1540,UN,4,347900,ST. JOHN'S,51301
45085,0.21,1996,1813,UN,4,404400,ST. JOHN'S,51301
45096,0.18,1997,2105,UN,4,409600,ST. JOHN'S,51301
45102,0.2,1997,1992,UN,4,409200,ST. JOHN'S,51301
45148,0.21,1999,1746,LT,4,329800,ST. JOHN'S,51302
45165,0.21,1999,2045,LT,4,400400,ST. JOHN'S,51303
45291,1,1994,2661,LT,4,643400,ST. JOHN'S,0
45577,1.43,1959,3778,LT,4,664600,ST. JOHN'S,214100
45769,0.33,1970,2024,UN,3,254200,ST. JOHN'S,157900
45806,0.39,1970,1931,UN,3,335300,ST. JOHN'S,158000
46032,0.05,1988,1284,UN,3,157500,GAINESVILLE,18800
46098,0.51,1969,1911,UN,3,387700,GAINESVILLE,109100
46284,0.06,2007,1836,LT,4,335700,GAINESVILLE,231800
46482,0.37,1969,2974,UN,3,377300,GAINESVILLE,186600
46522,0.35,1968,1793,UN,3,430100,GAINESVILLE,186700
46639,0.37,1971,2840,UN,3,468100,GAINESVILLE,186900
46711,0.4,1978,1627,UN,3,270100,GAINESVILLE,215200
46802,0.63,1979,1728,UN,3,238800,GAINESVILLE,215300
46900,0.28,1962,1753,UN,3,320100,GAINESVILLE,149300
47074,0.29,1957,2094,UN,3,343100,GAINESVILLE,215400
47074,0.29,1957,2094,UN,3,100,GAINESVILLE,215400
47183,0.23,1959,1161,UN,3,241000,GAINESVILLE,216200
47635,0.27,1965,1736,UN,3,286800,GAINESVILLE,119400
47641,0.28,1961,1227,UN,3,267300,GAINESVILLE,119400
47707,0.29,1961,1427,UN,3,246000,GAINESVILLE,214600
47827,0.24,1971,2512,UN,3,407800,GAINESVILLE,75600
47830,0.24,1971,2889,UN,3,395100,GAINESVILLE,75600
48368,0.28,1981,1925,LT,4,310800,GAINESVILLE,166600
48388,0.35,1979,1713,LT,4,370900,GAINESVILLE,166600
48411,0.34,1959,1862,UN,3,435600,GAINESVILLE,121800
48543,0.43,1984,2816,UN,4,453400,GAINESVILLE,163800
48766,0.17,1940,1538,UN,3,303900,GAINESVILLE,90600
48800,0.17,1950,1102,UN,3,351600,GAINESVILLE,90700
48892,0.2,1973,1868,UN,3,359100,GAINESVILLE,72900
49021,0.29,1975,1650,UN,3,383500,GAINESVILLE,16102
49121,1.32,1968,3860,UN,4,605000,GAINESVILLE,16105
49347,0.24,1956,1032,UN,3,244500,GAINESVILLE,221800
49396,0.26,1956,1415,UN,3,317800,GAINESVILLE,72800
49439,0.25,1955,1209,UN,3,250200,GAINESVILLE,72800
50126,0.32,1966,2376,UN,3,395000,GAINESVILLE,4000
50355,1.59,1974,3199,UN,4,511900,GAINESVILLE,0
50584,0.37,1973,1552,UN,3,312100,GAINESVILLE,13800
50910,0.02,2001,1588,LT,4,232700,GAINESVILLE,0
51056,0.02,1983,1016,UN,3,145000,ST. JOHN'S,177400
52135,1,1966,1902,AC,3,260600,ST. JOHN'S,0
