tax_area_description,Market_Cluster_ID,era_built,imprv_det_quality_cd,count,mean,std,min,25%,50%,75%,max,median,PRD,COD,PRB
LACROSSE,Lugano,1920s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1930s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1940s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1950s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1960s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1970s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1980s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,1990s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,2000s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,2010s,6.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,1.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,2.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,3.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,4.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,5.0,,,,,,,,,,,,
LACROSSE,Lugano,2020s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1900s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1910s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1920s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1930s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1940s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1950s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1960s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1970s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1980s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,1990s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2000s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2010s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_A,2020s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1900s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1910s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1920s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1930s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1940s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1950s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1960s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1970s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1980s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,1990s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2000s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2010s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_B,2020s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1900s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1910s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1920s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1930s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1940s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1950s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1960s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1970s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1980s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,1990s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2000s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2010s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_C,2020s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1900s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1910s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1920s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1930s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1940s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1950s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1960s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1970s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1980s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,1990s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2000s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2010s,6.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,1.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,2.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,3.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,4.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,5.0,,,,,,,,,,,,
LACROSSE,MidtownEast_D,2020s,6.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,1.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,2.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,3.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,4.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,5.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1900s,6.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,1.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,2.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,3.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,4.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,5.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1910s,6.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,1.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,2.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,3.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,4.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,5.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1920s,6.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1930s,1.0,,,,,,,,,,,,
LACROSSE,Newmans_Lake,1930s,2.0,,,,,,,,,,,,
